title,Mentions LLM Limitations
Are We on the Right Way for Evaluating Large Vision-Language Models?,yes
ReALM: Reference Resolution As Language Modeling,no
Gecko: Versatile Text Embeddings Distilled from Large Language Models,no
Convolutional Prompting meets Language Models for Continual Learning,yes
Towards Greener LLMs: Bringing Energy-Efficiency to the Forefront of LLM Inference,yes
"Can LLMs Correct Physicians, Yet? Investigating Effective Interaction Methods in the Medical Domain",no
LayerNorm: A key component in parameter-efficient fine-tuning,no
LUQ: Long-text Uncertainty Quantification for LLMs,yes
ELITR-Bench: A Meeting Assistant Benchmark for Long-Context Language Models,no
Using LLMs to Model the Beliefs and Preferences of Targeted Populations,no
Shallow Cross-Encoders for Low-Latency Retrieval,yes
Distributed agency in second language learning and teaching through generative AI,yes
H2RSVLM: Towards Helpful and Honest Remote Sensing Large Vision Language Model,no
Unleashing the Potential of Large Language Models for Predictive Tabular Tasks in Data Science,yes
"The Future of Combating Rumors? Retrieval, Discrimination, and Generation",no
Measuring Taiwanese Mandarin Language Understanding,no
ChatGPT v.s. Media Bias: A Comparative Study of GPT-3.5 and Fine-tuned Language Models,no
IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context,yes
Fine-tuning Large Language Models for Automated Diagnostic Screening Summaries,no
Accurate Block Quantization in LLMs with Outliers,yes
User Modeling Challenges in Interactive AI Assistant Systems,no
The Impact of Prompts on Zero-Shot Detection of AI-Generated Text,no
ITCMA: A Generative Agent Based on a Computational Consciousness Structure,yes
Can LLMs Learn from Previous Mistakes? Investigating LLMs' Errors to Boost for Reasoning,yes
PURPLE: Making a Large Language Model a Better SQL Writer,no
On Large Language Models' Hallucination with Regard to Known Facts,yes
Large Language Model based Situational Dialogues for Second Language Learning,no
Enhancing the General Agent Capabilities of Low-Parameter LLMs through Tuning and Multi-Branch Reasoning,no
DiJiang: Efficient Large Language Models through Compact Kernelization,no
MANGO: A Benchmark for Evaluating Mapping and Navigation Abilities of Large Language Models,no
Towards a Robust Retrieval-Based Summarization System,yes
LLMSense: Harnessing LLMs for High-level Reasoning Over Spatiotemporal Sensor Traces,no
Localizing Paragraph Memorization in Language Models,no
"Multi-Frame, Lightweight & Efficient Vision-Language Models for Question Answering in Autonomous Driving",no
Target Span Detection for Implicit Harmful Content,no
Developing Healthcare Language Model Embedding Spaces,no
Bespoke Large Language Models for Digital Triage Assistance in Mental Health Care,no
GOLD: Generalized Knowledge Distillation via Out-of-Distribution-Guided Language Data Generation,yes
InterDreamer: Zero-Shot Text to 3D Dynamic Human-Object Interaction,no
MagicLens: Self-Supervised Image Retrieval with Open-Ended Instructions,no
Change-Agent: Towards Interactive Comprehensive Remote Sensing Change Interpretation and Analysis,no
Retrieval-Enhanced Knowledge Editing for Multi-Hop Question Answering in Language Models,no
TOD3Cap: Towards 3D Dense Captioning in Outdoor Scenes,no
WaterJudge: Quality-Detection Trade-off when Watermarking Large Language Models,no
JDocQA: Japanese Document Question Answering Dataset for Generative Language Models,no
Mixed Preference Optimization: Reinforcement Learning with Data Selection and Better Reference Model,no
BP4ER: Bootstrap Prompting for Explicit Reasoning in Medical Dialogue Generation,yes
Checkpoint Merging via Bayesian Optimization in LLM Pretraining,no
Breaking the Length Barrier: LLM-Enhanced CTR Prediction in Long Textual User Behaviors,yes
Large Language Models Are Unconscious of Unreasonability in Math Problems,yes
IVLMap: Instance-Aware Visual Language Grounding for Consumer Robot Navigation,yes
Plug-and-Play Grounding of Reasoning in Multimodal Large Language Models,no
MATEval: A Multi-Agent Discussion Framework for Advancing Open-Ended Text Evaluation,yes
Going Beyond Word Matching: Syntax Improves In-context Example Selection for Machine Translation,no
Ungrammatical-syntax-based In-context Example Selection for Grammatical Error Correction,yes
Fine-Tuning Language Models with Reward Learning on Policy,yes
sDPO: Don't Use Your Data All at Once,no
Dual-Personalizing Adapter for Federated Foundation Models,no
Text Data-Centric Image Captioning with Interactive Prompts,no
MUGC: Machine Generated versus User Generated Content Detection,no
Make Large Language Model a Better Ranker,no
Mitigating Misleading Chain-of-Thought Reasoning with Selective Filtering,yes
Disentangling Length from Quality in Direct Preference Optimization,yes
Compressing Large Language Models by Streamlining the Unimportant Layer,yes
Code Comparison Tuning for Code Large Language Models,no
MFORT-QA: Multi-hop Few-shot Open Rich Table Question Answering,no
"Top Leaderboard Ranking = Top Coding Proficiency, Always? EvoEval: Evolving Coding Benchmarks via LLM",yes
FACTOID: FACtual enTailment fOr hallucInation Detection,yes
JailbreakBench: An Open Robustness Benchmark for Jailbreaking Large Language Models,yes
Automated Black-box Prompt Engineering for Personalized Text-to-Image Generation,no
Learning From Correctness Without Prompting Makes LLM Efficient Reasoner,yes
CAUSE: Counterfactual Assessment of User Satisfaction Estimation in Task-Oriented Dialogue Systems,no
LITA: Language Instructed Temporal-Localization Assistant,yes
Evaluating Large Language Models for Health-Related Text Classification Tasks with Public Social Media Data,no
Towards LLM-RecSys Alignment with Textual ID Learning,no
TextCraftor: Your Text Encoder Can be Image Quality Controller,no
"""Sorry, Come Again?"" Prompting -- Enhancing Comprehension and Diminishing Hallucination with [PAUSE]-injected Optimal Paraphrasing",yes
A State-of-the-practice Release-readiness Checklist for Generative AI-based Software Products,yes
Measuring Political Bias in Large Language Models: What Is Said and How It Is Said,no
Duolando: Follower GPT with Off-Policy Reinforcement Learning for Dance Accompaniment,no
Is Modularity Transferable? A Case Study through the Lens of Knowledge Distillation,no
Projective Methods for Mitigating Gender Bias in Pre-trained Language Models,no
Long-form factuality in large language models,no
CheckEval: Robust Evaluation Framework using Large Language Model via Checklist,yes
Understanding the Learning Dynamics of Alignment with Human Feedback,no
The Invalsi Benchmark: measuring Language Models Mathematical and Language understanding in Italian,no
NL-ITI: Optimizing Probing and Intervention for Improvement of ITI Method,yes
SDSAT: Accelerating LLM Inference through Speculative Decoding with Semantic Adaptive Tokens,no
Vulnerability Detection with Code Language Models: How Far Are We?,yes
"A Path Towards Legal Autonomy: An interoperable and explainable approach to extracting, transforming, loading and computing legal information using large language models, expert systems and Bayesian networks",yes
SemRoDe: Macro Adversarial Training to Learn Representations That are Robust to Word-Level Attacks,yes
BioMedLM: A 2.7B Parameter Language Model Trained On Biomedical Text,yes
Leveraging Large Language Models for Relevance Judgments in Legal Case Retrieval,no
Improving Attributed Text Generation of Large Language Models via Preference Learning,no
BLADE: Enhancing Black-box Large Language Models with Small Domain-Specific Models,no
Rejection Improves Reliability: Training LLMs to Refuse Unknown Questions Using RL from Knowledge Feedback,yes
Quantifying and Mitigating Unimodal Biases in Multimodal Large Language Models: A Causal Perspective,no
LC-LLM: Explainable Lane-Change Intention and Trajectory Predictions with Large Language Models,yes
IterAlign: Iterative Constitutional Alignment of Large Language Models,no
Can LLMs Converse Formally? Automatically Assessing LLMs in Translating and Interpreting Formal Specifications,yes
Dual Instruction Tuning with Large Language Models for Mathematical Reasoning,yes
Toward Interactive Regional Understanding in Vision-Large Language Models,no
Beyond Embeddings: The Promise of Visual Table in Multi-Modal Models,no
Exploring the Deceptive Power of LLM-Generated Fake News: A Study of Real-World Detection Challenges,yes
Boosting Conversational Question Answering with Fine-Grained Retrieval-Augmentation and Self-Check,no
Leveraging Large Language Models for Fuzzy String Matching in Political Science,yes
Exploring the Privacy Protection Capabilities of Chinese Large Language Models,yes
Oh! We Freeze: Improving Quantized Knowledge Distillation via Signal Propagation Analysis for Large Language Models,yes
Large Language Models as Financial Data Annotators: A Study on Effectiveness and Efficiency,yes
Large Language Models Produce Responses Perceived to be Empathic,no
Juru: Legal Brazilian Large Language Model from Reputable Sources,no
For those who don't know (how) to ask: Building a dataset of technology questions for digital newcomers,yes
Don't Trust: Verify -- Grounding LLM Quantitative Reasoning with Autoformalization,no
Large Language Models for Education: A Survey and Outlook,yes
Enhancing Legal Document Retrieval: A Multi-Phase Approach with Large Language Models,no
PerOS: Personalized Self-Adapting Operating Systems in the Cloud,no
COIG-CQIA: Quality is All You Need for Chinese Instruction Fine-tuning,no
Supervisory Prompt Training,yes
Improving Pre-trained Language Model Sensitivity via Mask Specific losses: A case study on Biomedical NER,no
MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,yes
LISA: Layerwise Importance Sampling for Memory-Efficient Large Language Model Fine-Tuning,yes
The Unreasonable Ineffectiveness of the Deeper Layers,no
Addressing Social Misattributions of Large Language Models: An HCXAI-based Approach,yes
Exploring LLMs as a Source of Targeted Synthetic Textual Data to Minimize High Confidence Misclassifications,yes
ChroniclingAmericaQA: A Large-scale Question Answering Dataset based on Historical American Newspaper Pages,yes
Verbing Weirds Language (Models): Evaluation of English Zero-Derivation in Five LLMs,no
ArabicaQA: A Comprehensive Dataset for Arabic Question Answering,no
Assessment of Multimodal Large Language Models in Alignment with Human Values,yes
Accelerating Radio Spectrum Regulation Workflows with Large Language Models (LLMs),yes
Are Compressed Language Models Less Subgroup Robust?,no
Improving Text-to-Image Consistency via Automatic Prompt Optimization,yes
Evaluating the Efficacy of Prompt-Engineered Large Multimodal Models Versus Fine-Tuned Vision Transformers in Image-Based Security Applications,yes
Constructions Are So Difficult That Even Large Language Models Get Them Right for the Wrong Reasons,no
Can multiple-choice questions really be useful in detecting the abilities of LLMs?,yes
Optimization-based Prompt Injection Attack to LLM-as-a-Judge,yes
Enhanced Short Text Modeling: Leveraging Large Language Models for Topic Refinement,yes
ExpressEdit: Video Editing with Natural Language and Sketching,no
Not All Similarities Are Created Equal: Leveraging Data-Driven Biases to Inform GenAI Copyright Disputes,no
Depending on yourself when you should: Mentoring LLM with RL agents to become the master in cybersecurity games,no
Targeted Visualization of the Backbone of Encoder LLMs,no
Language Models for Text Classification: Is In-Context Learning Enough?,no
"""You are an expert annotator"": Automatic Best-Worst-Scaling Annotations for Emotion Intensity Modeling",no
RuBia: A Russian Language Bias Detection Dataset,yes
Naive Bayes-based Context Extension for Large Language Models,no
Large Language Models Are State-of-the-Art Evaluator for Grammatical Error Correction,no
ILLUMINER: Instruction-tuned Large Language Models as Few-shot Intent Classifier and Slot Filler,no
KC-GenRe: A Knowledge-constrained Generative Re-ranking Method Based on Large Language Models for Knowledge Graph Completion,yes
DGoT: Dynamic Graph of Thoughts for Scientific Abstract Generation,yes
Robust and Scalable Model Editing for Large Language Models,no
LM-Combiner: A Contextual Rewriting Model for Chinese Grammatical Error Correction,no
Disambiguate Entity Matching through Relation Discovery with Large Language Models,no
Residual-based Language Models are Free Boosters for Biomedical Imaging,no
The Solution for the ICCV 2023 1st Scientific Figure Captioning Challenge,no
Don't Listen To Me: Understanding and Exploring Jailbreak Prompts of Large Language Models,no
JMultiWOZ: A Large-Scale Japanese Multi-Domain Task-Oriented Dialogue Dataset,yes
ALISA: Accelerating Large Language Model Inference via Sparsity-Aware KV Caching,yes
"Visual Hallucination: Definition, Quantification, and Prescriptive Remediations",no
Automate Knowledge Concept Tagging on Math Questions with LLMs,no
A Hybrid Approach To Aspect Based Sentiment Analysis Using Transfer Learning,yes
TwoStep: Multi-agent Task Planning using Classical Planners and Large Language Models,no
SeSaMe: A Framework to Simulate Self-Reported Ground Truth for Mental Health Sensing Studies,yes
A Comprehensive Study of the Capabilities of Large Language Models for Vulnerability Detection,yes
Ontology Completion with Natural Language Inference and Concept Embeddings: An Analysis,no
Exploring the Impact of the Output Format on the Evaluation of Large Language Models for Code Translation,yes
Generation of Asset Administration Shell with Large Language Model Agents: Interoperability in Digital Twins with Semantic Node,no
Extracting Social Support and Social Isolation Information from Clinical Psychiatry Notes: Comparing a Rule-based NLP System and a Large Language Model,no
Outcome-Constrained Large Language Models for Countering Hate Speech,no
MetaAligner: Conditional Weak-to-Strong Correction for Generalizable Multi-Objective Alignment of Language Models,no
"RepairAgent: An Autonomous, LLM-Based Agent for Program Repair",yes
The Strong Pull of Prior Knowledge in Large Language Models and Its Impact on Emotion Recognition,no
"Attribute First, then Generate: Locally-attributable Grounded Text Generation",yes
DreamLIP: Language-Image Pre-training with Long Captions,no
Language Rectified Flow: Advancing Diffusion Language Generation with Probabilistic Flows,no
Comp4D: LLM-Guided Compositional 4D Scene Generation,no
AIOS: LLM Agent Operating System,yes
Aligning with Human Judgement: The Role of Pairwise Preference in Large Language Model Evaluators,yes
PropTest: Automatic Property Testing for Improved Visual Programming,no
Towards Algorithmic Fidelity: Mental Health Representation across Demographics in Synthetic vs. Human-generated Data,no
Do LLM Agents Have Regret? A Case Study in Online Learning and Games,no
Towards Human-AI Deliberation: Design and Evaluation of LLM-Empowered Deliberative AI for AI-Assisted Decision-Making,yes
An LLM-Based Digital Twin for Optimizing Human-in-the Loop Systems,yes
Iterative Refinement of Project-Level Code Context for Precise Code Generation with Compiler Feedback,yes
"All Artificial, Less Intelligence: GenAI through the Lens of Formal Verification",no
Investigation of the effectiveness of applying ChatGPT in Dialogic Teaching Using Electroencephalography,yes
CLHA: A Simple yet Effective Contrastive Learning Framework for Human Alignment,no
Conversational Grounding: Annotation and Analysis of Grounding Acts and Grounding Units,yes
Can Large Language Models (or Humans) Distill Text?,yes
NSINA: A News Corpus for Sinhala,yes
Elysium: Exploring Object-level Perception in Videos via MLLM,no
Hallucination Detection in Foundation Models for Decision-Making: A Flexible Definition and Review of the State of the Art,yes
Harnessing the power of LLMs for normative reasoning in MASs,yes
LLMs Are Few-Shot In-Context Low-Resource Language Learners,yes
LARA: Linguistic-Adaptive Retrieval-Augmented LLMs for Multi-Turn Intent Classification,yes
"Towards Automatic Evaluation for LLMs' Clinical Capabilities: Metric, Data, and Algorithm",yes
CodeS: Natural Language to Code Repository via Multi-Layer Sketch,no
Evaluating Large Language Models with Runtime Behavior of Program Execution,no
InstUPR : Instruction-based Unsupervised Passage Reranking with Large Language Models,no
$\textit{LinkPrompt}$: Natural and Universal Adversarial Attacks on Prompt-based Language Models,no
Re2LLM: Reflective Reinforcement Large Language Model for Session-based Recommendation,yes
An Experiment with the Use of ChatGPT for LCSH Subject Assignment on Electronic Theses and Dissertations,yes
How Reliable is Your Simulator? Analysis on the Limitations of Current LLM-based User Simulators for Conversational Recommendation,yes
Is There a One-Model-Fits-All Approach to Information Extraction? Revisiting Task Definition Biases,yes
Concurrent Linguistic Error Detection (CLED) for Large Language Models,yes
Dia-LLaMA: Towards Large Language Model-driven CT Report Generation,no
"Synthesize Step-by-Step: Tools, Templates and LLMs as Data Generators for Reasoning-Based Chart VQA",yes
ChatDBG: An AI-Powered Debugging Assistant,yes
Enhanced Facet Generation with LLM Editing,no
Is Watermarking LLM-Generated Code Robust?,no
Large Language Models in Biomedical and Health Informatics: A Bibliometric Review,no
Engineering Safety Requirements for Autonomous Driving with Large Language Models,yes
AVicuna: Audio-Visual LLM with Interleaver and Context-Boundary Alignment for Temporal Referential Dialogue,yes
Large Language Models Offer an Alternative to the Traditional Approach of Topic Modelling,no
CoverUp: Coverage-Guided LLM-Based Test Generation,no
ALoRA: Allocating Low-Rank Adaptation for Fine-tuning Large Language Models,no
A Little Leak Will Sink a Great Ship: Survey of Transparency for Large Language Models from Start to Finish,yes
Opportunities and challenges in the application of large artificial intelligence models in radiology,no
Can Language Models Pretend Solvers? Logic Code Simulation with LLMs,no
LLMs as Compiler for Arabic Programming Language,no
Argument Quality Assessment in the Age of Instruction-Following Large Language Models,yes
Qibo: A Large Language Model for Traditional Chinese Medicine,yes
Monotonic Paraphrasing Improves Generalization of Language Model Prompting,no
CBT-LLM: A Chinese Large Language Model for Cognitive Behavioral Therapy-based Mental Health Question Answering,yes
LlamBERT: Large-scale low-cost data annotation in NLP,yes
Leveraging Zero-Shot Prompting for Efficient Language Model Distillation,no
TrustSQL: A Reliability Benchmark for Text-to-SQL Models with Diverse Unanswerable Questions,yes
Using Large Language Models for OntoClean-based Ontology Refinement,no
When LLM-based Code Generation Meets the Software Development Process,no
ARO: Large Language Model Supervised Robotics Text2Skill Autonomous Learning,yes
Computational Sentence-level Metrics Predicting Human Sentence Comprehension,no
AttentionStore: Cost-effective Attention Reuse across Multi-turn Conversations in Large Language Model Serving,no
The Frontier of Data Erasure: Machine Unlearning for Large Language Models,no
Leveraging Large Language Models for Preliminary Security Risk Analysis: A Mission-Critical Case Study,no
Ghost Sentence: A Tool for Everyday Users to Copyright Data from Large Language Models,no
LLMs Instruct LLMs:An Extraction and Editing Method,no
Towards a RAG-based Summarization Agent for the Electron-Ion Collider,no
Contact-aware Human Motion Generation from Textual Descriptions,no
FEEL: A Framework for Evaluating Emotional Support Capability with Large Language Models,no
SceneX:Procedural Controllable Large-scale Scene Generation via Large-language Models,no
MixRED: A Mix-lingual Relation Extraction Dataset,no
EAGLE: A Domain Generalization Framework for AI-generated Text Detection,no
AI for Biomedicine in the Era of Large Language Models,no
SRLM: Human-in-Loop Interactive Social Robot Navigation with Large Language Model and Deep Reinforcement Learning,no
Differentially Private Next-Token Prediction of Large Language Models,yes
Just another copy and paste? Comparing the security vulnerabilities of ChatGPT generated code and StackOverflow answers,yes
"Large language models for crowd decision making based on prompt design strategies using ChatGPT: models, analysis and challenges",yes
"Generative AI in Education: A Study of Educators' Awareness, Sentiments, and Influencing Factors",no
MedPromptX: Grounded Multimodal Prompting for Chest X-ray Diagnosis,no
Long-CLIP: Unlocking the Long-Text Capability of CLIP,yes
Can large language models explore in-context?,yes
LimGen: Probing the LLMs for Generating Suggestive Limitations of Research Papers,yes
Evaluating GPT-4 with Vision on Detection of Radiological Findings on Chest Radiographs,no
CoLLEGe: Concept Embedding Generation for Large Language Models,no
Selectively Informative Description can Reduce Undesired Embedding Entanglements in Text-to-Image Personalization,no
Sphere Neural-Networks for Rational Reasoning,no
Bioinformatics and Biomedical Informatics with ChatGPT: Year One Review,no
Event Temporal Relation Extraction based on Retrieval-Augmented on LLMs,no
Imagination Augmented Generation: Learning to Imagine Richer Context for Question Answering over Large Language Models,no
Comprehensive Reassessment of Large-Scale Evaluation Outcomes in LLMs: A Multifaceted Statistical Approach,no
FollowIR: Evaluating and Teaching Information Retrieval Models to Follow Instructions,no
An Exploratory Investigation into Code License Infringements in Large Language Model Training Datasets,no
Not All Attention is Needed: Parameter and Computation Efficient Transfer Learning for Multi-modal Large Language Models,no
InstaSynth: Opportunities and Challenges in Generating Synthetic Instagram Data with ChatGPT for Sponsored Content Detection,yes
MSCoTDet: Language-driven Multi-modal Fusion for Improved Multispectral Pedestrian Detection,yes
Investigating the Performance of Language Models for Completing Code in Functional Programming Languages: a Haskell Case Study,no
CACA Agent: Capability Collaboration based AI Agent,no
Text clustering with LLM embeddings,yes
Construction of a Japanese Financial Benchmark for Large Language Models,no
LLM2LLM: Boosting LLMs with Novel Iterative Data Enhancement,no
Magic for the Age of Quantized DNNs,yes
Risk and Response in Large Language Models: Evaluating Key Threat Categories,no
MasonTigers at SemEval-2024 Task 9: Solving Puzzles with an Ensemble of Chain-of-Thoughts,no
Comprehensive Evaluation and Insights into the Use of Large Language Models in the Automation of Behavior-Driven Development Acceptance Test Formulation,yes
Adapprox: Adaptive Approximation in Adam Optimization via Randomized Low-Rank Matrices,no
Evidence-Driven Retrieval Augmented Response Generation for Online Misinformation,no
On Zero-Shot Counterspeech Generation by LLMs,yes
AutoRE: Document-Level Relation Extraction with Large Language Models,yes
Evaluating the Performance of LLMs on Technical Language Processing tasks,no
VidLA: Video-Language Alignment at Scale,yes
Comparing Plausibility Estimates in Base and Instruction-Tuned Large Language Models,yes
The opportunities and risks of large language models in mental health,no
Can 3D Vision-Language Models Truly Understand Natural Language?,yes
VURF: A General-purpose Reasoning and Self-refinement Framework for Video Understanding,no
MathVerse: Does Your Multi-modal LLM Truly See the Diagrams in Visual Math Problems?,no
Language Repository for Long Video Understanding,yes
Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,no
RAmBLA: A Framework for Evaluating the Reliability of LLMs as Assistants in the Biomedical Domain,yes
A Chain-of-Thought Prompting Approach with LLMs for Evaluating Students' Formative Assessment Responses in Science,no
The Era of Semantic Decoding,no
EDT: Improving Large Language Models' Generation by Entropy-based Dynamic Temperature Sampling,no
Open Source Conversational LLMs do not know most Spanish words,yes
Detoxifying Large Language Models via Knowledge Editing,yes
ChatGPT Alternative Solutions: Large Language Models Survey,no
gTBLS: Generating Tables from Text by Conditional Question Answering,no
Locating and Mitigating Gender Bias in Large Language Models,no
Pensieve: Retrospect-then-Compare Mitigates Visual Hallucination,yes
Building Accurate Translation-Tailored LLMs with Language Aware Instruction Tuning,no
From Large to Tiny: Distilling and Refining Mathematical Expertise for Math Word Problems with Weakly Supervision,no
FIT-RAG: Black-Box RAG with Factual Information and Token Reduction,yes
"WikiFactDiff: A Large, Realistic, and Temporally Adaptable Dataset for Atomic Factual Knowledge Update in Causal Language Models",no
Less but Better: Enabling Generalized Zero-shot Learning Towards Unseen Domains by Intrinsic Learning from Redundant LLM Semantics,yes
Exploring the Potential of Large Language Models in Graph Generation,no
Beyond Surface Similarity: Detecting Subtle Semantic Shifts in Financial Narratives,yes
ChainLM: Empowering Large Language Models with Improved Chain-of-Thought Prompting,no
From Perils to Possibilities: Understanding how Human (and AI) Biases affect Online Fora,no
Multi-role Consensus through LLMs Discussions for Vulnerability Detection,no
LLM-based Extraction of Contradictions from Patents,yes
ERD: A Framework for Improving LLM Reasoning for Cognitive Distortion Classification,no
LayoutLLM: Large Language Model Instruction Tuning for Visually Rich Document Understanding,yes
Dermacen Analytica: A Novel Methodology Integrating Multi-Modal Large Language Models with Machine Learning in tele-dermatology,no
Reinforcement Learning from Reflective Feedback (RLRF): Aligning and Improving LLMs via Fine-Grained Self-Reflection,yes
PeerGPT: Probing the Roles of LLM-based Peer Agents as Team Moderators and Participants in Children's Collaborative Learning,no
Improving the Robustness of Large Language Models via Consistency Alignment,yes
Context Quality Matters in Training Fusion-in-Decoder for Extractive Open-Domain Question Answering,no
MMIDR: Teaching Large Language Model to Interpret Multimodal Misinformation via Knowledge Distillation,no
Deep Learning for Trajectory Data Management and Mining: A Survey and Beyond,yes
Empowering Segmentation Ability to Multi-modal Large Language Models,no
AI and Memory Wall,yes
Multi-Level Feedback Generation with Large Language Models for Empowering Novice Peer Counselors,no
From Handcrafted Features to LLMs: A Brief Survey for Machine Translation Quality Estimation,no
Benchmarking Chinese Commonsense Reasoning of LLMs: From Chinese-Specifics to Reasoning-Memorization Correlations,yes
"Antisocial Analagous Behavior, Alignment and Human Impact of Google AI Systems: Evaluating through the lens of modified Antisocial Behavior Criteria by Human Interaction, Independent LLM Analysis, and AI Self-Reflection",no
Can ChatGPT Detect DeepFakes? A Study of Using Multimodal Large Language Models for Media Forensics,yes
Protected group bias and stereotypes in Large Language Models,yes
LLMs as Writing Assistants: Exploring Perspectives on Sense of Ownership and Reasoning,no
Ink and Individuality: Crafting a Personalised Narrative in the Age of LLMs,yes
Reducing Large Language Model Bias with Emphasis on 'Restricted Industries': Automated Dataset Augmentation and Prejudice Quantification,no
Train & Constrain: Phonologically Informed Tongue-Twister Generation from Topics and Paraphrases,no
RAR: Retrieving And Ranking Augmented MLLMs for Visual Recognition,yes
Reverse Training to Nurse the Reversal Curse,yes
Bridge the Modality and Capacity Gaps in Vision-Language Model Selection,no
Chain-of-Interaction: Enhancing Large Language Models for Psychiatric Behavior Understanding by Dyadic Contexts,no
Information-Theoretic Distillation for Reference-less Summarization,yes
EthioLLM: Multilingual Large Language Models for Ethiopian Languages with Task Evaluation,yes
Large Language Models meet Network Slicing Management and Orchestration,no
RoleInteract: Evaluating the Social Interaction of Role-Playing Agents,no
Defending Against Indirect Prompt Injection Attacks With Spotlighting,yes
No more optimization rules: LLM-enabled policy-based multi-modal query optimizer,no
Teacher-Student Training for Debiasing: General Permutation Debiasing for Large Language Models,yes
CONLINE: Complex Code Generation and Refinement with Online Searching and Correctness Testing,no
