Title,Talks about LLMs,Rate,Evidence
REFLECT: Summarizing Robot Experiences for Failure Explanation and Correction,Yes.,1.,"""Recently, Large Language Models (LLMs) have demonstrated strong reasoning abilities on textual inputs. To leverage the power of LLMs for robot failure explanation, we introduce REFLECT, a framework which queries LLM for failure reasoning based on a hierarchical summary of robot past experiences generated from multisensory observations. The failure explanation can further guide a language-based planner to correct the failure and"
Exploring the Robustness of Large Language Models for Solving Programming Problems,Yes.,4.,"""However, the extent to which LLMs understand problem descriptions and generate programs accordingly or just retrieve source code from the most relevant problem in training data based on superficial cues has not been discovered yet... Our experimental results show that CodeGen and Codex are sensitive to the superficial modifications of problem descriptions and significantly impact code generation performance... This highlights the fact that slight modifications to the prompts given"
Language models are weak learners,Yes.,1.,The abstract discusses the use of large language models (LLMs) as weak learners in boosting algorithms and highlights their potential and performance in this context. It does not address any limitations of LLMs. The primary focus is on the positive aspects and applications of LLMs in machine learning pipelines.
Teaching Large Language Models to Self-Debug,Yes.,4.,"""Large language models (LLMs) have achieved impressive performance on code generation. However, for complex programming tasks, generating the correct solution in one go becomes challenging, thus some prior works have designed program repair approaches to improve code generation performance."""
Towards an Understanding and Explanation for Mixed-Initiative Artificial Scientific Text Detection,yes.,4.,"""Large language models (LLMs) have gained popularity in various fields for their exceptional capability of generating human-like text. Their potential misuse has raised social concerns about plagiarism in academic contexts. However, effective artificial scientific text detection is a non-trivial task due to several challenges, including 1) the lack of a clear understanding of the differences between machine-generated and human-written scientific text,"
On the Possibilities of AI-Generated Text Detection,Yes.,2.,"The abstract mentions the challenge of distinguishing AI-generated text from human-produced text, which can be considered a limitation of LLMs, but this is not the primary focus. The primary focus is on the detection methods and their efficacy. The abstract does not go into detailed discussion about the limitations of LLMs themselves."
Learnings from Data Integration for Augmented Language Models,Yes.,4.,"""One of the limitations of large language models is that they do not have access to up-to-date, proprietary or personal data."""
Graph-ToolFormer: To Empower LLMs with Graph Reasoning Ability via Prompt Augmented by ChatGPT,Yes.,5.,"""Currently, LLMs have achieved very impressive performance on various natural language learning tasks, extensions of which have also been applied to study the vision tasks with multi-modal data. However, when it comes to the graph learning tasks, existing LLMs present very serious flaws due to their several inherited weaknesses in performing {multi-step logic reasoning}, {precise mathematical calculation} and {per"
Towards Generating Functionally Correct Code Edits from Natural Language Issue Descriptions,Yes.,2.,"The abstract mentions that ""there is currently a lack of benchmark datasets for assessing the ability of LLMs to generate functionally correct code edits"" and provides empirical evaluation results, highlighting that even the best LLM-based technique achieves only 21.20% top-1 accuracy. However, the discussion of limitations is not the primary focus and is mentioned more in passing."
Revisiting Automated Prompting: Are We Actually Doing Better?,Yes.,3.,"""We find that automated prompting does not consistently outperform simple manual prompts. Our work suggests that, in addition to fine-tuning, manual prompts should be used as a baseline in this line of research."""
