Title,Talks about LLMs,Rate,Evidence
Aligning Large Language Models for Enhancing Psychiatric Interviews through Symptom Delineation and Summarization,Yes.,1.,"""Recent advancements in Large Language Models (LLMs) have accelerated their usage in various domains. Given the fact that psychiatric interviews are goal-oriented and structured dialogues between the professional interviewer and the interviewee, it is one of the most underexplored areas where LLMs can contribute substantial value. Here, we explore the use of LLMs for enhancing psychiatric interviews, by analyzing counseling"
PropTest: Automatic Property Testing for Improved Visual Programming,Yes.,1.,"The abstract mentions the use of Large Language Models (LLMs) and their application in visual programming and reasoning tasks. However, it does not discuss any limitations of LLMs. The focus is on the proposed method (PropTest) and its performance improvements."
LARA: Linguistic-Adaptive Retrieval-Augmented LLMs for Multi-Turn Intent Classification,Yes.,3.,"""Following the significant achievements of large language models (LLMs), researchers have employed in-context learning for text classification tasks. However, these studies focused on monolingual, single-turn classification tasks... Multi-turn intent classification is notably challenging due to the complexity and evolving nature of conversational contexts. LARA tackles these issues by combining a fine-tuned smaller model with a retrieval-augmented mechanism"
CodeS: Natural Language to Code Repository via Multi-Layer Sketch,yes.,1.,"The abstract mentions the ""impressive performance of large language models (LLMs) on code-related tasks"" but does not discuss any limitations of LLMs. The focus is on the introduction of the new task (NL2Repo) and the proposed framework (CodeS), along with its evaluation methods."
"Synthesize Step-by-Step: Tools, Templates and LLMs as Data Generators for Reasoning-Based Chart VQA",**Yes**.,**1**.,"""We leverage Large Language Models (LLMs), which have shown to have strong reasoning ability, as an automatic data annotator that generates question-answer annotations for chart images."" The abstract does not mention any limitations of LLMs; instead, it focuses on their strengths and how they are used to enhance chart VQA models."
ChatDBG: An AI-Powered Debugging Assistant,Yes.,1.,"The abstract mentions that ChatDBG ""integrates large language models (LLMs)"" to enhance debugging capabilities but does not discuss any limitations of the LLMs. There is no mention of the limitations or challenges associated with using LLMs in this context."
A Chain-of-Thought Prompting Approach with LLMs for Evaluating Students' Formative Assessment Responses in Science,Yes.,2.,"""A systematic analysis of our method's pros and cons sheds light on the potential for human-in-the-loop techniques to enhance automated grading for open-ended science assessments."""
Summing Up the Facts: Additive Mechanisms Behind Factual Recall in LLMs,Yes.,2.,"The abstract mentions the complexity behind factual recall in LLMs and the need for multiple mechanisms to retrieve facts accurately. However, it does not focus extensively on the limitations of LLMs but rather on the mechanisms behind their factual recall capabilities. The discussion of limitations is more of a secondary point."
CPSDBench: A Large Language Model Evaluation Benchmark and Baseline for Chinese Public Security Domain,Yes.,3.,"""Through the in-depth analysis and evaluation conducted in this research, we not only enhance our understanding of the performance strengths and limitations of existing models in addressing public security issues but also provide references for the future development of more accurate and customized LLM models targeted at applications in this field."""
GraphTranslator: Aligning Graph Model to Large Language Model for Open-ended Tasks,Yes.,3.,"""Although several methods applying LLMs to graphs have been proposed, they fail to simultaneously handle the pre-defined and open-ended tasks, with LLM as a node feature enhancer or as a standalone predictor."""
