Title,Talks about LLMs,Rate,Evidence
Conceptual structure coheres in human cognition but not in large language models,Yes.,5,"""Structures estimated from the LLM behavior, while individually fairly consistent with those estimated from human behavior, depend much more upon the particular task used to generate behavior responses–responses generated by the very same model in the three tasks yield estimates of conceptual structure that cohere less with one another than do human structure"
Towards LLM-driven Dialogue State Tracking,Yes.,5,"""Despite its impressive performance, ChatGPT has significant limitations including its closed-source nature, request restrictions, raising data privacy concerns, and lacking local deployment capabilities."""
We’re Afraid Language Models Aren’t Modeling Ambiguity,Yes.,5,"""We find that the task remains extremely challenging, including for GPT-4, whose generated disambiguations are considered correct only 32% of the time in crowdworker evaluation, compared to 90% for disambiguations in our dataset."""
"Reading Books is Great, But Not if You Are Driving! Visually Grounded Reasoning about Defeasible Commonsense Norms",Yes.,3,"""We find that state-of-the-art model judgments and explanations are not well-aligned with human annotation."""
Enhancing Uncertainty-Based Hallucination Detection with Stronger Focus,Yes.,5,"""However, LLMs are prone to hallucinate untruthful or nonsensical outputs that fail to meet user expectations in many real-world applications."""
Tree of Clarifications: Answering Ambiguous Questions with Retrieval-Augmented Large Language Models,Yes.,1,"""considering multiple dimensions of ambiguity and gathering corresponding knowledge remains a challenge."""
Large Language Models Can Self-Improve,Yes.,3,"""fine-tuning an LLM requires extensive supervision."""
CodeT5+: Open Code Large Language Models for Code Understanding and Generation,Yes.,5,"""However, existing code LLMs have two main limitations. First, they often adopt a specific architecture (encoder-only or decoder-only) or rely on a unified encoder-decoder network for different downstream tasks, lacking the flexibility to operate in the optimal architecture for a specific task. Secondly, they often employ a limited set of pretraining objectives which might not be relevant to some tasks and"
SeqXGPT: Sentence-Level AI-Generated Text Detection,Yes.,2,"""raising concerns about the abuse of LLMs"" and ""Current works only consider document-level AIGT detection."""
QTSumm: Query-Focused Summarization over Tabular Data,,,
Towards Robust Pruning: An Adaptive Knowledge-Retention Pruning Strategy for Language Models,Yes.,3,"""Despite this, existing methods struggle to enhance robustness against adversarial attacks when continually increasing model sparsity."""
Unveiling the Implicit Toxicity in Large Language Models,Yes.,5,"""We show that LLMs can generate diverse implicit toxic outputs that are exceptionally difficult to detect via simply zero-shot prompting,"" and ""Our findings suggest that LLMs pose a significant threat in generating undetectable implicit toxic outputs."""
Is ChatGPT a General-Purpose Natural Language Processing Task Solver?,Yes.,2,"""With extensive empirical studies, we demonstrate both the effectiveness and limitations of the current version of ChatGPT."""
ALCUNA: Large Language Models Meet New Knowledge,Yes.,5,"""We benchmark several LLMs, reveals that their performance in face of new knowledge is not satisfactory, particularly in reasoning between new and internal knowledge."""
Transcending Scaling Laws with 0.1% Extra Compute,Yes.,1,"""Scaling language models improves performance but comes with significant computational costs."""
CoAnnotating: Uncertainty-Guided Work Allocation between Human and Large Language Models for Data Annotation,Yes.,2,"""However, limited work has leveraged LLMs as complementary annotators, nor explored how annotation work is best allocated among humans and LLMs to achieve both quality and cost objectives."""
Robust Prompt Optimization for Large Language Models Against Distribution Shifts,Yes.,5,"""We reveal that these prompt optimization techniques are vulnerable to distribution shifts such as subpopulation shifts, which are common for LLMs in real-world scenarios such as customer reviews analysis."""
Increasing Coverage and Precision of Textual Information in Multilingual Knowledge Graphs,Yes.,3,"""demonstrate that state-of-the-art methods, namely, Machine Translation (MT), Web Search (WS), and Large Language Models (LLMs), struggle with this task."""
Interpreting Embedding Spaces by Conceptualization,Yes.,4,"""One major drawback of this type of representation is their incomprehensibility to humans."" and ""Understanding the embedding space is crucial for several important needs, including the need to debug the embedding method and compare it to alternatives, and the need to detect biases hidden in the model."""
Knowledge-Augmented Language Model Verification,Yes.,5,"""Yet, LMs often generate the factually incorrect responses to the given queries, since their knowledge may be inaccurate, incomplete, and outdated."" and ""the model may fail to retrieve the knowledge relevant to the given query, or the model may not faithfully reflect the retrieved knowledge in the generated text."""
Failures Pave the Way: Enhancing Large Language Models through Tuning-free Rule Accumulation,Yes.,5,"""However, due to their inability to capture relationships among samples, these frozen LLMs inevitably keep repeating similar mistakes."""
Active Instruction Tuning: Improving Cross-Task Generalization by Training on Prompt Sensitive Tasks,Yes.,1,"""Instruction tuning (IT) achieves impressive zero-shot generalization results by training large language models (LLMs) on a massive amount of diverse tasks with instructions."""
“Fifty Shades of Bias”: Normative Ratings of Gender Bias in GPT Generated English Text,Yes.,4,"""With LLMs increasingly gaining human-like fluency in text generation, gaining a nuanced understanding of the biases these systems can generate is imperative."""
ChatGPT to Replace Crowdsourcing of Paraphrases for Intent Classification: Higher Diversity and Comparable Model Robustness,Yes.,1,"""The emergence of generative large language models (LLMs) raises the question"
Democratizing Reasoning Ability: Tailored Learning from Large Language Model,Yes.,3,"""LLMs exhibit impressive emergent abilities in natural language processing, but their democratization is hindered due to huge computation requirements and closed-source nature."""
OpenAsp: A Benchmark for Multi-document Open Aspect-based Summarization,Yes.,1,"""we show that the realistic open-aspect setting realized in OpenAsp poses a challenge for current state-of-the-art summarization models, as well as for large language models."""
Self-Influence Guided Data Reweighting for Language Model Pre-training,Yes.,3,"""Once the pre-training corpus has been assembled, all data samples in the corpus are treated with equal importance during LM pre-training. However, due to varying levels of relevance and quality of data, equal importance to all the data samples may not be the optimal choice."""
TrueTeacher: Learning Factual Consistency Evaluation with Large Language Models,,,
Larger Probes Tell a Different Story: Extending Psycholinguistic Datasets Via In-Context Learning,Yes.,3,"""We evaluate 22 models on the extended datasets, seeing model performance dip 20-57% compared to the original smaller benchmarks."" and ""Finally, we observe that while GPT3 has generated all the examples in ROLE-1500 is only able to solve 24.6% of them during probing."""
MAGNIFICo: Evaluating the In-Context Learning Ability of Large Language Models to Generalize to Novel Interpretations,Yes.,4,"""LLMs have a knowledge cutoff and are costly to finetune repeatedly"" and ""our findings also highlight the need for further improvements, particularly when interpreting unfamiliar words or when composing multiple novel interpretations simultaneously in the same example."""
Generating and Evaluating Tests for K-12 Students with Language Model Simulations: A Case Study on Sentence Reading Efficiency,Yes.,1,"""To generate high-quality parallel tests, we propose to fine-tune large language models (LLMs) to simulate how previous students would have responded to unseen items."""
Counter Turing Test (CT2): AI-Generated Text Detection is Not as Easy as You May Think - Introducing AI Detectability Index (ADI),Yes.,3,"""Our empirical findings unequivocally highlight the fragility of the proposed AGTD methods under scrutiny."""
Instructed Language Models with Retrievers Are Powerful Entity Linkers,Yes.,5,"""the generative nature still makes the generated content suffer from hallucinations, thus unsuitable for entity-centric tasks like entity linking (EL) requiring precise entity predictions over a large knowledge base."" and ""the EL task remains a persistent hurdle for general LLMs."""
Does the Correctness of Factual Knowledge Matter for Factual Knowledge-Enhanced Pre-trained Language Models?,Yes.,5,"""Surprisingly, throughout our experiments, we find that although the knowledge seems to be successfully injected, the correctness of injected knowledge only has a very limited effect on the models’ downstream performance. This finding strongly challenges previous assumptions that the injected factual knowledge is the key for language models to achieve performance improvements on downstream tasks in pretrain-finetune paradigm."""
"The Past, Present and Better Future of Feedback Learning in Large Language Models for Subjective Human Preferences and Values",Yes.,4,"""it is unclear how to collect and incorporate feedback in a way that is efficient, effective and unbiased, especially for highly subjective human preferences and values"" and ""we encourage a better future of feedback learning in LLMs by raising five unresolved conceptual and practical challenges."""
TempTabQA: Temporal Question Answering for Semi-Structured Tables,,,
Task-Level Thinking Steps Help Large Language Models for Challenging Classification Task,Yes.,3,"""the distribution of demonstrations can severely affect the performance, especially for challenging classification tasks."""
G-Eval: NLG Evaluation using Gpt-4 with Better Human Alignment,Yes.,3,"""these LLM-based evaluators still have lower human correspondence than medium-size neural evaluators"" and ""highlight the potential concern of LLM-based evaluators having a bias towards the LLM-generated texts."""
"The Troubling Emergence of Hallucination in Large Language Models - An Extensive Definition, Quantification, and Prescriptive Remediations",Yes.,5,"""the issue of hallucination has parallelly emerged as a by-product, posing significant concerns"" and ""we propose two solution strategies for mitigating hallucinations."""
Improving Summarization with Human Edits,Yes.,1,"""Existing works use human feedback to train large language models (LLMs) in general domain abstractive summarization and have obtained summary quality exceeding traditional likelihood training."""
The Skipped Beat: A Study of Sociopragmatic Understanding in LLMs for 64 Languages,Yes.,5,"""Our comprehensive analysis reveals that existing open-source instruction tuned LLMs still struggle to understand SM across various languages, performing close to a random baseline in some cases. We also find that although ChatGPT outperforms many LLMs, it still falls behind task-specific finetuned models with a gap of 12.19 SPARROW score."""
Understanding the Effect of Model Compression on Social Bias in Large Language Models,Yes.,4,"""Large Language Models (LLMs) trained with self-supervision on vast corpora of web text fit to the social biases of that text. Without intervention, these social biases persist in the model’s predictions in downstream tasks, leading to representational harm."""
BioPlanner: Automatic Evaluation of LLMs on Protocol Planning in Biology,Yes.,,
Cross-lingual Prompting: Improving Zero-shot Chain-of-Thought Reasoning across Languages,Yes.,3,"""Despite the success of zero-shot CoT, the existing zero-shot prompting techniques remain limited to a single language, making it challenging to generalize to other languages and hindering global development."""
FinGPT: Large Generative Models for a Small Language,Yes.,3,"""LLM work tends to focus on languages where nearly unlimited data is available for pretraining."""
"Plan, Verify and Switch: Integrated Reasoning with Diverse X-of-Thoughts",Yes.,1,"""As large language models (LLMs) have shown effectiveness with different prompting methods, such as Chain of Thought, Program of Thought, we find that these methods have formed a great complementarity to each other on math reasoning tasks."""
Critic-Driven Decoding for Mitigating Hallucinations in Data-to-text Generation,Yes.,5,"""Hallucination of text ungrounded in the input is a well-known problem in neural data-to-text generation."""
Can Language Models Laugh at YouTube Short-form Videos?,Yes.,1,"""we develop a zero-shot video-to-text prompting to maximize video humor understanding of large language models (LLMs)."""
API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Yes.,4,"""However, three pivotal questions remain unanswered"
Lion: Adversarial Distillation of Proprietary Large Language Models,,,
Evaluating Large Language Models on Controlled Generation Tasks,Yes.,5,"""large language models struggle at meeting fine-grained hard constraints."""
"DeSIQ: Towards an Unbiased, Challenging Benchmark for Social Intelligence Understanding",Yes.,3,"""Our analysis reveals that Social-IQ contains substantial biases, which can be exploited by a moderately strong language model to learn spurious correlations to achieve perfect performance without being given the context or even the question."""
"Why LLMs Hallucinate, and How to Get (Evidential) Closure: Perceptual, Intensional, and Extensional Learning for Faithful Natural Language Generation",,,
Can LLMs Facilitate Interpretation of Pre-trained Language Models?,Yes.,3,"""Work done to uncover the knowledge encoded within pre-trained language models rely on annotated corpora or human-in-the-loop methods. However, these approaches are limited in terms of scalability and the scope of interpretation."""
Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,Yes.,5,"""We find that models can largely recover from syntactic-style shifts, but cannot recover from vocabulary misalignment and embedding matrix re-initialization, even with continued pretraining on 15 million tokens."""
Knowledge Rumination for Pre-trained Language Models,Yes.,3,"""vanilla pre-trained language models (PLMs) lack the capacity to handle knowledge-intensive NLP tasks alone"" and ""PLMs may have already encoded rich knowledge in their pre-trained parameters but fails to fully utilize them when applying to knowledge-intensive tasks."""
Struct-XLM: A Structure Discovery Multilingual Language Model for Enhancing Cross-lingual Transfer through Reinforcement Learning,Yes.,1,"""limited researches utilize it for aligning representation in multilingual pre-trained language models (PLMs)."""
Dancing Between Success and Failure: Edit-level Simplification Evaluation using SALSA,Yes.,3,"""current human evaluation methods fail to provide a clear understanding of systems’ specific strengths and weaknesses"" and ""GPT-3.5 performs more quality edits than humans, but still exhibits frequent errors."""
GPT-RE: In-context Learning for Relation Extraction using Large Language Models,,,
INFORM : Information eNtropy based multi-step reasoning FOR large language Models,Yes.,3,"""the effectiveness of CoT prompts may fluctuate dramatically with different choices of in-context examples. Additionally, manual construction of rationale steps can be time-consuming, presenting challenges for the widespread adoption of CoT prompting."""
Adaptive Gating in Mixture-of-Experts based Language Models,Yes.,2,"""Little is discussed in prior research on the trade-off between computation per token and model performance."""
On the Automatic Generation and Simplification of Children’s Stories,Yes.,3,"""We find that, in spite of the growing capabilities of LLMs, they do not yet possess the ability to limit their vocabulary to levels appropriate for younger age groups."""
The Curious Case of Hallucinatory (Un)answerability: Finding Truths in the Hidden States of Over-Confident Large Language Models,Yes.,5,"""A primary issue arising in this context is the management of (un)answerable queries by LLMs, which often results in hallucinatory behavior due to overconfidence."""
Small Language Models Fine-tuned to Coordinate Larger Language Models improve Complex Reasoning,,,
ReasoningLM: Enabling Structural Subgraph Reasoning in Pre-trained Language Models for Question Answering over Knowledge Graph,Yes.,1,"""Despite the effectiveness, due to the divergence in model architecture, the PLM and GNN are not closely integrated, limiting the knowledge sharing and fine-grained feature interactions."""
Deep Natural Language Feature Learning for Interpretable Prediction,,,
ROBBIE: Robust Bias Evaluation of Large Generative Language Models,Yes.,4,"""we must develop comprehensive enough tools to measure and improve their fairness,"" and ""testing LLMs on more datasets can potentially help us characterize their biases more fully,"" and ""we explore the frequency of demographic terms in common LLM pre-training corpora and how this may relate to model biases."""
Adapting Language Models to Compress Contexts,Yes.,5,"""Transformer-based language models (LMs) are powerful and widely-applicable tools, but their usefulness is constrained by a finite context window and the expensive computational cost of processing long text documents."""
COVID-19 Vaccine Misinformation in Middle Income Countries,Yes.,1,"""we adopt two approaches for developing COVID-19 vaccine misinformation detection models"
Contrastive Learning of Sentence Embeddings from Scratch,Yes.,1,"""we explore utilizing large language models to synthesize the required data samples for contrastive learning."""
DisCo: Distilled Student Models Co-training for Semi-supervised Text Mining,Yes.,3,"""a significant challenge that arises nowadays is how to maintain performance when we use a lightweight model with limited labeled samples."""
Dynosaur: A Dynamic Growth Paradigm for Instruction-Tuning Data Curation,Yes.,1,"""Existing methods either manually annotate or employ LLM (e.g., GPT-series) to generate data for instruction tuning."""
Sparse Low-rank Adaptation of Pre-trained Language Models,Yes.,1,"""Fine-tuning pre-trained large language models in a parameter-efficient manner is widely studied for its effectiveness and efficiency."""
The Art of SOCRATIC QUESTIONING: Recursive Thinking with Large Language Models,Yes.,3,"""CoT heavily relies on the initial decisions, causing errors in early steps to accumulate and impact the final answers."""
MEGA: Multilingual Evaluation of Generative AI,Yes.,3,"""We present a thorough analysis of the performance of models across languages and tasks and discuss challenges in improving the performance of generative LLMs on low-resource languages."""
Large Language Models are Temporal and Causal Reasoners for Video Question Answering,Yes.,5,"""However, such priors often cause suboptimal results on VideoQA by leading the model to over-rely on questions, i.e., linguistic bias, while ignoring visual content. This is also known as ‘ungrounded guesses’ or ‘hallucinations’."""
Prompting Large Language Models with Chain-of-Thought for Few-Shot Knowledge Base Question Generation,Yes.,1,"""The emergence of Large Language Models (LLMs) has shown their impressive generalization ability in few-shot tasks."""
TrojanSQL: SQL Injection against Natural Language Interface to Database,Yes.,4,"""Experimental results demonstrate that both medium-sized models based on fine-tuning and LLM-based parsers using prompting techniques are vulnerable to this type of attack, with attack success rates as high as 99% and 89%, respectively."""
Preserving Privacy Through Dememorization: An Unlearning Technique For Mitigating Memorization Risks In Language Models,Yes.,5,"""LLMs have shown the ability to memorize and reproduce portions of their training data when prompted by adversaries. Prior research has focused on addressing this memorization issue and preventing verbatim replication through techniques like knowledge unlearning and data pre-processing. However, these methods have limitations regarding the number of protected samples, limited privacy types, and potentially lower-quality generative models."""
Meta-Learning Online Adaptation of Language Models,Yes.,5,"""the knowledge in static language models falls out of date, limiting the model’s effective 'shelf life.' While online fine-tuning can reduce this degradation, we find that naively fine-tuning on a stream of documents leads to a low level of information uptake."""
Noisy Exemplars Make Large Language Models More Robust: A Domain-Agnostic Behavioral Analysis,Yes.,5,"""we find that models are more sensitive to certain perturbations such as replacing words with their synonyms."""
Can Large Language Models Capture Dissenting Human Voices?,Yes.,5,"""we show LLMs exhibit limited ability in solving NLI tasks and simultaneously fail to capture human disagreement distribution. The inference and human alignment performances plunge even further on data samples with high human disagreement levels, raising concerns about their natural language understanding (NLU) ability and their representativeness to a larger human population."""
DecoMT: Decomposed Prompting for Machine Translation Between Related Languages using Large Language Models,Yes.,1,The abstract discusses the use of large language models for machine translation but does not mention any explicit limitations of the models.
Well Begun is Half Done: Generator-agnostic Knowledge Pre-Selection for Knowledge-Grounded Dialogue,Yes.,1,"""knowledge selection before generation is a lightweight yet effective way to facilitate LLMs (e.g., ChatGPT) to generate more informative responses."""
Merging Generated and Retrieved Knowledge for Open-Domain QA,Yes.,4,"""retrieving passages from a given source is known to suffer from insufficient knowledge coverage"" and ""LLMs tend to 'hallucinate' content that conflicts with the retrieved knowledge."""
A Cheaper and Better Diffusion Language Model with Soft-Masked Noise,Yes.,3,"""existing diffusion models still have some limitations in modeling discrete data, e.g., languages. For example, the generally used Gaussian noise can not handle the discrete corruption well, and the objectives in continuous spaces fail to be stable for textual data in the diffusion process especially when the dimension is high."""
Cognitive Dissonance: Why Do Language Model Outputs Disagree with Internal Representations of Truthfulness?,Yes.,3,"""Past work has found that these two procedures sometimes disagree, and that probes tend to be more accurate than LM outputs."""
Can We Edit Factual Knowledge by In-Context Learning?,Yes.,3,"""However, the stored knowledge could be false or outdated."""
Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs Through a Global Prompt Hacking Competition,Yes.,5,"""These deployments are increasingly plagued by prompt injection and jailbreaking (collectively, prompt hacking), in which models are manipulated to ignore their original instructions and instead follow potentially malicious ones."""
Localizing Active Objects from Egocentric Vision with Symbolic World Knowledge,Yes.,1,"""We leverage large language models (LLMs) to extract the aforementioned action-object knowledge."""
Prompting is not a substitute for probability measurements in large language models,Yes.,5,"""Broadly, we find that LLMs’ metalinguistic judgments are inferior to quantities directly derived from representations. Furthermore, consistency gets worse as the prompt query diverges from direct measurements of next-word probabilities."""
LINC: A Neurosymbolic Approach for Logical Reasoning by Combining Language Models with First-Order Logic Provers,Yes.,3,"""While many prompting-based strategies have been proposed to enable Large Language Models (LLMs) to do such reasoning more effectively, they still appear unsatisfactory, often failing in subtle and unpredictable ways."""
LLM-Adapters: An Adapter Family for Parameter-Efficient Fine-Tuning of Large Language Models,Yes.,1,"""The success of large language models (LLMs), like GPT-4 and ChatGPT, has led to the development of numerous cost-effective and accessible alternatives that are created by finetuning open-access LLMs with task-specific data (e.g., ChatDoctor) or"
PromptMix: A Class Boundary Augmentation Method for Large Language Model Distillation,,,
QUDeval: The Evaluation of Questions Under Discussion Discourse Parsing,Yes.,3,"""Using QUDeval, we show that satisfying all constraints of QUD is still challenging for modern LLMs, and that existing evaluation metrics poorly approximate parser quality."""
PRCA: Fitting Black-Box Large Language Models for Retrieval Question Answering via Pluggable Reward-Driven Contextual Adapter,Yes.,2,"""they are typically too large to be fine-tuned with budget constraints while some of them are only accessible via APIs."""
Exploring Chain of Thought Style Prompting for Text-to-SQL,Yes.,3,"""However, its performance on text-to-SQL parsing still has much room for improvement."" and ""using detailed reasoning steps tends to have more error propagation issues."""
Harnessing Black-Box Control to Boost Commonsense in LM’s Generation,Yes.,3,"""a crucial issue persists"
Just Ask for Calibration: Strategies for Eliciting Calibrated Confidence Scores from Language Models Fine-Tuned with Human Feedback,,,
"The Effect of Scaling, Retrieval Augmentation and Form on the Factual Consistency of Language Models",Yes.,5,"""Large Language Models (LLMs) make natural interfaces to factual knowledge, but their usefulness is limited by their tendency to deliver inconsistent answers to semantically equivalent questions."""
Semi-automatic Data Enhancement for Document-Level Relation Extraction with Distant Supervision from Large Language Models,Yes.,3,"""vanilla in-context learning is infeasible for DocRE due to the plenty of predefined fine-grained relation types and the uncontrolled generations of LLMs."""
Dialogue Chain-of-Thought Distillation for Commonsense-aware Conversational Agents,Yes.,3,"""Even for large language models (LLMs), the task of identifying and aggregating key evidence within a single hop presents a substantial challenge."""
C-STS: Conditional Semantic Textual Similarity,,,
HyperRouter: Towards Efficient Training and Inference of Sparse Mixture of Experts,Yes.,5,"""However, this strategy has two key limitations"
"Fine-tuned LLMs Know More, Hallucinate Less with Few-Shot Sequence-to-Sequence Semantic Parsing over Wikidata",Yes.,5,"""While large language models (LLMs) can answer many questions correctly, they can also hallucinate and give wrong answers."""
ZEROTOP: Zero-Shot Task-Oriented Semantic Parsing using Large Language Models,Yes.,3,"""LLMs are generally trained on publicly available text and code and cannot be expected to directly generalize to domain-specific parsing tasks in a zero-shot setting."" and ""We observe that current LLMs fail to detect unanswerable questions; and as a result, cannot handle questions corresponding to missing slots."""
Ditto: A Simple and Efficient Approach to Improve Sentence Embeddings,Yes.,3,"""Our analysis reveals that the sentence embeddings from BERT suffer from a bias towards uninformative words, limiting the performance in semantic textual similarity (STS) tasks."""
INSTRUCTSCORE: Towards Explainable Text Generation Evaluation with Automatic Feedback,Yes.,2,"""Although recent learned metrics show high correlation with human judgement, these metrics do not provide explicit explanation of their verdict, nor associate the scores with defects in the generated text."""
Towards Interpretable Mental Health Analysis with Large Language Models,Yes.,3,"""However, existing relevant studies bear several limitations, including inadequate evaluations, lack of prompting strategies, and ignorance of exploring LLMs for explainability."""
Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators,Yes.,4,"""community concerns abound regarding the factuality and potential implications of using this uncensored knowledge"" and ""Surprisingly, our study reveals that the factuality of generated knowledge, even if lower, does not significantly hinder downstream tasks."""
Compressing Context to Enhance Inference Efficiency of Large Language Models,Yes.,5,"""However, they face challenges in managing long documents and extended conversations, due to significantly increased computational requirements, both in memory and inference time, and potential context truncation when the input exceeds the LLM’s fixed context length."""
MoT: Memory-of-Thought Enables ChatGPT to Self-Improve,Yes.,3,"""However, fundamentally improving them depends on high-quality datasets or computationally expensive fine-tuning."""
Can You Follow Me? Testing Situational Understanding for ChatGPT,Yes.,5,"""Previous works have identified certain SU limitations in non-chatbot Large Language models (LLMs),"" and ""find that despite the fundamental simplicity of the task, the model’s performance reflects an inability to retain correct environment states across time,"" and ""performance degradation is largely because ChatGPT has non-persistent in-context memory (although it can access the full dialogue history) and it is susceptible to"
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Yes.,2,"""Next, we explore generalization, revealing that GPT-4 and RoBERTa-large exhibit differences in failure modes."""
HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Yes.,5,"""Large language models (LLMs), such as ChatGPT, are prone to generate hallucinations, i.e., content that conflicts with the source or cannot be verified by the factual knowledge."" and ""Moreover, existing LLMs face great challenges in recognizing the hallucinations in texts."""
Enabling Large Language Models to Generate Text with Citations,Yes.,5,"""their generated outputs are prone to hallucination"" and ""current systems have considerable room for improvement—For example, on the ELI5 dataset, even the best models lack complete citation support 50% of the time."""
Counting the Bugs in ChatGPT’s Wugs: A Multilingual Investigation into the Morphological Capabilities of a Large Language Model,Yes.,5,"""We find that ChatGPT massively underperforms purpose-built systems, particularly in English. Overall, our results—through the lens of morphology—cast a new light on the linguistic capabilities of ChatGPT, suggesting that claims of human-like language skills are premature and misleading."""
Adapt in Contexts: Retrieval-Augmented Domain Adaptation via In-Context Learning,Yes.,3,"""LLMs are still facing challenges in long-tail knowledge in unseen and unfamiliar domains."""
MAF: Multi-Aspect Feedback for Improving Reasoning in Large Language Models,Yes.,5,"""However, when it comes to natural language reasoning, LMs still face challenges such as hallucination, generating incorrect intermediate reasoning steps, and making mathematical errors."""
Personalized Distillation: Empowering Open-Sourced LLMs with Adaptive Learning for Code Generation,Yes.,1,"""Previous distillation methods usually prompt ChatGPT to generate a set of instructions and answers, for the student model to learn. However, such standard distillation approach neglects the merits and conditions of the student model."""
Do Language Models Have a Common Sense regarding Time? Revisiting Temporal Commonsense Reasoning in the Era of Large Language Models,Yes.,5,"""Our findings reveal a nuanced depiction of the capabilities and limitations of the models within temporal reasoning, offering a comprehensive reference for future research in this pivotal domain."""
Evaluation of African American Language Bias in Natural Language Generation,Yes.,4,"""We present evidence of dialectal bias for six pre-trained LLMs through performance gaps on these tasks."""
EtiCor: Corpus for Analyzing LLMs for Etiquettes,Yes.,2,"""Initial results indicate that LLMs, mostly fail to understand etiquettes from regions from non-Western world."""
An Investigation of LLMs’ Inefficacy in Understanding Converse Relations,Yes.,5,"""The results suggest that LLMs often resort to shortcut learning and still face challenges on our proposed benchmark."""
ZGUL: Zero-shot Generalization to Unseen Languages using Multi-source Ensembling of Language Adapters,Yes.,1,"""Training target LA requires unlabeled data, which may not be readily available for low resource *unseen* languages"
Log-FGAER: Logic-Guided Fine-Grained Address Entity Recognition from Multi-Turn Spoken Dialogue,Yes.,1,"""we provide an ontology-based data augmentation methodology that employs ChatGPT to augment a spoken dialogue dataset with labeled address entities."""
Unified Low-Resource Sequence Labeling by Sample-Aware Dynamic Sparse Finetuning,Yes.,3,"""this requires formatting them into specialized augmented format unknown to the base pretrained language model (PLMs) necessitating finetuning to the target format. This significantly bounds its usefulness in data-limited settings where finetuning large models cannot properly generalize to the target format."""
Benchmarking and Improving Text-to-SQL Generation under Ambiguity,Yes.,3,"""We evaluate several Text-to-SQL systems and decoding algorithms, including those employing state-of-the-art LLMs, and find them to be far from this ideal."""
Prompt-Based Monte-Carlo Tree Search for Goal-oriented Dialogue Policy Planning,Yes.,1,"""GDP-Zero prompts a large language model to act as a policy prior, value function, user simulator, and system model during the tree search."""
