Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase
arxiv2024,What's in a Name? Auditing Large Language Models for Race and Gender Bias,Yes.,5,"""We employ an audit design to investigate biases in state-of-the-art large language models, including GPT-4."" and ""We find that the advice systematically disadvantages names that are commonly associated with racial minorities and women."" and ""Our findings underscore the importance of conducting audits at the point of LLM deployment and implementation to mitigate their potential for harm against marginalized communities.""",2024,2024-02-21T18:25:25Z,"Keyphrase: ""Bias in LLMs"""
arxiv2024,Large Language Models are Vulnerable to Bait-and-Switch Attacks for Generating Harmful Content,Yes.,5,"""The alarming efficacy of this approach in generating toxic content highlights a significant challenge in developing reliable safety guardrails for LLMs.""",2024,2024-02-21T16:46:36Z,"Keyphrase: ""Generating toxic content"""
arxiv2024,SYNFAC-EDIT: Synthetic Imitation Edit Feedback for Factual Alignment in Clinical Summarization,Yes.,4,"""Large Language Models (LLMs) such as GPT and Llama have demonstrated significant achievements in summarization tasks but struggle with factual inaccuracies, a critical issue in clinical NLP applications where errors could lead to serious consequences.""",2024,2024-02-21T16:33:22Z,"Keyphrase: ""Factual inaccuracy"""
arxiv2024,Beyond Probabilities: Unveiling the Misalignment in Evaluating Large Language Models,Yes.,5,"""This study aims to scrutinize the validity of such probability-based evaluation methods within the context of using LLMs for Multiple Choice Questions (MCQs), highlighting their inherent limitations."" and ""We illustrate that these probability-based approaches do not effectively correspond with generative predictions.""",2024,2024-02-21T15:58:37Z,"Keyphrase: ""Limitation in probability-based evaluation"""
arxiv2024,Semantic Mirror Jailbreak: Genetic Algorithm Based Jailbreak Prompts Against Open-source LLMs,Yes.,5,"""Large Language Models (LLMs)... are vulnerable to jailbreak attacks, where crafted prompts induce harmful outputs."" and ""existing jailbreak prompt designs generally suffer from excessive semantic differences, resulting in an inability to resist defenses that use simple semantic metrics as thresholds.""",2024,2024-02-21T15:13:50Z,"Keyphrase: ""Vulnerability to jailbreak attacks"""
arxiv2024,Beyond Hate Speech: NLP's Challenges and Opportunities in Uncovering Dehumanizing Language,Yes.,4,"""Our findings reveal that while these models demonstrate potential, achieving a 70% accuracy rate in distinguishing dehumanizing language from broader hate speech, they also display biases. They are over-sensitive in classifying other forms of hate speech as dehumanization for a specific subset of target groups, while more frequently failing to identify clear cases of dehumanization for other target groups.""",2024,2024-02-21T13:57:36Z,"Keyphrase: ""Bias in hate speech classification"""
arxiv2024,Factual Consistency Evaluation of Summarisation in the Era of Large Language Models,Yes.,4,"""Our findings reveal that despite proprietary models prevailing on the task, open-source LLMs lag behind."" and ""Experiments on TreatFact suggest that both previous methods and LLM-based evaluators are unable to capture factual inconsistencies in clinical summaries, posing a new challenge for FC evaluation.""",2024,2024-02-21T12:35:19Z,"Keyphrase: ""Inability to capture factual inconsistency"""
arxiv2024,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,Yes.,5,"""due to high fine-tuning costs, scarcity of long texts, and catastrophic values introduced by new token positions, current extended context windows are limited to around 128k tokens.""",2024,2024-02-21T12:30:33Z,"Keyphrase: ""Limited context window"""
arxiv2024,$\infty$Bench: Extending Long Context Evaluation Beyond 100K Tokens,Yes.,5,"""The results indicate that existing long context LLMs still require significant advancements to effectively process 100K+ context.""",2024,2024-02-21T11:30:29Z,"Keyphrase: ""Limitation in processing long contexts"""
arxiv2024,SaGE: Evaluating Moral Consistency in Large Language Models,Yes.,5,"""we show that even state-of-the-art LLMs are morally inconsistent in their generations, questioning their reliability (and trustworthiness in general)."" and ""Our results reveal that task-accuracy and consistency are independent problems, and there is a dire need to investigate these issues further.""",2024,2024-02-21T11:23:21Z,"Keyphrase: ""Morally inconsistent generation"""
arxiv2024,CODIS: Benchmarking Context-Dependent Visual Comprehension for Multimodal Large Language Models,Yes.,5,"""Our findings indicate that MLLMs consistently fall short of human performance on this benchmark. Further analysis confirms that these models struggle to effectively extract and utilize contextual information to improve their understanding of images.""",2024,2024-02-21T08:21:12Z,"Keyphrase: ""Struggle with contextual information"""
arxiv2024,A Comprehensive Study of Multilingual Confidence Estimation on Large Language Models,Yes.,5,"""The tendency of Large Language Models to generate hallucinations and exhibit overconfidence in predictions raises concerns regarding their reliability.""",2024,2024-02-21T08:20:06Z,"Keyphrase: ""Overconfidence in predictions"""
arxiv2024,Are LLMs Effective Negotiators? Systematic Evaluation of the Multifaceted Capabilities of LLMs in Negotiation Dialogues,Yes.,5,"""Our analysis adds to the increasing evidence for the superiority of GPT-4 across various tasks while also providing insights into specific tasks that remain difficult for LLMs. For instance, the models correlate poorly with human players when making subjective assessments about the negotiation dialogues and often struggle to generate responses that are contextually appropriate as well as strategically advantageous.""",2024,2024-02-21T06:11:03Z,"Keyphrase: ""Poor correlation with human judgment"""
arxiv2024,LLMs Meet Long Video: Advancing Long Video Comprehension with An Interactive Visual Adapter in LLMs,Yes.,5,"""this approach incurs high computational costs due to the extensive array of video tokens, experiences reduced visual clarity as a consequence of token aggregation, and confronts challenges arising from irrelevant visual tokens while answering video-related questions.""",2024,2024-02-21T05:56:52Z,"Keyphrase: ""High computational cost and visual token aggregation challenges"""
arxiv2024,FinGPT-HPC: Efficient Pretraining and Finetuning Large Language Models for Financial Applications with High-Performance Computing,Yes.,5,"""Large language models (LLMs) are computationally intensive. The computation workload and the memory footprint grow quadratically with the dimension (layer width). Most of LLMs' parameters come from the linear layers of the transformer structure and are highly redundant. These linear layers contribute more than 80% of the computation workload and 99% of the model size. To pretrain and",2024,2024-02-21T05:03:17Z,"Keyphrase: ""High computational demands"""
arxiv2024,RITFIS: Robust input testing framework for LLMs-based intelligent software,Yes.,4,"""existing methods generally have limitations, especially when dealing with lengthy texts and structurally complex threat models.""",2024,2024-02-21T04:00:54Z,"Keyphrase: ""Challenges with lengthy and complex text"""
arxiv2024,Round Trip Translation Defence against Large Language Model Jailbreaking Attacks,Yes.,4,"""Large language models (LLMs) are susceptible to social-engineered attacks that are human-interpretable but require a high level of comprehension for LLMs to counteract. Existing defensive measures can only mitigate less than half of these attacks at most.""",2024,2024-02-21T03:59:52Z,"Keyphrase: ""Susceptible to social engineering attacks"""
arxiv2024,From Self-Attention to Markov Models: Unveiling the Dynamics of Generative Transformers,Yes.,5,"""This provides a mathematical explanation to the tendency of modern LLMs to generate repetitive text.""",2024,2024-02-21T03:51:34Z,"Keyphrase: ""Repetitive text generation"""
arxiv2024,Retrieval Helps or Hurts? A Deeper Dive into the Efficacy of Retrieval Augmentation to Language Models,Yes.,5,"""While large language models (LMs) demonstrate remarkable performance, they encounter challenges in providing accurate responses when queried for information beyond their pre-trained memorization."" and ""our extensive experiments with diverse LMs and retrievers reveal when retrieval does not consistently enhance LMs from the viewpoints of fact-centric popularity.""",2024,2024-02-21T03:05:50Z,"Keyphrase: ""Limited factual accuracy in responses"""
arxiv2024,Retrieval-Augmented Data Augmentation for Low-Resource Domain Tasks,Yes.,4,"""Despite large successes of recent language models on diverse tasks, they suffer from severe performance degeneration in low-resource settings with limited training data available.""",2024,2024-02-21T02:45:46Z,"Keyphrase: ""Performance degeneration in low-resource settings"""
arxiv2024,RefuteBench: Evaluating Refuting Instruction-Following for Large Language Models,Yes.,5,"""We conduct evaluations on numerous LLMs and find that LLMs are stubborn, i.e. exhibit inclination to their internal knowledge, often failing to comply with user feedback. Additionally, as the length of the conversation increases, models gradually forget the user's stated feedback and roll back to their own responses.""",2024,2024-02-21T01:39:56Z,"Keyphrase: ""Stubbornness and forgetfulness"""
arxiv2024,Potential and Challenges of Model Editing for Social Debiasing,Yes.,5,"""Large language models (LLMs) trained on vast corpora suffer from inevitable stereotype biases."" and ""Our findings in three scenarios reveal both the potential and challenges of debias editing",2024,2024-02-21T01:35:26Z,"Keyphrase: ""Inevitable stereotype bias"""
arxiv2024,Learning to Poison Large Language Models During Instruction Tuning,Yes.,5,"""Despite their advancements, LLMs face vulnerabilities to data poisoning attacks, where adversaries insert backdoor triggers into training data to manipulate outputs for malicious purposes.""",2024,2024-02-21T01:30:03Z,"Keyphrase: ""Vulnerability to data poisoning attacks"""
arxiv2024,LLM Jailbreak Attack versus Defense Techniques -- A Comprehensive Study,Yes.,5,"""the phenomenon of 'jailbreaking', where carefully crafted prompts elicit harmful responses from models, persists as a significant challenge.""",2024,2024-02-21T01:26:39Z,"Keyphrase: ""Harmful responses"""
arxiv2024,CAMELoT: Towards Large Language Models with Training-Free Consolidated Associative Memory,Yes.,5,"""Large Language Models (LLMs) struggle to handle long input sequences due to high memory and runtime costs.""",2024,2024-02-21T01:00:17Z,"Keyphrase: ""Struggles with long input sequences"""
arxiv2024,Large Language Models for Data Annotation: A Survey,Yes.,4,"""Furthermore, the paper includes an in-depth taxonomy of methodologies employing LLMs for data annotation, a comprehensive review of learning strategies for models incorporating LLM-generated annotations, and a detailed discussion on primary challenges and limitations associated with using LLMs for data annotation.""",2024,2024-02-21T00:44:04Z,"Keyphrase: ""Challenges with LLM data annotation"""
arxiv2024,The Wolf Within: Covert Injection of Malice into MLLM Societies via an MLLM Operative,Yes.,5,"""This subtle, yet potent method of indirect influence marks a significant escalation in the security risks associated with MLLMs"" and ""Our work underscores the urgent need for developing robust mechanisms to detect and mitigate such covert manipulations within MLLM societies, ensuring their safe and ethical utilization in societal applications.""",2024,2024-02-20T23:08:21Z,"Keyphrase: ""Security risks and covert manipulation"""
arxiv2024,Structure Guided Prompt: Instructing Large Language Model in Multi-Step Reasoning by Exploring Graph Structure of the Text,Yes.,5,"""Large Language Models (LLMs) excel at addressing straightforward reasoning tasks, they frequently struggle with difficulties when confronted by more complex multi-step reasoning due to a range of factors.""",2024,2024-02-20T22:56:23Z,"Keyphrase: ""Difficulty with complex multistep reasoning"""
arxiv2024,EvoGrad: A Dynamic Take on the Winograd Schema Challenge with Human Adversaries,Yes.,5,"""While Large Language Models (LLMs) excel at the Winograd Schema Challenge (WSC), a coreference resolution task testing common-sense reasoning through pronoun disambiguation, they struggle with instances that feature minor alterations or rewording."" and ""This highlights ongoing model limitations and the value of dynamic datasets in uncovering them.""",2024,2024-02-20T20:53:24Z,"Keyphrase: ""Struggles with commonsense reasoning"""
arxiv2024,A Simple but Effective Approach to Improve Structured Language Model Output for Information Extraction,Yes.,5,"""their performance can be inconsistent when tasked with producing text that adheres to specific structured formats, which is crucial in applications like named entity recognition (NER) or relation extraction (RE).""",2024,2024-02-20T20:42:02Z,"Keyphrase: ""Inconsistent performance in structured text formats"""
arxiv2024,TofuEval: Evaluating Hallucinations of LLMs on Topic-Focused Dialogue Summarization,Yes.,5,"""Our analysis shows that existing LLMs hallucinate significant amounts of factual errors in the dialogue domain, regardless of the model's size."" and ""when LLMs, including GPT-4, serve as binary factual evaluators, they perform poorly and can be outperformed by prevailing state-of-the-art specialized factuality evaluation metrics.""",2024,2024-02-20T18:58:49Z,"Keyphrase: ""Factual errors and hallucinations"""
arxiv2024,Smaug: Fixing Failure Modes of Preference Optimisation with DPO-Positive,Yes.,4,"""first we show theoretically that the standard DPO loss can lead to a \textit{reduction} of the model's likelihood of the preferred examples,"" and ""we then show empirically that this phenomenon occurs when fine-tuning LLMs on common datasets, especially datasets in which",2024,2024-02-20T18:42:34Z,"Keyphrase: ""Text reduction and likelihood preference"""
arxiv2024,How Easy is It to Fool Your Multimodal LLMs? An Empirical Analysis on Deceptive Prompts,Yes.,5,"""The remarkable advancements in Multimodal Large Language Models (MLLMs) have not rendered them immune to challenges, particularly in the context of handling deceptive information in prompts, thus producing hallucinated responses under such conditions.""",2024,2024-02-20T18:31:27Z,"Keyphrase: ""Deceptive hallucinated responses"""
arxiv2024,Can Large Language Models be Good Emotional Supporter? Mitigating Preference Bias on Emotional Support Conversation,Yes.,5,"""despite the remarkable conversational ability of large language models (LLMs), previous studies have suggested that they often struggle with providing useful emotional support"" and ""revealing challenges in selecting the correct strategy and a notable preference for a specific strategy"" and ""LLMs alone cannot become good emotional supporters.""",2024,2024-02-20T18:21:32Z,"Keyphrase: ""Limited emotional support capabilities"""
arxiv2024,Bayesian Reward Models for LLM Alignment,Yes.,4,"""this process is vulnerable to reward overoptimization or hacking, in which the responses selected have high rewards due to errors in the reward model rather than a genuine preference. This is especially problematic as the prompt or response diverges from the training data.""",2024,2024-02-20T18:20:59Z,"Keyphrase: ""Vulnerability to reward hacking"""
arxiv2024,Benchmarking Retrieval-Augmented Generation for Medicine,Yes.,5,"""While large language models (LLMs) have achieved state-of-the-art performance on a wide range of medical question answering (QA) tasks, they still face challenges with hallucinations and outdated knowledge.""",2024,2024-02-20T17:44:06Z,"Keyphrase: ""Hallucination and outdated knowledge"""
arxiv2024,Is the System Message Really Important to Jailbreaks in Large Language Models?,Yes.,4,"""This term refers to the unexpected and potentially harmful responses generated by LLMs when prompted with malicious questions."" and ""we explore the transferability of jailbreak across LLMs.""",2024,2024-02-20T17:39:40Z,"Keyphrase: ""Vulnerability to malicious prompts"""
