Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase
arXIv2022,Neuro-Symbolic Procedural Planning with Commonsense Prompting,Yes.,4,"""it remains a challenge for large language models (LLMs) that lack a deep understanding of the cause-effect relations in procedures"" and ""such elicited pre-trained knowledge in LLMs induces spurious correlations between goals and steps, which impair the model generalization to unseen tasks.""",2022,2022-06-06T22:09:52Z,"Keyphrase: ""Spurious correlations and impaired generalization"""
arXIv2022,Exploring Cross-lingual Textual Style Transfer with Large Multilingual Language Models,Yes.,5,"""However, models are not able to perform cross-lingual detoxification and direct fine-tuning on exact language is inevitable.""",2022,2022-06-05T20:02:30Z,"Keyphrase: ""Limited crosslingual detoxification"""
arXIv2022,Order-sensitive Shapley Values for Evaluating Conceptual Soundness of NLP Models,Yes.,5,"""Previous works show that deep NLP models are not always conceptually sound",2022,2022-06-01T02:30:12Z,"Keyphrase: ""Conceptually unsound"""
arXIv2022,Automatic Short Math Answer Grading via In-context Meta-learning,Yes.,4,"""However, these approaches have several key limitations, including i) they use pre-trained language models that are not well-adapted to educational subject domains and/or student-generated text and ii) they almost always train one model per question, ignoring the linkage across a question and result in a significant model storage problem due to the size of advanced language models.""",2022,2022-05-30T16:26:02Z,"Keyphrase: ""Limited adaptability to educational content and student-generated text"""
arXIv2022,CogVideo: Large-scale Pretraining for Text-to-Video Generation via Transformers,Yes.,5,"""Its application to video generation is still facing many challenges",2022,2022-05-29T19:02:15Z,"Keyphrase: ""Challenges in video generation"""
arXIv2022,Quark: Controllable Text Generation with Reinforced Unlearning,Yes.,5,"""Large-scale language models often learn behaviors that are misaligned with user expectations. Generated text may contain offensive or toxic language, contain significant repetition, or be of a different sentiment than desired by the user.""",2022,2022-05-26T21:11:51Z,"Keyphrase: ""Offensive and toxic language with repetition"""
arXIv2022,Differentially Private Decoding in Large Language Models,Yes.,4,"""LLMs, while effective, have been shown to memorize instances of training data thereby potentially revealing private information processed during pre-training.""",2022,2022-05-26T20:50:58Z,"Keyphrase: ""Privacy concerns and memorization"""
arXIv2022,RobustLR: Evaluating Robustness to Logical Perturbation in Deductive Reasoning,Yes.,5,"""In our experiments with RoBERTa and T5, we find that the models trained in prior works do not perform consistently on the different perturbations in RobustLR, thus showing that the models are not robust to the proposed logical perturbations. Further, we find that the models",2022,2022-05-25T09:23:50Z,"Keyphrase: ""Limited robustness to perturbations"""
arXIv2022,Perturbation Augmentation for Fairer NLP,Yes.,4,"""Unwanted and often harmful social biases are becoming ever more salient in NLP research, affecting both models and datasets."" and ""Lastly, we discuss outstanding questions about how best to evaluate the (un)fairness of large language models.""",2022,2022-05-25T09:00:29Z,"Keyphrase: ""Unwanted social biases"""
arXIv2022,Memorization in NLP Fine-tuning Methods,Yes.,4,"""Large language models are shown to present privacy risks through memorization of training data,"" and ""we empirically study memorization of fine-tuning methods using membership inference and extraction attacks, and show that their susceptibility to attacks is very different.""",2022,2022-05-25T05:49:31Z,"Keyphrase: ""Privacy risk and memorization"""
arXIv2022,Fine-tuned Language Models are Continual Learners,Yes.,5,"""these models even though impressive still perform poorly on a wide range of tasks outside of their respective training and evaluation sets.""",2022,2022-05-24T22:53:34Z,"Keyphrase: ""Limited task generalization"""
arXIv2022,On Measuring Social Biases in Prompt-Based Multi-Task Learning,Yes.,4,"""We consider an alternative measure and inquire whether the way in which an input is encoded affects social biases promoted in outputs."" and ""The results on two benchmarks suggest that given two different formulations of essentially the same input, T0 conspicuously acts more biased in question answering form, which is seen during training,",2022,2022-05-23T20:01:20Z,"Keyphrase: ""Input encoding bias"""
arXIv2022,Challenges in Measuring Bias via Open-Ended Language Generation,Yes.,4,"""Researchers have devised numerous ways to quantify social biases vested in pretrained language models."" and ""We find out that the practice of measuring biases through text completion is prone to yielding contradicting results under different experiment settings.""",2022,2022-05-23T19:57:15Z,"Keyphrase: ""Inconsistent bias measurement"""
arXIv2022,Outliers Dimensions that Disrupt Transformers Are Driven by Frequency,Yes.,5,"""While Transformer-based language models are generally very robust to pruning, there is the recently discovered outlier phenomenon",2022,2022-05-23T15:19:09Z,"Keyphrase: ""Robustness issue with outlier phenomenon"""
arXIv2022,Looking for a Handsome Carpenter! Debiasing GPT-3 Job Advertisements,Yes.,4,"""We first assess the bias and realism of zero-shot generated advertisements and compare them to real-world advertisements. We then evaluate prompt-engineering and fine-tuning as debiasing methods. We find that prompt-engineering with diversity-encouraging prompts gives no significant improvement to bias, nor realism. Conversely, fine-tuning, especially on unbiased real advertisements, can improve realism and reduce",2022,2022-05-23T15:05:27Z,"Keyphrase: ""Bias and realism in generated advertisements"""
arXIv2022,RL with KL penalties is better viewed as Bayesian inference,Yes.,5,"""We start by observing that the standard RL approach is flawed as an objective for fine-tuning LMs because it leads to distribution collapse",2022,2022-05-23T12:47:13Z,"Keyphrase: ""Distribution collapse in finetuning"""
arXIv2022,Thor: Wielding Hammers to Integrate Language Models and Automated Theorem Provers,Yes.,5,"""This presents a challenge for all theorem provers, especially the ones based on language models, due to their relative inability to reason over huge volumes of premises in text form.""",2022,2022-05-22T18:03:03Z,"Keyphrase: ""Limited reasoning ability"""
arXIv2022,Scaling Laws and Interpretability of Learning from Repeated Data,Yes.,5,"""Recent large language models have been trained on vast datasets, but also often on repeated data... Some works have reported substantial negative performance effects of this repeated data."" and ""We find a strong double descent phenomenon, in which repeated data can lead test loss to increase midway through training. A predictable range of repetition frequency leads to surprisingly severe degradation in performance.""",2022,2022-05-21T02:14:27Z,"Keyphrase: ""Negative performance effect of repeated data"""
arXIv2022,Towards Understanding Gender-Seniority Compound Bias in Natural Language Generation,Yes.,4,"""Our results show that GPT-2 amplifies bias by considering women as junior and men as senior more often than the ground truth in both domains. These results suggest that NLP applications built using GPT-2 may harm women in professional capacities.""",2022,2022-05-19T20:05:02Z,"Keyphrase: ""Amplification of gender bias"""
arXIv2022,Overcoming Language Disparity in Online Content Classification with Multimodal Learning,Yes.,4,"""Large language models are now the standard to develop state-of-the-art solutions for text detection and classification tasks. However, the development of advanced computational techniques and resources is disproportionately focused on the English language, sidelining a majority of the languages spoken globally."" and ""we situate our findings with respect",2022,2022-05-19T17:56:02Z,"Keyphrase: ""English-centric bias"""
arXIv2022,Are Prompt-based Models Clueless?,Yes.,4,"""models with a task-specific head require a lot of training data, making them susceptible to learning and exploiting dataset-specific superficial cues that do not generalize to other datasets"" and ""Analyzing few-shot prompt-based models on MNLI, SNLI, HANS, and COPA has revealed that prompt-based models also exploit superficial cues.""",2022,2022-05-19T02:47:58Z,"Keyphrase: ""Dependency on superficial cues"""
arXIv2022,Transformer-based Program Synthesis for Low-Data Environments,Yes.,5,"""However, these models perform poorly on long-horizon and low-data tasks, and often don't seem to understand the semantics of the languages they generate.""",2022,2022-05-18T23:33:33Z,"Keyphrase: ""Poor performance on long-horizon low-data tasks and lack of semantic understanding"""
arXIv2022,"Structured, flexible, and robust: benchmarking and improving large language models towards more human-like behavior in out-of-distribution reasoning tasks",Yes.,5,"""We find that humans are far more robust than LLMs on this benchmark.""",2022,2022-05-11T18:14:33Z,"Keyphrase: ""Robustness challenge"""
arXIv2022,Beyond Distributional Hypothesis: Let Language Models Learn Meaning-Text Correspondence,Yes.,5,"""much recent evidence shows that large-size pre-trained language models (PLMs) do not satisfy this property"" and ""we observe that PLMs violate the LNP frequently.""",2022,2022-05-08T08:37:36Z,"Keyphrase: ""Violation of linguistic norms and principles"""
arXIv2022,"When a sentence does not introduce a discourse entity, Transformer-based models still sometimes refer to it",Yes.,5,"""We find that while the models are to a certain extent sensitive to the interactions we investigate, they are all challenged by the presence of multiple NPs and their behavior is not systematic, which suggests that even models at the scale of GPT-3 do not fully acquire basic entity tracking abilities.""",2022,2022-05-06T20:49:27Z,"Keyphrase: ""Limited entity tracking ability"""
arXIv2022,The Unreliability of Explanations in Few-shot Prompting for Textual Reasoning,Yes.,5,"""We further show that explanations generated by the LLMs may not entail the models' predictions nor be factually grounded in the input, even on simple tasks with extractive explanations.""",2022,2022-05-06T17:57:58Z,"Keyphrase: ""Unreliable explanations"""
arXIv2022,Provably Confidential Language Modelling,Yes.,4,"""Large language models are shown to memorize privacy information such as social security numbers in training data.""",2022,2022-05-04T02:33:45Z,"Keyphrase: ""Privacy information memorization"""
arXIv2022,"MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning",Yes.,5,"""Although an essential element of modern AI, LMs are also inherently limited in a number of ways. We discuss these limitations and how they can be avoided by adopting a systems approach.""",2022,2022-05-01T11:01:28Z,"Keyphrase: ""Inherent limitations in system approach"""
arXIv2022,Training Language Models with Language Feedback,Yes.,5,"""Pretrained language models often do not perform tasks in ways that are in line with our preferences, e.g., generating offensive text or factually incorrect summaries.""",2022,2022-04-29T15:06:58Z,"Keyphrase: ""Generation of offensive and factually incorrect text"""
arXIv2022,Inferring Implicit Relations in Complex Questions with Language Models,Yes.,5,"""we investigate why current models struggle with implicit reasoning question answering (QA) tasks,"" and ""we evaluate models from the GPT-3 family and find that, while these models struggle on the implicit reasoning QA task, they often succeed at inferring implicit relations.""",2022,2022-04-28T21:00:54Z,"Keyphrase: ""Struggles with implicit reasoning"""
arXIv2022,On the Effect of Pretraining Corpora on In-context Learning by a Large-scale Language Model,Yes.,5,"""the in-depth analysis of when in-context learning occurs is still lacking"" and ""in-context learning performance heavily depends on the corpus domain source, and the size of the pretraining corpus does not necessarily determine the emergence of in-context learning"" and ""pretraining with a corpus related to a downstream task does not always guarantee the competitive in-context learning performance of the downstream task, especially in",2022,2022-04-28T13:59:54Z,"Keyphrase: ""Limited in-context learning"""
arXIv2022,You Don't Know My Favorite Color: Preventing Dialogue Representations from Revealing Speakers' Private Personas,Yes.,4,"""privacy concerns have arisen recently",2022,2022-04-26T09:36:18Z,"Keyphrase: ""Privacy concerns"""
arXIv2022,KALA: Knowledge-Augmented Language Model Adaptation,Yes.,4,"""Simple fine-tuning of PLMs, on the other hand, might be suboptimal for domain-specific tasks because they cannot possibly cover knowledge from all domains. While adaptive pre-training of PLMs can help them obtain domain-specific knowledge, it requires a large training cost. Moreover, adaptive pre-training can harm the PLM",2022,2022-04-22T08:11:59Z,"Keyphrase: ""Limited domain-specific knowledge"""
arXIv2022,You Are What You Write: Preserving Privacy in the Era of Large Language Models,Yes.,4,"""Large scale adoption of large language models has introduced a new era of convenient knowledge transfer for a slew of natural language processing tasks. However, these models also run the risk of undermining user trust by exposing unwanted information about the data subjects, which may be extracted by a malicious party, e",2022,2022-04-20T11:12:53Z,"Keyphrase: ""Trust and privacy concerns"""
arXIv2022,What Makes Instruction Learning Hard? An Investigation and a New Challenge in a Synthetic Environment,Yes.,5,"""The capabilities of large transformer models as instruction learners, however, remain poorly understood."" and ""our model, a fine-tuned T5-based text2text transformer, struggles with large regular languages, suggesting that less precise instructions are challenging for models. Additionally, instruction executions that require tracking longer contexts of prior steps are also more difficult.""",2022,2022-04-19T22:11:47Z,"Keyphrase: ""Challenges with precise instruction execution"""
arXIv2022,Pathologies of Pre-trained Language Models in Few-shot Fine-tuning,Yes.,5,"""without fine-tuning, pre-trained models (e.g. BERT and RoBERTa) show strong prediction bias across labels"" and ""pursuing model performance with fewer examples may incur pathological prediction behavior, which requires further sanity check on model predictions and careful design in model evaluations in few-shot",2022,2022-04-17T15:55:18Z,"Keyphrase: ""Prediction bias and few-shot learning issues"""
arXIv2022,Building Markovian Generative Architectures over Pretrained LM Backbones for Efficient Task-Oriented Dialog Systems,Yes.,5,"""A drawback of existing PLM-based models is their non-Markov architectures across turns, i.e., the whole history is used as the conditioning input at each turn. First, this brings inefficiencies in memory and computation. Furthermore, using the whole history increases model",2022,2022-04-13T15:21:34Z,"Keyphrase: ""Inefficient non-Markov architecture"""
arXIv2022,Curriculum: A Broad-Coverage Benchmark for Linguistic Phenomena in Natural Language Understanding,Yes.,4,"""current evaluation methods show some significant shortcomings. In particular, they do not provide insight into how well a language model captures distinct linguistic skills essential for language understanding and reasoning. Thus they fail to effectively map out the aspects of language understanding that remain challenging to existing models, which makes it hard to discover potential limitations in models and datasets.""",2022,2022-04-13T10:32:03Z,"Keyphrase: ""Limited linguistic skill mapping"""
arXIv2022,Impossible Triangle: What's Next for Pre-trained Language Models?,Yes.,5,"""However, many of such models come with a dauntingly huge size that few institutions can afford to pre-train, fine-tune or even deploy, while moderate-sized models usually lack strong generalized few-shot learning capabilities."" and ""We argue that all existing PLM models lack one or more properties from the Impossible Triangle.""",2022,2022-04-13T01:28:18Z,"Keyphrase: ""Limited few-shot learning capability"""
arXIv2022,Uniform Complexity for Text Generation,Yes.,5,"""existing models still do not capture factors that contribute to producing consistent text"" and ""we find that models such as GPT-2 struggle to preserve the complexity of input prompts used in its generations, even if finetuned with professionally written texts.""",2022,2022-04-11T15:19:47Z,"Keyphrase: ""Struggles with preserving input complexity"""
arXIv2022,Testing the limits of natural language models for predicting human language judgments,Yes.,5,"""experiments also revealed significant shortcomings of its alignment with human perception.""",2022,2022-04-07T17:12:57Z,"Keyphrase: ""Misalignment with human perception"""
arXIv2022,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",Yes.,5,"""a significant weakness of language models is that they lack real-world experience, which makes it difficult to leverage them for decision making within a given embodiment.""",2022,2022-04-04T17:57:11Z,"Keyphrase: ""Lack of real-world experience"""
arXIv2022,Mitigating Gender Bias in Machine Translation through Adversarial Learning,Yes.,4,"""restructuring training objectives in the context of fine-tuning pretrained large language models"" and ""addresses these challenges to mitigate gender bias in seq2seq machine translation.""",2022,2022-03-20T23:35:09Z,"Keyphrase: ""Gender bias mitigation challenge"""
arXIv2022,Entropy-based Attention Regularization Frees Unintended Bias Mitigation from Lists,Yes.,4,"""Natural Language Processing (NLP) models risk overfitting to specific terms in the training data, thereby reducing their performance, fairness, and generalizability."" and ""severe unintended bias, and lower performance.""",2022,2022-03-17T09:29:50Z,"Keyphrase: ""Overfitting and unintended bias"""
arXIv2022,Thinking about GPT-3 In-Context Learning for Biomedical IE? Think Again,Yes.,5,"""However, our results show that GPT-3 still significantly underperforms compared to simply fine-tuning a smaller PLM. In addition, GPT-3 in-context learning also yields smaller gains in accuracy when more training data becomes available. Our in-depth analyses further reveal issues of the in-context",2022,2022-03-16T05:56:08Z,"Keyphrase: ""Underperformance compared to finetuning smaller models"""
arXIv2022,Do Language Models Plagiarize?,Yes.,5,"""Given that a majority of LMs' training data is scraped from the Web without informing content owners, their reiteration of words, phrases, and even core ideas from training sets into generated texts has ethical implications. Their patterns are likely to exacerbate as both the size of LMs and their training data increase, raising concerns about indis",2022,2022-03-15T03:11:11Z,"Keyphrase: ""Ethical implications of data scraping"""
arXIv2022,"When classifying grammatical role, BERT doesn't care about word order... except when it matters",Yes.,4,"""Recent work has shown large language models to be surprisingly word order invariant,"" and ""highlight how models use context in the uncommon, but critical, instances where it matters.""",2022,2022-03-11T19:00:15Z,"Keyphrase: ""Word order invariance"""
arXIv2022,Speciesist Language and Nonhuman Animal Bias in English Masked Language Models,Yes.,4,"""We found that pre-trained masked language models tend to associate harmful words with nonhuman animals and have a bias toward using speciesist language for some nonhuman animal names.""",2022,2022-03-10T03:32:29Z,"Keyphrase: ""Speciesist language bias"""
arXIv2022,Training language models to follow instructions with human feedback,Yes.,5,"""large language models can generate outputs that are untruthful, toxic, or simply not helpful to the user.""",2022,2022-03-04T07:04:42Z,"Keyphrase: ""Untruthful and toxic outputs"""
arXIv2022,Logical Fallacy Detection,Yes.,5,"""We find that existing pretrained large language models perform poorly on this task.""",2022,2022-02-28T13:18:26Z,"Keyphrase: ""Poor task performance"""
arXIv2022,Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,Yes.,5,"""We find that models can largely recover from syntactic-style shifts, but cannot recover from vocabulary misalignment and embedding matrix re-initialization, even with continued pretraining on 15 million tokens.""",2022,2022-02-24T19:00:39Z,"Keyphrase: ""Vocabulary misalignment"""
arXIv2022,Capturing Failures of Large Language Models via Human Cognitive Biases,Yes.,5,"""To hypothesize and test for such qualitative errors, we draw inspiration from human cognitive biases -- systematic patterns of deviation from rational judgement."" and ""Our results indicate that experimental methodology from cognitive science can help characterize how machine learning systems behave.""",2022,2022-02-24T18:58:52Z,"Keyphrase: ""Limited understanding of cognitive biases"""
arXIv2022,Reward Modeling for Mitigating Toxicity in Transformer-based Language Models,Yes.,4,"""language models that are pretrained on large unlabeled web text corpora have been shown to suffer from degenerating toxic content and social bias behaviors, consequently hindering their safe deployment.""",2022,2022-02-19T19:26:22Z,"Keyphrase: ""Degenerating toxic content and social bias"""
arXIv2022,Quantifying Memorization Across Neural Language Models,Yes.,5,"""Large language models (LMs) have been shown to memorize parts of their training data, and when prompted appropriately, they will emit the memorized training data verbatim. This is undesirable because memorization violates privacy (exposing user data), degrades utility (repeated easy-to-memorize text is often low quality),",2022,2022-02-15T18:48:31Z,"Keyphrase: ""Undesirable memorization"""
arXIv2022,Deduplicating Training Data Mitigates Privacy Risks in Language Models,Yes.,5,"""Past work has shown that large language models are susceptible to privacy attacks,"" and ""Finally, we find that after applying methods to deduplicate training data, language models are considerably more secure against these types of privacy attacks.""",2022,2022-02-14T08:20:15Z,"Keyphrase: ""Privacy vulnerabilities"""
arXIv2022,Exploring the Limits of Domain-Adaptive Training for Detoxifying Large-Scale Language Models,Yes.,4,"""Pre-trained language models (LMs) are shown to easily generate toxic language."" and ""We find that i) large LMs have similar toxicity levels as smaller ones given the same pre-training corpus, and ii) large LMs require more endeavor to detoxify.""",2022,2022-02-08T22:10:40Z,"Keyphrase: ""Toxic language generation"""
arXIv2022,Survey of Hallucination in Natural Language Generation,Yes.,4,"""deep learning based generation is prone to hallucinate unintended text, which degrades the system performance and fails to meet user expectations in many real-world scenarios"" and ""hallucinations in large language models (LLMs).""",2022,2022-02-08T03:55:01Z,"Keyphrase: ""Unintended text hallucination"""
arXIv2022,What Has Been Enhanced in my Knowledge-Enhanced Language Model?,Yes.,4,"""Pretrained language models (LMs) do not capture factual knowledge very well."" and ""it is unclear how and what kind of knowledge is effectively integrated into these models and if such integration may lead to catastrophic forgetting of already learned knowledge.""",2022,2022-02-02T11:23:36Z,"Keyphrase: ""Catastrophic forgetting"""
arXIv2022,Unveiling Project-Specific Bias in Neural Code Models,Yes.,5,"""Although the Large Language Models (LLMs) based neural code models demonstrate commendable performance when trained and tested within the intra-project independent and identically distributed (IID) setting, they often struggle to generalize effectively to real-world inter-project out-of-distribution (OOD) data.""",2022,2022-01-19T02:09:48Z,"Keyphrase: ""Limited generalization to out-of-distribution data"""
arXIv2022,Unintended Bias in Language Model-driven Conversational Recommendation,Yes.,5,"""pretrained LMs are well-known to be prone to intrinsic biases in their training data,"" and ""raises a red flag that advances in the language handling capability of LM-driven CRSs do not come without significant challenges related to mitigating unintended bias.""",2022,2022-01-17T05:50:14Z,"Keyphrase: ""Intrinsic bias"""
arXIv2022,Memory-assisted prompt editing to improve GPT-3 after deployment,Yes.,5,"""Large LMs such as GPT-3 are powerful, but can commit mistakes that are obvious to humans.""",2022,2022-01-16T10:11:37Z,"Keyphrase: ""Mistakes comparable to humans"""
arXIv2022,Submix: Practical Private Prediction for Large-Scale Language Models,Yes.,4,"""Recent data-extraction attacks have exposed that language models can memorize some training samples verbatim. This is a vulnerability that can compromise the privacy of the model's training data.""",2022,2022-01-04T04:23:38Z,"Keyphrase: ""Memorization of training data"""
arXIv2022,A Survey on In-context Learning,Yes.,4,"""We first present a formal definition of ICL and clarify its correlation to related studies. Then, we organize and discuss advanced techniques, including training strategies, demonstration designing strategies, as well as related analysis. Finally, we discuss the challenges of ICL and provide potential directions for further research.""",2022,2022-12-31T15:57:09Z,"Keyphrase: ""Lack of focus on practical application"""
arXIv2022,Inconsistencies in Masked Language Models,Yes.,5,"""However, this paper shows that distributions corresponding to different masking patterns can demonstrate considerable inconsistencies, i.e., they cannot be derived from a coherent joint distribution when considered together."" and ""This fundamental flaw in MLMs can lead to self-contradictory behaviors during inference.""",2022,2022-12-30T22:53:25Z,"Keyphrase: ""Inconsistent masking patterns"""
arXIv2022,A Survey on Knowledge-Enhanced Pre-trained Language Models,Yes.,4,"""PLMs still face a number of challenges including poor interpretability, weak reasoning capability, and the need for a lot of expensive annotated data when applied to downstream tasks.""",2022,2022-12-27T09:54:14Z,"Keyphrase: ""Weak interpretability and reasoning"""
arXIv2022,Large Language Models Encode Clinical Knowledge,Yes.,5,"""human evaluation reveals key gaps in Flan-PaLM responses"" and ""Our human evaluations reveal important limitations of today's models, reinforcing the importance of both evaluation frameworks and method development in creating safe, helpful LLM models for clinical applications.""",2022,2022-12-26T14:28:24Z,"Keyphrase: ""Limited clinical applicability"""
arXIv2022,Why Does Surprisal From Larger Transformer-Based Language Models Provide a Poorer Fit to Human Reading Times?,Yes.,5,"""These results suggest that the propensity of larger Transformer-based models to 'memorize' sequences during training makes their surprisal estimates diverge from humanlike expectations, which warrants caution in using pre-trained language models to study human language processing.""",2022,2022-12-23T03:57:54Z,"Keyphrase: ""Over-reliance on memorization"""
arXIv2022,Parallel Context Windows for Large Language Models,Yes.,5,"""When applied to processing long text, Large Language Models (LLMs) are limited by their context window.""",2022,2022-12-21T11:38:51Z,"Keyphrase: ""Limited context window"""
arXIv2022,Prompt-Augmented Linear Probing: Scaling beyond the Limit of Few-shot In-Context Learners,Yes.,5,"""However, the ICL performance does not scale well with the number of available training samples as it is limited by the inherent input length constraint of the underlying language model.""",2022,2022-12-21T09:37:05Z,"Keyphrase: ""Limited training data scalability"""
arXIv2022,From Images to Textual Prompts: Zero-shot VQA with Frozen Large Language Models,Yes.,4,"""However, effective utilization of LLMs for zero-shot visual question-answering (VQA) remains challenging, primarily due to the modality disconnection and task disconnection between LLM and VQA task.""",2022,2022-12-21T08:39:36Z,"Keyphrase: ""Modality disconnection"""
arXIv2022,ZEROTOP: Zero-Shot Task-Oriented Semantic Parsing using Large Language Models,Yes.,4,"""Language models are generally trained on the publicly available text and code and cannot be expected to directly generalize to domain-specific parsing tasks in a zero-shot setting."" and ""We observe that current LLMs fail to detect unanswerable questions; and as a result, cannot handle questions",2022,2022-12-21T07:06:55Z,"Keyphrase: ""Limited domain-specific generalization"""
arXIv2022,"Define, Evaluate, and Improve Task-Oriented Cognitive Capabilities for Instruction Generation Models",Yes.,5,"""Applying this scheme to examine various models in a navigation instruction generation problem, we find that their pragmatic capability is severely lacking.""",2022,2022-12-21T04:43:19Z,"Keyphrase: ""Lack of pragmatic capability"""
arXIv2022,Analyzing Semantic Faithfulness of Language Models via Input Intervention on Question Answering,Yes.,5,"""While transformer models achieve high performance on standard question answering tasks, we show that they fail to be semantically faithful once we perform these interventions for a significant number of cases (~50% for deletion intervention, and ~20% drop in accuracy for negation intervention)."" and ""But we show that this training does not attenuate other aspects of semantic unfaithfulness such as the models'",2022,2022-12-21T00:00:01Z,"Keyphrase: ""Semantic unfaithfulness"""
arXIv2022,Understanding Stereotypes in Language Models: Towards Robust Measurement and Zero-Shot Debiasing,Yes.,4,"""Generated texts from large pretrained language models have been shown to exhibit a variety of harmful, human-like biases about various demographics."" and ""existing techniques and benchmarks aiming to measure stereotypes tend to be inaccurate and consist of a high degree of experimental noise that severely limits the knowledge we can gain",2022,2022-12-20T22:41:24Z,"Keyphrase: ""Harmful humanlike biases"""
arXIv2022,Parsel: Algorithmic Reasoning with Language Models by Composing Decompositions,Yes.,4,"""Despite recent success in large language model (LLM) reasoning, LLMs struggle with hierarchical multi-step reasoning tasks like generating complex programs."" and ""Lastly, we explore how Parsel addresses LLM limitations and discuss how Parsel may be useful for human programmers.""",2022,2022-12-20T18:59:23Z,"Keyphrase: ""Struggle with hierarchical reasoning"""
