Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase
arXIv2023,Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game,Yes.,5,"""While Large Language Models (LLMs) are increasingly being used in real-world applications, they remain vulnerable to prompt injection attacks",2023,2023-11-02T06:13:36Z,"Keyphrase: ""Vulnerability to prompt injection attacks"""
arXIv2023,Generate and Pray: Using SALLMS to Evaluate the Security of LLM Generated Code,Yes.,5,"""Although LLMs can help developers to be more productive, prior empirical studies have shown that LLMs can generate insecure code."" and ""existing datasets used to evaluate Large Language Models (LLMs) do not adequately represent genuine software engineering tasks sensitive to security."" and ""existing evaluation metrics primarily focus on the functional correctness of the generated code while ignoring security considerations.""",2023,2023-11-01T22:46:31Z,"Keyphrase: ""Neglect of security considerations"""
arXIv2023,Pretraining Data Mixtures Enable Narrow Model Selection Capabilities in Transformer Models,Yes.,5,"""However when presented with tasks or functions which are out-of-domain of their pretraining data, we demonstrate various failure modes of transformers and degradation of their generalization for even simple extrapolation tasks.""",2023,2023-11-01T21:41:08Z,"Keyphrase: ""Degradation in generalization"""
arXIv2023,SAGE: Smart home Agent with Grounded Execution,Yes.,4,"""LLMs, however, lack specific knowledge about the user and their home limit their potential impact.""",2023,2023-11-01T18:36:28Z,"Keyphrase: ""Lack of specific knowledge"""
arXIv2023,Are Large Language Models Reliable Judges? A Study on the Factuality Evaluation Capabilities of LLMs,Yes.,5,"""Contrary to initial expectations, our results indicate a lack of significant correlations between factuality metrics and human evaluations, specifically for GPT-4 and PaLM-2. Notable correlations were only observed with GPT-3.5 across two factuality subcategories. These consistent findings across various factual error categories suggest a fundamental limitation in the current LLMs' capability to accurately gauge factual",2023,2023-11-01T17:42:45Z,"Keyphrase: ""Limited factual accuracy"""
arXIv2023,Crosslingual Retrieval Augmented In-context Learning for Bangla,Yes.,5,"""The promise of Large Language Models (LLMs) in Natural Language Processing has often been overshadowed by their limited performance in low-resource languages such as Bangla.""",2023,2023-11-01T15:32:50Z,"Keyphrase: ""Limited performance on low-resource languages"""
arXIv2023,Probing Explicit and Implicit Gender Bias through LLM Conditional Text Generation,Yes.,5,"""Large Language Models (LLMs) can generate biased and toxic responses."", ""all tested LLMs exhibit explicit and/or implicit gender bias, even when explicit gender stereotypes are absent in the inputs.""",2023,2023-11-01T05:31:46Z,"Keyphrase: ""Gender bias and toxicity"""
arXIv2023,Is GPT Powerful Enough to Analyze the Emotions of Memes?,Yes.,5,"""Despite GPT's remarkable progress, our findings underscore the challenges faced by these models in handling subjective tasks, which are rooted in their inherent limitations including contextual understanding, interpretation of implicit meanings, and data biases.""",2023,2023-11-01T01:57:48Z,"Keyphrase: ""Subjectivity and implicit bias"""
arXIv2023,Can Large Language Models Capture Public Opinion about Global Warming? An Empirical Assessment of Algorithmic Fidelity and Bias,Yes.,4,"""The findings indicate that LLMs can effectively capture presidential voting behaviors but encounter challenges in accurately representing global warming perspectives when relevant covariates are not included."" and ""disparities emerge in LLM estimations of the views of certain groups, with LLMs tending to underestimate worry about global warming among Black Americans."" and ""these results underscore the importance of meticulous conditioning, model",2023,2023-11-01T01:32:59Z,"Keyphrase: ""Inaccurate representation of perspectives"""
arXIv2023,The Alignment Ceiling: Objective Mismatch in Reinforcement Learning from Human Feedback,Yes.,5,"""Notable manifestations of models trained with imperfect RLHF systems are those that are prone to refusing basic requests for safety reasons or appearing lazy in generations.""",2023,2023-10-31T21:52:41Z,"Keyphrase: ""Safety and reliability issues"""
arXIv2023,BadLlama: cheaply removing safety fine-tuning from Llama 2-Chat 13B,Yes.,5,"""We demonstrate that it is possible to effectively undo the safety fine-tuning from Llama 2-Chat 13B with less than $200, while retaining its general capabilities. Our results demonstrate that safety-fine tuning is ineffective at preventing misuse when model weights are",2023,2023-10-31T19:45:15Z,"Keyphrase: ""Ineffective safety fine-tuning"""
arXIv2023,BERTwich: Extending BERT's Capabilities to Model Dialectal and Noisy Text,Yes.,5,"""language models like BERT deteriorate in the face of dialect variation or noise.""",2023,2023-10-31T19:44:50Z,"Keyphrase: ""Sensitivity to dialect variation and noise"""
arXIv2023,Filter bubbles and affective polarization in user-personalized large language model outputs,Yes.,5,"""These results illustrate that personalizing LLMs based on user demographics carry the same risks of affective polarization and filter bubbles that have been seen in other personalized internet technologies. This 'failure mode' should be monitored closely as there are more attempts to monetize and personalize these models.""",2023,2023-10-31T18:19:28Z,"Keyphrase: ""Affective polarization and filter bubbles"""
arXIv2023,LoRA Fine-tuning Efficiently Undoes Safety Training in Llama 2-Chat 70B,Yes.,5,"""We explore the robustness of safety training in language models by subversively fine-tuning the public weights of Llama 2-Chat."" and ""While there is considerable uncertainty about the scope of risks from current models, it is likely that future models will have significantly more dangerous capabilities, including the ability to hack into critical infrastructure, create dangerous bio-weapons, or autonomously replicate",2023,2023-10-31T16:55:06Z,"Keyphrase: ""Safety and security risks"""
arXIv2023,Breaking the Token Barrier: Chunking and Convolution for Efficient Long Text Classification with BERT,Yes.,5,"""these models are limited to a maximum token limit of 512 tokens. Consequently, this makes it non-trivial to apply it in a practical setting with long input.""",2023,2023-10-31T15:41:08Z,"Keyphrase: ""Token limit constraint"""
arXIv2023,LLMs may Dominate Information Access: Neural Retrievers are Biased Towards LLM-Generated Texts,Yes.,5,"""IR systems in the LLMs era are facing a new challenge",2023,2023-10-31T14:42:23Z,"Keyphrase: ""New challenges in IR systems"""
arXIv2023,FollowBench: A Multi-level Fine-grained Constraints Following Benchmark for Large Language Models,Yes.,4,"""By evaluating ten closed-source and open-source popular LLMs on FollowBench, we highlight the weaknesses of LLMs in instruction following and point towards potential avenues for future work.""",2023,2023-10-31T12:32:38Z,Keyphrase: Lack of transparency in popular LLMs
arXIv2023,The Expressibility of Polynomial based Attention Scheme,Yes.,5,"""the quadratic complexity of attention in transformer architectures poses a challenge when scaling up these models for processing long textual contexts. This issue makes it impractical to train very large models on lengthy texts or use them efficiently during inference.""",2023,2023-10-30T22:16:18Z,"Keyphrase: ""Scalability challenges"""
arXIv2023,Synthetic Imitation Edit Feedback for Factual Alignment in Clinical Summarization,Yes.,5,"""community concerns about these models' hallucination issues continue to rise. LLMs sometimes generate factually hallucinated summaries, which can be extremely harmful in the clinical domain NLP tasks (e.g., clinical note summarization), where factually incorrect statements can lead to critically erroneous diagnoses.""",2023,2023-10-30T21:33:22Z,"Keyphrase: ""Factually hallucinated summaries"""
arXIv2023,Collaborative Evaluation: Exploring the Synergy of Large Language Models and Humans for Open-ended Generation Evaluation,Yes.,4,"""However, both humans and LLMs have limitations, i.e., inherent subjectivity and unreliable judgments, particularly for open-ended tasks that require adaptable metrics tailored to diverse task requirements.""",2023,2023-10-30T17:04:35Z,"Keyphrase: ""Subjectivity and unreliable judgment"""
arXIv2023,Adversarial Attacks and Defenses in Large Language Models: Old and New Threats,Yes.,4,"""substantial challenges associated with an impending adversarial arms race in natural language processing, specifically with closed-source Large Language Models (LLMs), such as ChatGPT, Google Bard, or Anthropic's Claude"" and ""we identify embedding space attacks on LLMs as another viable threat model for the purposes of generating malicious content in open-sourced models.""",2023,2023-10-30T17:01:02Z,"Keyphrase: ""Vulnerability to adversarial attacks"""
arXIv2023,Evaluating Large Language Models: A Comprehensive Survey,Yes.,5,"""LLMs also present potential risks. They could suffer from private data leaks or yield inappropriate, harmful, or misleading content. Additionally, the rapid progress of LLMs raises concerns about the potential emergence of superintelligent systems without adequate safeguards.""",2023,2023-10-30T17:00:52Z,"Keyphrase: ""Privacy risks and potential harm"""
arXIv2023,Improving Factual Consistency of Text Summarization by Adversarially Decoupling Comprehension and Embellishment Abilities of LLMs,Yes.,5,"""they often generate summaries that are factually inconsistent with original articles, known as 'hallucinations' in text generation."" and ""current LLMs make fewer silly mistakes but more sophisticated ones, such as imposing cause and effect, adding false details, overgeneralizing, etc.""",2023,2023-10-30T08:40:16Z,"Keyphrase: ""Factually inconsistent summaries"""
arXIv2023,M4LE: A Multi-Ability Multi-Range Multi-Task Multi-Domain Long-Context Evaluation Benchmark for Large Language Models,Yes.,5,"""Our results reveal that",2023,2023-10-30T03:11:30Z,Keyphrase: Lack of context or specificity
arXIv2023,"From Chatbots to PhishBots? -- Preventing Phishing scams created using ChatGPT, Google Bard and Claude",Yes.,4,"""However, their effectiveness and accessibility also render them susceptible to abuse for generating malicious content, including phishing attacks.""",2023,2023-10-29T22:52:40Z,"Keyphrase: ""Susceptible to generating malicious content"""
arXIv2023,N-Critics: Self-Refinement of Large Language Models with Ensemble of Critics,Yes.,5,"""We propose a self-correction mechanism for Large Language Models (LLMs) to mitigate issues such as toxicity and fact hallucination."" and ""enhance trustworthiness by addressing fairness, bias, and robustness concerns.""",2023,2023-10-28T11:22:22Z,"Keyphrase: ""Toxicity and hallucination"""
arXIv2023,On the Automatic Generation and Simplification of Children's Stories,Yes.,5,"""We find that, in spite of the growing capabilities of LLMs, they do not yet possess the ability to limit their vocabulary to levels appropriate for younger age groups."" and ""while the strongest-performing current lexical simplification models do not perform as well on material designed for children due to their reliance on large language models",2023,2023-10-27T21:31:34Z,"Keyphrase: ""Limited vocabulary for younger age groups"""
arXIv2023,DELPHI: Data for Evaluating LLMs' Performance in Handling Controversial Issues,Yes.,4,"""This dataset presents challenges concerning knowledge recency, safety, fairness, and bias.""",2023,2023-10-27T13:23:02Z,"Keyphrase: ""Challenges in knowledge recency and bias"""
arXIv2023,NLP Evaluation in trouble: On the Need to Measure LLM Data Contamination for each Benchmark,Yes.,5,"""Contamination causes an overestimation of the performance of a contaminated model in a target benchmark and associated task with respect to their non-contaminated counterparts. The consequences can be very harmful, with wrong scientific conclusions being published while other correct ones are discarded.""",2023,2023-10-27T09:48:29Z,"Keyphrase: ""Performance overestimation due to contamination"""
arXIv2023,SOUL: Towards Sentiment and Opinion Understanding of Language,Yes.,5,"""Experimental results indicate that SOUL is a challenging task for both small and large language models, with a performance gap of up to 27% when compared to human performance. Furthermore, evaluations conducted with both human experts and GPT-4 highlight the limitations of the small language model in generating reasoning-based justifications.""",2023,2023-10-27T06:48:48Z,"Keyphrase: ""Performance gap compared to human reasoning"""
arXIv2023,Knowing What LLMs DO NOT Know: A Simple Yet Effective Self-Detection Method,Yes.,5,"""recent literature reveals that LLMs generate nonfactual responses intermittently, which impedes the LLMs' reliability for further utilization.""",2023,2023-10-27T06:22:14Z,"Keyphrase: ""Nonfactual responses"""
arXIv2023,Can LLMs Keep a Secret? Testing Privacy Implications of Language Models via Contextual Integrity Theory,Yes.,5,"""Our experiments show that even the most capable models such as GPT-4 and ChatGPT reveal private information in contexts that humans would not, 39% and 57% of the time, respectively. This leakage persists even when we employ privacy-inducing prompts or chain-of-thought reasoning.""",2023,2023-10-27T04:15:30Z,"Keyphrase: ""Privacy leakage"""
arXIv2023,"""You Are An Expert Linguistic Annotator"": Limits of LLMs as Analyzers of Abstract Meaning Representation",Yes.,5,"""we examine the successes and limitations of the GPT-3, ChatGPT, and GPT-4 models in analysis of sentence meaning structure"" and ""model outputs are prone to frequent and major errors, and holistic analysis of parse acceptability shows that even with few-shot demonstrations, models have virtually 0% success in producing fully accurate parses.""",2023,2023-10-26T21:47:59Z,"Keyphrase: ""Frequent major errors"""
arXIv2023,Evaluation of large language models using an Indian language LGBTI+ lexicon,Yes.,4,"""Our qualitative analysis shows that the three LLMs we experiment on are unable to detect underlying hateful content. Similarly, we observe limitations in using machine translation as means to evaluate natural language understanding in languages other than English.""",2023,2023-10-26T21:32:24Z,"Keyphrase: ""Limited detection of hateful content"""
arXIv2023,A Framework for Automated Measurement of Responsible AI Harms in Generative AI Applications,Yes.,4,"""We use this framework to run through several case studies investigating how different LLMs may violate a range of RAI-related principles.""",2023,2023-10-26T19:45:06Z,"Keyphrase: ""Violation of fairness principles"""
arXIv2023,Salespeople vs SalesBot: Exploring the Role of Educational Value in Conversational Recommender Systems,Yes.,5,"""revealing that although SalesBot approaches professional performance in terms of fluency and informativeness, it lags behind in recommendation quality. We emphasize the distinct limitations both face in providing truthful information, highlighting the challenges of ensuring faithfulness in the CRS context.""",2023,2023-10-26T19:44:06Z,"Keyphrase: ""Lagging fluency and informativeness"""
arXIv2023,Proving Test Set Contamination in Black Box Language Models,Yes.,5,"""Large language models are trained on vast amounts of internet data, prompting concerns and speculation that they have memorized public benchmarks."" and ""Our test flags potential contamination whenever the likelihood of a canonically ordered benchmark dataset is significantly higher than the likelihood after shuffling the examples.""",2023,2023-10-26T17:43:13Z,"Keyphrase: ""Overreliance on memorization"""
arXIv2023,An Open Source Data Contamination Report for Large Language Models,Yes.,4,"""Data contamination in model evaluation has become increasingly prevalent with the growing popularity of large language models."" and ""Performance analysis of large language models indicates that data contamination does not necessarily lead to increased model metrics.""",2023,2023-10-26T17:11:42Z,"Keyphrase: ""Data contamination issues"""
arXIv2023,Improving Zero-shot Reader by Reducing Distractions from Irrelevant Documents in Open-Domain Question Answering,Yes.,4,"""LLMs are distracted due to irrelevant documents in the retrieved set and the overconfidence of the generated answers when they are exploited as zero-shot readers.""",2023,2023-10-26T15:45:12Z,"Keyphrase: ""Overconfidence in irrelevant information"""
arXIv2023,Symbolic Planning and Code Generation for Grounded Dialogue,Yes.,5,"""LLMs have had limited applicability in grounded task-oriented dialogue as they are difficult to steer toward task objectives and fail to handle novel grounding.""",2023,2023-10-26T04:22:23Z,"Keyphrase: ""Limited task-oriented dialogue grounding"""
arXIv2023,FLEEK: Factual Error Detection and Correction with Evidence Retrieved from External Knowledge,Yes.,5,"""LLMs' inability to attribute their claims to external knowledge and their tendency to hallucinate makes it difficult to rely on their responses.""",2023,2023-10-26T03:28:30Z,"Keyphrase: ""Limited external knowledge attribution"""
arXIv2023,Can GPT models Follow Human Summarization Guidelines? Evaluating ChatGPT and GPT-4 for Dialogue Summarization,Yes.,5,"""Our findings indicate that GPT models often produce lengthy summaries and deviate from human summarization guidelines."" and ""The results reveal that GPT models exhibit unique stylistic tendencies in their summaries."" and ""While BERTScores did not dramatically decrease for GPT outputs suggesting semantic similarity to human references and specialised pre-trained models, ROUGE scores reveal grammatical and lexical disparities between GPT-generated and human-written summaries",2023,2023-10-25T17:39:07Z,"Keyphrase: ""Stylistic and semantic disparities"""
arXIv2023,Exploring OCR Capabilities of GPT-4V(ision) : A Quantitative and In-depth Evaluation,Yes.,5,"""The evaluation reveals that GPT-4V performs well in recognizing and understanding Latin contents, but struggles with multilingual scenarios and complex tasks. Specifically, it showed limitations when dealing with non-Latin languages and complex tasks such as handwriting mathematical expression recognition, table structure recognition, and end-to-end semantic entity recognition and pair extraction from document image.""",2023,2023-10-25T17:38:55Z,"Keyphrase: ""Struggles with multilingual and complex tasks"""
arXIv2023,Detecting Pretraining Data from Large Language Models,Yes.,4,"""the data used to train them is rarely disclosed"" and ""it includes potentially problematic text such as copyrighted materials, personally identifiable information, and test data for widely reported reference benchmarks.""",2023,2023-10-25T17:21:23Z,Keyphrase: Lack of transparency in training data
arXIv2023,SuperHF: Supervised Iterative Learning from Human Feedback,Yes.,5,"""While large language models demonstrate remarkable capabilities, they often present challenges in terms of safety, alignment with human values, and stability during training.""",2023,2023-10-25T16:52:00Z,"Keyphrase: ""Safety and value alignment challenges"""
arXIv2023,HI-TOM: A Benchmark for Evaluating Higher-Order Theory of Mind Reasoning in Large Language Models,Yes.,5,"""Our experimental evaluation using various Large Language Models (LLMs) indicates a decline in performance on higher-order ToM tasks, demonstrating the limitations of current LLMs. We conduct a thorough analysis of different failure cases of LLMs, and share our thoughts on the implications of our findings on the future of NLP.""",2023,2023-10-25T16:41:15Z,"Keyphrase: ""Decline in performance on higher-order tasks"""
arXIv2023,"R$^3$ Prompting: Review, Rephrase and Resolve for Chain-of-Thought Reasoning in Large Language Models under Noisy Context",Yes.,4,"""the dilemma for LLMs to produce inaccurate results under the noisy context has not been fully investigated.""",2023,2023-10-25T10:34:02Z,"Keyphrase: ""Inaccurate results in noisy contexts"""
arXIv2023,An Early Evaluation of GPT-4V(ision),Yes.,5,"""Our experimental results reveal the ability and limitations of GPT-4V"" and ""GPT-4V exhibits impressive performance on English visual-centric benchmarks but fails to recognize simple Chinese texts in the images; (2) GPT-4V shows inconsistent refusal behavior when answering questions related to sensitive traits such as gender, race, and age; (3) GPT-4V obtains worse results",2023,2023-10-25T10:33:17Z,"Keyphrase: ""Cross-lingual and sensitive trait performance issues"""
arXIv2023,Improving Diversity of Demographic Representation in Large Language Models via Collective-Critiques and Self-Voting,Yes.,4,"""A crucial challenge for generative large language models (LLMs) is diversity",2023,2023-10-25T10:17:17Z,"Keyphrase: ""Lack of diversity"""
arXIv2023,OccuQuest: Mitigating Occupational Bias for Inclusive Large Language Models,Yes.,4,"""existing instruction-tuning datasets suffer from occupational bias",2023,2023-10-25T10:06:17Z,"Keyphrase: ""Occupational bias"""
arXIv2023,Enhancing Large Language Models for Secure Code Generation: A Dataset-driven Study on Vulnerability Mitigation,Yes.,5,"""Our experimental results reveal that existing models often overlook security concerns during code generation, leading to the generation of vulnerable code. To address this, we propose effective approaches to mitigate the security vulnerabilities and enhance the overall robustness of code generated by LLMs. Moreover, our study identifies",2023,2023-10-25T00:32:56Z,"Keyphrase: ""Overlooking security concerns"""
arXIv2023,Knowledge Editing for Large Language Models: A Survey,Yes.,4,"""Nevertheless, one major drawback of LLMs is their substantial computational cost for pre-training due to their unprecedented amounts of parameters. The disadvantage is exacerbated when new knowledge frequently needs to be introduced into the pre-trained model.""",2023,2023-10-24T22:18:13Z,"Keyphrase: ""Substantial computational cost"""
arXIv2023,Can You Follow Me? Testing Situational Understanding in ChatGPT,Yes.,5,"""Previous works have identified certain SU limitations in non-chatbot Large Language models (LLMs),"" and ""despite the fundamental simplicity of the task, the model's performance reflects an inability to retain correct environment states across time,"" and ""performance degradation is largely because ChatGPT has non-persistent in-context memory (although it can access the full dialogue history) and it is susceptible to halluc",2023,2023-10-24T19:22:01Z,"Keyphrase: ""Lack of persistent in-context memory"""
arXIv2023,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition,Yes.,5,"""These deployments are vulnerable to prompt injection and jailbreaking (collectively, prompt hacking), in which models are manipulated to ignore their original instructions and follow potentially malicious ones.""",2023,2023-10-24T18:18:11Z,"Keyphrase: ""Vulnerability to prompt manipulation"""
arXIv2023,MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning,Yes.,5,"""While large language models (LLMs) equipped with techniques like chain-of-thought prompting have demonstrated impressive capabilities, they still fall short in their ability to reason robustly in complex settings.""",2023,2023-10-24T17:59:20Z,"Keyphrase: ""Limited reasoning ability"""
arXIv2023,Towards Perceiving Small Visual Details in Zero-shot Visual Question Answering with Multimodal LLMs,Yes.,5,"""it is important to investigate their limitations in dealing with different image and question properties."" and ""we show that their zero-shot accuracy in answering visual questions is very sensitive to the size of the visual subject of the question, declining up to 46% with size.""",2023,2023-10-24T17:48:04Z,"Keyphrase: ""Limited zero-shot accuracy in answering visual questions"""
arXIv2023,This is not a Dataset: A Large Negation Benchmark to Challenge Large Language Models,Yes.,5,"""Although large language models (LLMs) have apparently acquired a certain level of grammatical knowledge and the ability to make generalizations, they fail to interpret negation, a crucial step in Natural Language Processing"" and ""Our findings show that, while LLMs are proficient at classifying affirmative sentences, they struggle with negative sentences and lack a deep understanding of negation, often relying on",2023,2023-10-24T15:38:21Z,"Keyphrase: ""Struggles with negation"""
arXIv2023,BianQue: Balancing the Questioning and Suggestion Ability of Health LLMs with Multi-turn Health Conversations Polished by ChatGPT,Yes.,5,"""However, the limited information provided by users during single turn results in inadequate personalization and targeting of the generated suggestions, which requires users to independently select the useful part. It is mainly caused by the missing ability to engage in multi-turn questioning.""",2023,2023-10-24T14:57:34Z,"Keyphrase: ""Lack of multiturn engagement"""
arXIv2023,SoK: Memorization in General-Purpose Large Language Models,Yes.,5,"""This is often desirable since it is necessary for performing tasks such as question answering, and therefore an important part of learning, but also brings a whole array of issues, from privacy and security to copyright and beyond.""",2023,2023-10-24T14:25:53Z,"Keyphrase: ""Privacy and security concerns"""
arXIv2023,Self-Guard: Empower the LLM to Safeguard Itself,Yes.,5,"""The jailbreak attack can bypass the safety measures of a Large Language Model (LLM), generating harmful content... safety training has constraints in its ability to adapt to new attack types and often leads to a drop in model performance. Safeguards have proven to be of limited help.""",2023,2023-10-24T14:08:26Z,"Keyphrase: ""Vulnerability to adversarial attacks"""
arXIv2023,Unnatural language processing: How do language models handle machine-generated prompts?,Yes.,5,"""We use machine-generated prompts to probe how models respond to input that is not composed of natural language expressions."" and ""Even when producing a similar output, machine-generated and human prompts trigger different response patterns through the network processing pathways, including different perplexities, different attention and output entropy distributions, and different unit activation profiles.""",2023,2023-10-24T13:32:20Z,"Keyphrase: ""Sensitivity to input variations"""
arXIv2023,Generative Language Models Exhibit Social Identity Biases,Yes.,4,"""The surge in popularity of large language models has given rise to concerns about biases that these models could learn from humans."" and ""Our findings suggest that modern language models exhibit fundamental social identity biases and that such biases can be mitigated by curating training data.""",2023,2023-10-24T13:17:40Z,"Keyphrase: ""Social identity bias"""
arXIv2023,Guiding LLM to Fool Itself: Automatically Manipulating Machine Reading Comprehension Shortcut Triggers,Yes.,5,"""the use of shortcuts, mechanisms triggered by features spuriously correlated to the true label, has emerged as a potential threat to their reliability"" and ""Our findings highlight inherent vulnerabilities of LLMs to shortcut manipulations.""",2023,2023-10-24T12:37:06Z,"Keyphrase: ""Vulnerability to shortcut manipulation"""
arXIv2023,Failures Pave the Way: Enhancing Large Language Models through Tuning-free Rule Accumulation,Yes.,5,"""However, due to their inability to capture relationships among samples, these frozen LLMs inevitably keep repeating similar mistakes.""",2023,2023-10-24T11:40:34Z,"Keyphrase: ""Limited relationship understanding"""
arXIv2023,Prevalence and prevention of large language model use in crowd work,Yes.,4,"""LLM use yields high-quality but homogeneous responses, which may harm research concerned with human (rather than model) behavior and degrade future models trained with crowdsourced data"" and ""preventing LLM use may be at odds with obtaining high-quality responses; e.g., when requesting workers not to use L",2023,2023-10-24T09:52:09Z,"Keyphrase: ""Homogeneous responses and human behavior degradation"""
arXIv2023,KITAB: Evaluating LLMs on Constraint Satisfaction for Information Retrieval,Yes.,5,"""Motivated by rising concerns around factual incorrectness and hallucinations of LLMs,"" and ""Results show that in the absence of context, models exhibit severe limitations as measured by irrelevant information, factual errors, and incompleteness, many of which exacerbate as information popularity decreases.""",2023,2023-10-24T04:40:38Z,"Keyphrase: ""Factual incorrectness and irrelevant information"""
