Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase
arxiv2024,LLM on FHIR -- Demystifying Health Records,Yes.,4,"""However, challenges included variability in LLM responses and the need for precise filtering of health data."" and ""While promising, the implementation and pilot also highlight risks such as inconsistent responses and the importance of replicable output.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Inconsistent responses"""
arxiv2024,RoTBench: A Multi-Level Benchmark for Evaluating the Robustness of Large Language Models in Tool Learning,Yes.,5,"""Current research predominantly emphasizes LLMs' capacity to utilize tools in well-structured environments while overlooking their stability when confronted with the inevitable noise of the real world."" and ""the performance of GPT-4 even drops significantly from 80.00 to 58",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited real-world performance and stability"""
arxiv2024,"The What, Why, and How of Context Length Extension Techniques in Large Language Models -- A Detailed Survey",Yes.,5,"""However, amidst these advancements, it is noteworthy that LLMs often face a limitation in terms of context length extrapolation.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limitation in context length extrapolation"""
arxiv2024,LLMs for Relational Reasoning: How Far are We?,Yes.,5,"""Recent efforts have demonstrated that the LLMs are poor at solving sequential decision-making problems that require common-sense planning by evaluating their performance on the reinforcement learning benchmarks."" and ""Our evaluations illustrate that compared with the neural program induction systems which are much smaller in model size, the state-of-the-art LLMs are much poorer in terms of reasoning ability by achieving much lower performance and",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Poor reasoning ability"""
arxiv2024,Pruning for Protection: Increasing Jailbreak Resistance in Aligned LLMs Without Fine-Tuning,Yes.,4,"""Large Language Models (LLMs) are vulnerable to `Jailbreaking' prompts, a type of attack that can coax these models into generating harmful and illegal content."" and ""prominent chat models, such as LLaMA-2 Chat, Vicuna, and Mistral Instruct exhibit high susceptibility to jailbreaking attacks, with some categories achieving nearly 70-100%",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Vulnerability to jailbreaking attacks"""
arxiv2024,FFSplit: Split Feed-Forward Network For Optimizing Accuracy-Efficiency Trade-off in Language Model Inference,Yes.,5,"""The large number of parameters in Pretrained Language Models enhance their performance, but also make them resource-intensive, making it challenging to deploy them on commodity hardware like a single GPU."" and ""Due to the memory and power limitations of these devices, model compression techniques are often used to decrease both the model's size and its inference latency. This usually results in a trade-off between model accuracy",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Resource-intensive deployment"""
arxiv2024,LLMs for Test Input Generation for Semantic Caches,Yes.,4,"""However, these models are computationally expensive. At scale, the cost of serving thousands of users increases massively affecting also user experience."" and ""Due to the nature of these semantic cache techniques that rely on query embeddings, there is a high chance of errors impacting user confidence in the system.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""High computational cost and error-prone semantic caching"""
arxiv2024,GRATH: Gradual Self-Truthifying for Large Language Models,Yes.,5,"""existing LLMs still struggle with generating truthful content, as evidenced by their modest performance on benchmarks like TruthfulQA.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Struggle with generating truthful content"""
arxiv2024,Rephrasing the Web: A Recipe for Compute and Data-Efficient Language Modeling,Yes.,5,"""This is infeasible both because of the large compute costs and duration associated with pre-training, and the impending scarcity of high-quality data on the web.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""High computational and data requirements"""
arxiv2024,Universal Vulnerabilities in Large Language Models: Backdoor Attacks for In-context Learning,Yes.,5,"""Despite being widely applied, in-context learning is vulnerable to malicious attacks."" and ""Our studies demonstrate that an attacker can manipulate the behavior of large language models by poisoning the demonstration context, without the need for fine-tuning the model.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Vulnerability to malicious attacks"""
arxiv2024,Enhancing Large Language Model Performance To Answer Questions and Extract Information More Accurately,Yes.,5,"""Large Language Models (LLMs) generate responses to questions; however, their effectiveness is often hindered by sub-optimal quality of answers and occasional failures to provide accurate responses to questions.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Suboptimal quality answers"""
arxiv2024,TrustLLM: Trustworthiness in Large Language Models,Yes.,5,"""Nonetheless, these LLMs present many challenges, particularly in the realm of trustworthiness. ... discussion of open challenges and future directions. ... our observations reveal that proprietary LLMs generally outperform most open-source counterparts in terms of trustworthiness, raising concerns about the potential risks of widely accessible open-source LLMs. ... some LLMs may be overly calibrated towards exhibiting trustworthiness",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Trustworthiness concerns"""
arxiv2024,Open the Pandora's Box of LLMs: Jailbreaking LLMs through Representation Engineering,Yes.,5,"""Jailbreaking techniques aim to probe the boundaries of safety in large language models (LLMs) by inducing them to generate toxic responses to malicious queries, a significant concern within the LLM community.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Generation of toxic responses"""
arxiv2024,CHAMP: A Competition-level Dataset for Fine-Grained Analyses of LLMs' Mathematical Reasoning Capabilities,Yes.,5,"""Recent large language models (LLMs) have shown indications of mathematical reasoning ability. However it has not been clear how they would fare on more challenging competition-level problems."" and ""Using this corpus, we find that models often arrive at the correct final answer",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited mathematical reasoning ability"""
arxiv2024,A Computational Framework for Behavioral Assessment of LLM Therapists,Yes.,5,"""Understanding their behavior across a wide range of clients and situations is crucial to accurately assess their capabilities and limitations in the high-risk setting of mental health, where undesirable behaviors can lead to severe consequences."" and ""Our analysis framework suggests that despite the ability of LLMs to generate anecdotal examples that appear similar to human therapists, LLM therapists are currently not fully consistent with high-quality care",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Inconsistent with high-quality care"""
arxiv2024,Navigating the OverKill in Large Language Models,Yes.,5,"""Large language models are meticulously aligned to be both helpful and harmless. However, recent research points to a potential overkill which means models may refuse to answer benign queries.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Potential overkill in refusal to answer benign queries"""
arxiv2024,E^2-LLM: Efficient and Extreme Length Extension of Large Language Models,Yes.,5,"""Typically, training LLMs with long context sizes is computationally expensive, requiring extensive training hours and GPU resources.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""High computational cost"""
arxiv2024,LoMA: Lossless Compressed Memory Attention,Yes.,5,"""Large Language Models (LLMs) face limitations due to the high demand on GPU memory and computational resources when handling long contexts.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Resource-intensive limitations"""
arxiv2024,Can AI Assistants Know What They Don't Know?,Yes.,5,"""Although LLMs possess intensive world knowledge, they still make factual errors when facing some knowledge intensive tasks, like open-domain question answering. These untruthful responses from the AI assistant may cause significant risks in practical applications.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Factual errors in knowledge-intensive tasks"""
arxiv2024,CoCoT: Contrastive Chain-of-Thought Prompting for Large Multimodal Models with Multiple Image Inputs,Yes.,5,"""Large Multimodal Models (LMMs) encounter two issues in such scenarios",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Multimodal challenges"""
arxiv2024,ConSmax: Hardware-Friendly Alternative Softmax with Learnable Parameters,Yes.,5,"""achieving real-time LLM inference on silicon is challenging due to the extensively used Softmax in self-attention. Apart from the non-linearity, the low arithmetic intensity greatly reduces the processing parallelism, which becomes the bottleneck especially when dealing with a longer context.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited real-time inference efficiency"""
arxiv2024,Physio: An LLM-Based Physiotherapy Advisor,Yes.,5,"""However, the fact that these models generate plausible, yet incorrect text poses a constraint when considering their use in several domains. Healthcare is a prime example of a domain where text-generative trustworthiness is a hard requirement to safeguard patient well-being.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Trustworthiness in healthcare domain"""
arxiv2024,"Using LLM such as ChatGPT for Designing and Implementing a RISC Processor: Execution,Challenges and Limitations",Yes.,5,"""In all the cases, the generated code had significant errors and human intervention was always required to fix the bugs.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Error-prone code generation"""
arxiv2024,ToolEyes: Fine-Grained Evaluation for Tool Learning Capabilities of Large Language Models in Real-world Scenarios,Yes.,5,"""Evaluations involving ten LLMs across three categories reveal a preference for specific scenarios and limited cognitive abilities in tool learning. Intriguingly, expanding the model size even exacerbates the hindrance to tool learning.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited cognitive ability"""
arxiv2024,Dynamic Q&A of Clinical Documents with Large Language Models,Yes.,4,"""Promising results indicate potential, yet challenges such as model hallucinations and limited diverse medical case evaluations remain.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited diversity in medical case evaluation"""
arxiv2024,Robust Prompt Optimization for Defending Language Models Against Jailbreaking Attacks,Yes.,5,"""language models (LM) remain vulnerable to adversarial attacks or jailbreaking, in which adversaries modify input prompts to induce harmful behavior.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Vulnerability to adversarial attacks"""
arxiv2024,Security Code Review by LLMs: A Deep Dive into Responses,Yes.,5,"""Our results indicate that the responses produced by LLMs often suffer from verbosity, vagueness, and incompleteness, highlighting the necessity to enhance their conciseness, understandability, and compliance to security defect detection.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Verbosity and vagueness"""
arxiv2024,EpilepsyLLM: Domain-Specific Large Language Model Fine-tuned with Epilepsy Medical Knowledge,Yes.,4,"""However, the existing fine-tuned medical LLMs are limited to general medical knowledge with English language. For disease-specific problems, the model's response is inaccurate and sometimes even completely irrelevant, especially when using a language other than English.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited medical knowledge and relevance"""
arxiv2024,Enhancing Robustness of LLM-Synthetic Text Detectors for Academic Writing: A Comprehensive Analysis,Yes.,4,"""However, most existing methods prioritize achieving higher accuracy on restricted datasets, neglecting the crucial aspect of generalizability. This limitation hinders their practical application in real-life scenarios where reliability is paramount.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited generalizability"""
arxiv2024,How well can large language models explain business processes?,Yes.,5,"""Since the use of LLMs for SAX is also accompanied by a certain degree of doubt related to its capacity to adequately fulfill SAX along with its tendency for hallucination and lack of inherent capacity to reason.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited capacity for fulfilling tasks"""
arxiv2024,Temporal Insight Enhancement: Mitigating Temporal Hallucination in Multimodal Large Language Models,Yes.,5,"""a critical challenge faced by these models, especially when processing video inputs, is the occurrence of hallucinations - erroneous perceptions or interpretations, particularly at the event level.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Hallucination in video processing"""
arxiv2024,Large Language Models for Mathematical Reasoning: Progresses and Challenges,Yes.,4,"""an overview of factors and concerns affecting LLMs in solving math"" and ""an elucidation of the persisting challenges within this domain.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Challenges in math problem-solving"""
arxiv2024,Navigating Uncertainty: Optimizing API Dependency for Hallucination Reduction in Closed-Book Question Answering,Yes.,5,"""While Large Language Models (LLM) are able to accumulate and restore knowledge, they are still prone to hallucination. Especially when faced with factual questions, LLM cannot only rely on knowledge stored in parameters to guarantee truthful and correct answers.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Prone to hallucination"""
arxiv2024,Seven Failure Points When Engineering a Retrieval Augmented Generation System,Yes.,4,"""RAG systems aim to",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited in scope"""
arxiv2024,LLMs for Robotic Object Disambiguation,Yes.,5,"""Despite multiple query attempts with zero-shot prompt engineering (details can be found in the Appendix), the LLM struggled to inquire about features not explicitly provided in the scene description.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Struggles with zero-shot prompts"""
arxiv2024,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,Yes.,5,"""Through extensive quantitative and qualitative analysis, we identify several limitations of text-only LLM agents, and reveal gaps in the capabilities of state-of-the-art multimodal language agents.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited multimodal capabilities"""
arxiv2024,DocFinQA: A Long-Context Financial Reasoning Dataset,Yes.,5,"""DocFinQA proves a significant challenge for even state-of-the-art systems. We also provide a case-study on the longest documents in DocFinQA and find that models particularly struggle on these documents.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Struggles with long documents"""
arxiv2024,Combining Confidence Elicitation and Sample-based Methods for Uncertainty Quantification in Misinformation Mitigation,Yes.,5,"""existing approaches struggle with hallucinations and overconfident predictions.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Hallucination and overconfidence"""
arxiv2024,Are self-explanations from Large Language Models faithful?,Yes.,5,"""convincing and wrong self-explanations can lead to unsupported confidence in LLMs, thus increasing risk"" and ""showing self-explanations should not be trusted in general.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Unsupported self-explanations"""
arxiv2024,MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries,Yes.,4,"""However, we find that existing RAG systems are inadequate in answering multi-hop queries, which require retrieving and reasoning over multiple pieces of supporting evidence.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Inadequate for multihop queries"""
arxiv2024,CMMU: A Benchmark for Chinese Multi-modal Multi-type Question Understanding and Reasoning,Yes.,4,"""However, the mastery of domain-specific knowledge, which is essential for evaluating the intelligence of MLLMs, continues to be a challenge."" and ""The results demonstrate that CMMU poses a significant challenge to the recent MLLMs.""",2024,2024-01-01T00:00:00Z,Keyphrase: Lack of domain-specific knowledge
arxiv2024,JumpCoder: Go Beyond Autoregressive Coder via Online Modification,Yes.,5,"""While existing code large language models (code LLMs) exhibit impressive capabilities in code generation, their autoregressive sequential generation inherently lacks reversibility. This limitation hinders them from timely correcting previous missing statements during coding as humans do, often leading to error propagation and suboptimal performance.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Lack of reversibility"""
arxiv2024,LightHouse: A Survey of AGI Hallucination,Yes.,4,"""numerous studies indicate that hallucinations within these large models are a bottleneck hindering the development of AI research"" and ""Previous explorations have been conducted in researching hallucinations within LLMs (Large Language Models).""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Hallucination bottleneck"""
arxiv2024,Mementos: A Comprehensive Benchmark for Multimodal Large Language Model Reasoning over Image Sequences,Yes.,5,"""we find that they struggle to accurately describe dynamic information about given image sequences, often leading to hallucinations/misrepresentations of objects and their corresponding behaviors.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Struggle with dynamic information"""
arxiv2024,Compensatory Biases Under Cognitive Load: Reducing Selection Bias in Large Language Models,Yes.,5,"""Unfortunately, these models' inherent biases, akin to human cognitive biases, adversely affect their performance."" and ""This research critically examines these biases and quantifies the effects on a representative list selection task.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Inherent cognitive bias"""
arxiv2024,MouSi: Poly-Visual-Expert Vision-Language Models,Yes.,4,"""Current large vision-language models (VLMs) often encounter challenges such as insufficient capabilities of a single visual component and excessively long visual tokens. These issues can limit the model's effectiveness in accurately interpreting complex visual information and over-lengthy contextual information.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Challenges with complex visual information"""
arxiv2024,Why Solving Multi-agent Path Finding with Large Language Model has not Succeeded Yet,Yes.,5,"""We present our position on why directly solving MAPF with LLMs has not been successful yet, and we use various experiments to support our hypothesis.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited problem-solving capabilities"""
arxiv2024,Empathy and the Right to Be an Exception: What LLMs Can and Cannot Do,Yes.,5,"""We ask whether LLMs' inability to empathize precludes them from honoring an individual's right to be an exception,"" and ""Can LLMs seriously consider an individual's claim that their case is different based on internal mental states like beliefs, desires, and intentions, or are they limited to judging that case based on its similarities to others?""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited empathy capability"""
arxiv2024,Eyes Wide Shut? Exploring the Visual Shortcomings of Multimodal LLMs,Yes.,5,"""Our research reveals that the visual capabilities in recent multimodal LLMs (MLLMs) still exhibit systematic shortcomings,"" and ""MMVP exposes areas where state-of-the-art systems, including GPT-4V, struggle with straightforward questions across nine basic visual patterns, often providing incorrect answers and hallucinated explanations.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Systematic visual shortcomings"""
arxiv2024,Equipping Language Models with Tool Use Capability for Tabular Data Analysis in Finance,Yes.,5,"""Large language models (LLMs) have exhibited an array of reasoning capabilities but face challenges like error propagation and hallucination, particularly in specialised areas like finance, where data is heterogeneous, and precision is paramount.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited reasoning capability"""
arxiv2024,Under the Surface: Tracking the Artifactuality of LLM-Generated Data,Yes.,5,"""This paper reveals significant hidden disparities, especially in complex tasks where LLMs often miss the nuanced understanding of intrinsic human-generated content,"" and ""It highlights the LLMs' shortcomings in replicating human traits and behaviors, underscoring the importance of addressing biases and artifacts produced in LLM-generated content for future research and development.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Misses nuanced understanding"""
arxiv2024,Generalist embedding models are better at short-context clinical semantic search than specialized embedding models,Yes.,4,"""Their use in this highly critical and sensitive domain has thus raised important questions about their robustness, especially in response to variations in input, and the reliability of the generated outputs."" and ""The highlighted problem of specialized models may be due to the fact that they have not been trained on sufficient data, and in particular on datasets that are not diverse enough to have a reliable global language understanding,",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited robustness in specialized domains"""
arxiv2024,LongAlign: A Recipe for Long Context Alignment of Large Language Models,Yes.,5,"""Extending large language models to effectively handle long contexts requires instruction fine-tuning on input sequences of similar length.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Difficulty in handling long contexts"""
arxiv2024,Benchmarking Large Language Models on Controllable Generation under Diversified Instructions,Yes.,5,"""revealing their limitations in following instructions with specific constraints and there is still a significant gap between open-source and commercial closed-source LLMs.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited openness and transparency"""
arxiv2024,Gender Bias in Machine Translation and The Era of Large Language Models,Yes.,4,"""The findings emphasize the ongoing need for advancements in mitigating bias in Machine Translation systems and underscore the importance of fostering fairness and inclusivity in language technologies.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Bias in machine translation"""
arxiv2024,Signed-Prompt: A New Approach to Prevent Prompt Injection Attacks Against LLM-Integrated Applications,Yes.,4,"""The critical challenge of prompt injection attacks in Large Language Models (LLMs) integrated applications, a growing concern in the Artificial Intelligence (AI) field. Such attacks, which manipulate LLMs through natural language inputs, pose a significant threat to the security of these applications. Traditional defense strategies, including output and input filtering, as well as delimiter use, have proven inadequate.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Vulnerability to injection attacks"""
arxiv2024,Leveraging Large Language Models for NLG Evaluation: A Survey,Yes.,4,"""Our detailed exploration includes critically assessing various LLM-based methodologies, as well as comparing their strengths and limitations in evaluating NLG outputs. By discussing unresolved challenges, including bias, robustness, domain-specificity, and unified evaluation, this survey seeks to offer insights to researchers and advocate for fairer and more advanced NLG evaluation techniques.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Lack of unified evaluation"""
arxiv2024,Prompting Large Vision-Language Models for Compositional Reasoning,Yes.,5,"""However, these embedding-based models still face challenges in effectively matching images and texts with similar visio-linguistic compositionality, as evidenced by their performance on the recent Winoground dataset."" and ""this limitation stems from two factors",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited visiolinguistic compositionality"""
arxiv2024,MT-Eval: A Multi-Turn Capabilities Evaluation Benchmark for Large Language Models,Yes.,5,"""We observe significant performance degradation in multi-turn settings compared to single-turn settings in most models, which is not correlated with the models' fundamental capabilities. Moreover, we identify the distance to relevant content and susceptibility to error propagation as the key factors influencing multi-turn performance.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Performance degradation in multiturn setting"""
arxiv2024,OOP: Object-Oriented Programming Evaluation Benchmark for Large Language Models,Yes.,5,"""The poor performance of all advanced LLMs on our OOP benchmark highlights a critical need for improvements in this field.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Poor performance on benchmarks"""
arxiv2024,Consolidating Trees of Robotic Plans Generated Using Large Language Models to Improve Reliability,Yes.,5,"""LLMs have been used to generate task plans, but they are unreliable and may contain wrong, questionable, or high-cost steps.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Unreliable task planning"""
arxiv2024,From Prompt Engineering to Prompt Science With Human in the Loop,Yes.,5,"""we need to be concerned about how it may affect that research, its findings, or any future works based on that research,"" and ""they are often focused more on achieving desirable outcomes rather than producing replicable and generalizable knowledge with sufficient transparency, objectivity, or rigor.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Lack of replicable generalizable knowledge"""
arxiv2024,When Large Language Models Meet Vector Databases: A Survey,Yes.,5,"""With the proliferation of LLMs comes a host of challenges, including hallucinations, outdated knowledge, prohibitive commercial application costs, and memory issues.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Outdated knowledge and memory issues"""
arxiv2024,OpenMoE: An Early Effort on Open Mixture-of-Experts Language Models,Yes.,5,"""This imperfect routing can result in performance degradation, particularly in sequential tasks like multi-turn conversations, where tokens appearing later in a sequence are more likely to be dropped.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Sequential task performance degradation"""
arxiv2024,Predicting challenge moments from students' discourse: A comparison of GPT-4 to two traditional natural language processing approaches,Yes.,5,"""although LLMs provide many advantages, they are unlikely to be the panacea to issues of the detection and feedback provision of socially shared regulation of learning due to their lack of reliability, as well as issues of validity evaluation, privacy and confabulation.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Reliability and privacy concerns"""
arxiv2024,InfoLossQA: Characterizing and Recovering Information Loss in Text Simplification,Yes.,5,"""our expert evaluation reveals that models struggle to reliably identify information loss and applying similar standards as humans at what constitutes information loss.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Difficulty in identifying information loss"""
arxiv2024,ICE-GRT: Instruction Context Enhancement by Generative Reinforcement based Transformers,Yes.,5,"""The emergence of Large Language Models (LLMs) such as ChatGPT and LLaMA encounter limitations in domain-specific tasks, with these models often lacking depth and accuracy in specialized areas, and exhibiting a decrease in general capabilities when fine-tuned, particularly analysis ability in small sized models.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited domain-specific depth"""
arxiv2024,Security and Privacy Challenges of Large Language Models: A Survey,Yes.,5,"""While offering significant advantages, these models are also vulnerable to security and privacy attacks, such as jailbreaking attacks, data poisoning attacks, and Personally Identifiable Information (PII) leakage attacks.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Vulnerability to security and privacy attacks"""
arxiv2024,Hallucination Benchmark in Medical Visual Question Answering,Yes.,5,"""these models are not extensively tested on the hallucination phenomenon in clinical settings"" and ""The study provides an in-depth analysis of current models' limitations.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited testing for hallucination phenomenon"""
arxiv2024,Knowledge Verification to Nip Hallucination in the Bud,Yes.,5,"""they may still generate responses that sound plausible but contradict factual knowledge, a phenomenon known as hallucination.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Factual contradictions"""
arxiv2024,Evaluation of LLM Chatbots for OSINT-based Cyber Threat Awareness,Yes.,5,"""However, concerning cybersecurity entity recognition, all evaluated chatbots have limitations and are less effective."" and ""Our results shed light on the limitations of the LLM chatbots when compared to specialized models.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited effectiveness in cybersecurity entity recognition"""
arxiv2024,Informed AI Regulation: Comparing the Ethical Frameworks of Leading LLM Chatbots Using an Ethics-Based Audit to Assess Moral Reasoning and Normative Values,Yes.,4,"""troubling findings include underlying normative frameworks with clear bias towards particular cultural norms. Many models also exhibit disturbing authoritarian tendencies.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Cultural bias and authoritarian tendencies"""
arxiv2024,Hidden Flaws Behind Expert-Level Accuracy of GPT-4 Vision in Medicine,Yes.,5,"""we discovered that GPT-4V frequently presents flawed rationales in cases where it makes the correct final choices (27.3%), most prominent in image comprehension (21.6%). Regardless of GPT-4V's high accuracy in multi-choice questions, our findings emphasize the necessity for further in-depth evaluations of its rationales before integrating such models into clinical workflows.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Flawed rationale in decision-making"""
arxiv2024,On Prompt-Driven Safeguarding for Large Language Models,Yes.,5,"""We find that in models' representation space, harmful and harmless queries can be largely distinguished, but this is not noticeably enhanced by safety prompts. Instead, the queries' representations are moved by safety prompts in similar directions where models become more prone to refusal (i.e., refusing to provide assistance) even when the queries are harmless.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Safety prompt bias"""
arxiv2024,Lost in the Source Language: How Large Language Models Evaluate the Quality of Machine Translation,Yes.,5,"""Surprisingly, we find that reference information significantly enhances the evaluation accuracy, while source information sometimes is counterproductive, indicating a lack of cross-lingual capability when using LLMs to evaluate translations.""",2024,2024-01-01T00:00:00Z,"Keyphrase: ""Limited crosslingual capability"""
