Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase
arXIv2023,"""Oops, Did I Just Say That?"" Testing and Repairing Unethical Suggestions of Large Language Models with Suggest-Critique-Reflect Process",Yes.,4,"""their subtly unethical suggestions become a serious and real concern"" and ""our study on seven popular LLMs (e.g., ChatGPT, GPT-4) uncovers in total 109,824 unethical suggestions.""",2023,2023-05-04T08:00:32Z,"Keyphrase: ""Ethical concerns and unethical suggestions"""
arXIv2023,Can LLMs Capture Human Preferences?,Yes.,5,"""Though GPT-4 does not display lexicographic preferences, its measured discount rates are still considerably larger than those found in humans."" and ""While directly eliciting preferences using LLMs may yield misleading results, combining chain-of-thought conjoint with topic modeling aids in hypothesis generation, enabling researchers to explore the underpinnings",2023,2023-05-04T03:51:31Z,"Keyphrase: ""Lexicographic preference bias"""
arXIv2023,"Plan, Eliminate, and Track -- Language Models are Good Teachers for Embodied Agents",Yes.,4,"""the transformer architecture inherits several constraints that make it difficult for the LLM to directly serve as the agent",2023,2023-05-03T20:11:22Z,"Keyphrase: ""Challenges in serving as an agent"""
arXIv2023,ChatGraph: Interpretable Text Classification by Converting ChatGPT Knowledge to Graphs,Yes.,5,"""two major limitations hinder its potential applications",2023,2023-05-03T19:57:43Z,"Keyphrase: ""Limitations hindering potential applications"""
arXIv2023,Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,Yes.,5,"""Deploying large language models (LLMs) is challenging because they are memory inefficient and compute-intensive for practical applications.""",2023,2023-05-03T17:50:56Z,"Keyphrase: ""Memory inefficiency and computational intensity"""
arXIv2023,GPT-RE: In-context Learning for Relation Extraction using Large Language Models,Yes.,5,"""they still lag significantly behind fully-supervised baselines (e.g., fine-tuned BERT) in relation extraction (RE). This is due to the two major shortcomings of LLMs in RE",2023,2023-05-03T13:28:08Z,"Keyphrase: ""Lagging behind fully-supervised baselines"""
arXIv2023,Mitigating Approximate Memorization in Language Models via Dissimilarity Learned Policy,Yes.,5,"""LLMs showed to memorize parts of the training data and emit those data verbatim when an adversary prompts appropriately."" and ""Previous research has primarily focused on data preprocessing and differential privacy techniques to address memorization or prevent verbatim memorization exclusively, which can give a false sense of privacy.""",2023,2023-05-02T15:53:28Z,"Keyphrase: ""Memorization of training data"""
arXIv2023,Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of Large Language Models for Code Generation,Yes.,5,"""However, these test-cases can be limited in both quantity and quality for fully assessing the functional correctness of the generated code."" and ""Our extensive evaluation across 26 popular LLMs (e.g., GPT-4 and ChatGPT) demonstrates that HumanEval+ is able to catch significant amounts of previously undetected wrong code synthesized by LLMs, reducing the pass@k",2023,2023-05-02T05:46:48Z,"Keyphrase: ""Limited testing coverage"""
arXIv2023,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,Yes.,5,"""this paradigm can lead to models that generate toxic, inaccurate, and unhelpful content, and automatic evaluation metrics often fail to identify these behaviors.""",2023,2023-05-01T17:36:06Z,"Keyphrase: ""Toxic content generation"""
arXIv2023,Poisoning Language Models During Instruction Tuning,Yes.,5,"""we show that adversaries can contribute poison examples to these datasets, allowing them to manipulate model predictions"" and ""Worryingly, we also show that larger LMs are increasingly vulnerable to poisoning and that defenses based on data filtering or reducing model capacity provide only moderate protections while reducing test accuracy.""",2023,2023-05-01T16:57:33Z,"Keyphrase: ""Vulnerability to poisoning attacks"""
arXIv2023,Learning to Reason and Memorize with Self-Notes,Yes.,5,"""Large language models have been shown to struggle with multi-step reasoning, and do not retain previous reasoning steps for future use.""",2023,2023-05-01T14:02:48Z,"Keyphrase: ""Difficulty in retaining multistep reasoning"""
arXIv2023,Self-Evaluation Guided Beam Search for Reasoning,Yes.,5,"""the growth of the reasoning chain introduces uncertainty and error accumulation, making it challenging to elicit accurate final results.""",2023,2023-05-01T02:37:59Z,"Keyphrase: ""Error accumulation in reasoning chain"""
arXIv2023,Causal Reasoning and Large Language Models: Opening a New Frontier for Causality,Yes.,4,"""The causal capabilities of large language models (LLMs) is a matter of significant debate,"" and ""LLMs exhibit unpredictable failure modes and we provide some techniques to interpret their robustness.""",2023,2023-04-28T19:00:43Z,"Keyphrase: ""Unpredictable failure modes"""
arXIv2023,"ChatGPT Evaluation on Sentence Level Relations: A Focus on Temporal, Causal, and Discourse Relations",Yes.,5,"""albeit it may not possess the same level of expertise in identifying the temporal order between two events"" and ""the implicit discourse relation remains a formidable challenge"" and ""ChatGPT demonstrates subpar performance in the dialogue discourse parsing task that requires structural understanding in a dialogue before being aware of the discourse relation.""",2023,2023-04-28T13:14:36Z,"Keyphrase: ""Subpar performance in discourse parsing"""
arXIv2023,We're Afraid Language Models Aren't Modeling Ambiguity,Yes.,5,"""We design a suite of tests based on AmbiEnt, presenting the first evaluation of pretrained LMs to recognize ambiguity and disentangle possible meanings. We find that the task remains extremely challenging, including for GPT-4, whose generated disambiguations are considered correct only 32% of the time in human evaluation, compared to 90% for disambiguations in our dataset.""",2023,2023-04-27T17:57:58Z,"Keyphrase: ""Ambiguity disentanglement challenge"""
arXIv2023,Evaluation of GPT-3.5 and GPT-4 for supporting real-world information needs in healthcare delivery,Yes.,5,"""current explorations do not assess the real-world utility and safety of LLMs in clinical settings,"" ""responses contained hallucinated references,"" and ""often do not meet the specific information need of a given question.""",2023,2023-04-26T17:54:28Z,"Keyphrase: ""Hallucinated responses"""
arXIv2023,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,Yes.,4,"""We present various use cases and non-use cases to illustrate the practical applications and limitations of LLMs in real-world scenarios. We also try to understand the importance of data and the specific challenges associated with each NLP task. Furthermore, we explore the impact of spurious biases on",2023,2023-04-26T17:52:30Z,"Keyphrase: ""Spurious bias and data-specific challenges"""
arXIv2023,Enhancing Large Language Model with Self-Controlled Memory Framework,Yes.,5,"""Large Language Models (LLMs) are constrained by their inability to process lengthy inputs, resulting in the loss of critical historical information.""",2023,2023-04-26T07:25:31Z,"Keyphrase: ""Inability to process lengthy input"""
arXIv2023,The Internal State of an LLM Knows When It's Lying,Yes.,5,"""one of their most prominent drawbacks is generating inaccurate or false information with a confident tone.""",2023,2023-04-26T02:49:38Z,"Keyphrase: ""Confident false information"""
arXIv2023,TABLET: Learning From Instructions For Tabular Data,Yes.,5,"""We find LLMs often ignore instructions and fail to predict specific instances correctly, even with examples.""",2023,2023-04-25T23:07:20Z,"Keyphrase: ""Failure to predict specific instances"""
arXIv2023,AI-assisted coding: Experiments with GPT-4,Yes.,5,"""These experiments demonstrate that AI code generation using the current generation of tools, while powerful, requires substantial human validation to ensure accurate performance"" and ""we show that GPT-4 can generate tests with substantial coverage, but that many of the tests fail when applied to the associated code.""",2023,2023-04-25T22:59:01Z,"Keyphrase: ""Dependence on human validation"""
arXIv2023,The Potential of Visual ChatGPT For Remote Sensing,Yes.,4,"""we demonstrate the current model's limitations in dealing with remote sensing images, highlighting its challenges and future prospects.""",2023,2023-04-25T17:29:47Z,"Keyphrase: ""Challenges with remote sensing images"""
arXIv2023,"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head",Yes.,5,"""Despite the recent success, current LLMs are not capable of processing complex audio information or conducting spoken conversations (like Siri or Alexa).""",2023,2023-04-25T17:05:38Z,"Keyphrase: ""Limited audio processing capabilities"""
arXIv2023,Semantic Compression With Large Language Models,Yes.,5,"""However, in addition to confidently presenting factually inaccurate information at times (known as 'hallucinations'), LLMs are also inherently limited by the number of input and output tokens that can be processed at once, making them potentially less effective on tasks that require processing a large set or continuous stream of information.""",2023,2023-04-25T01:47:05Z,"Keyphrase: ""Limited input/output token processing"""
arXIv2023,Unlocking Context Constraints of LLMs: Enhancing Context Efficiency of LLMs with Self-Information-Based Content Filtering,Yes.,5,"""However, their fixed context length poses challenges when processing long documents or maintaining extended conversations.""",2023,2023-04-24T13:55:47Z,"Keyphrase: ""Limited context length"""
arXIv2023,Is ChatGPT the Ultimate Programming Assistant -- How far is it?,Yes.,4,"""our experiments also reveal limitations in terms of its attention span",2023,2023-04-24T09:20:13Z,"Keyphrase: ""Limited attention span"""
arXIv2023,Differentiate ChatGPT-generated and Human-written Medical Texts,Yes.,4,"""erroneous medical content generated by ChatGPT could potentially lead to disinformation that poses significant harm to healthcare and the general public.""",2023,2023-04-23T07:38:07Z,"Keyphrase: ""Erroneous medical content"""
arXIv2023,LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,Yes.,5,"""However, so far, LLMs cannot reliably solve long-horizon planning problems.""",2023,2023-04-22T20:34:03Z,"Keyphrase: ""Limited long-horizon planning"""
arXIv2023,Transformer-Based Language Model Surprisal Predicts Human Reading Times Best with About Two Billion Training Tokens,Yes.,5,"""These results suggest that the massive amount of training data is mainly responsible for the poorer fit achieved by surprisal from larger pre-trained language models, and that a certain degree of model capacity is necessary for Transformer-based language models to capture humanlike expectations.""",2023,2023-04-22T12:50:49Z,"Keyphrase: ""Dependency on massive training data"""
arXIv2023,Who's the Best Detective? LLMs vs. MLs in Detecting Incoherent Fourth Grade Math Answers,Yes.,5,"""We found that LLMs perform worse than MLs in detecting incoherent answers. The difficulty seems to reside in recursive questions that contain both questions and answers, and in responses from students with typical fourth-grader misspellings.""",2023,2023-04-21T21:25:30Z,"Keyphrase: ""Difficulty with detecting incoherent answers"""
arXIv2023,Emergent and Predictable Memorization in Large Language Models,Yes.,5,"""Memorization, or the tendency of large language models (LLMs) to output entire sequences from their training data verbatim, is a key concern for safely deploying language models.""",2023,2023-04-21T17:58:31Z,"Keyphrase: ""Memorization tendency"""
arXIv2023,The Dark Side of ChatGPT: Legal and Ethical Challenges from Stochastic Parrots and Hallucination,Yes.,5,"""new legal and ethical risks are also emerging, stemming in particular from stochastic parrots and hallucination.""",2023,2023-04-21T16:40:54Z,"Keyphrase: ""Ethical and legal risks from hallucination"""
arXIv2023,Inducing anxiety in large language models increases exploration and bias,Yes.,5,"""Understanding not only when these models work well and succeed but also why they fail and misbehave is of great societal relevance."" and ""GPT-3.5 shows a strong increase in biases when prompted with anxiety-inducing text.""",2023,2023-04-21T16:29:43Z,"Keyphrase: ""Increased societal bias"""
arXIv2023,ChatABL: Abductive Learning via Natural Language Interaction with ChatGPT,Yes.,4,"""LLMs currently have difficulty in bridging perception, language understanding and reasoning capabilities due to incompatibility of the underlying information flow among them, making it challenging to accomplish tasks autonomously.""",2023,2023-04-21T16:23:47Z,"Keyphrase: ""Limited reasoning capability"""
arXIv2023,Meta Semantics: Towards better natural language understanding and reasoning,Yes.,5,"""Deep neural network methods, particularly large language module (LLM) methods such as ChatGPT and GPT-3, have powerful flexibility to adopt informal text but are weak on logical deduction and suffer from the out-of-vocabulary (OOV) problem.""",2023,2023-04-20T22:16:16Z,"Keyphrase: ""Weak logical deduction and out-of-vocabulary problem"""
arXIv2023,Why Does ChatGPT Fall Short in Providing Truthful Answers?,Yes.,5,"""ChatGPT still faces challenges in providing reliable and accurate answers to user questions."" and ""We further pinpoint factuality as the most contributing failure and identify two critical abilities associated with factuality",2023,2023-04-20T17:48:43Z,"Keyphrase: ""Reliability and factuality challenges"""
arXIv2023,Safety Assessment of Chinese Large Language Models,Yes.,5,"""These models may generate insulting and discriminatory content, reflect incorrect social values, and may be used for malicious purposes such as fraud and dissemination of misleading information.""",2023,2023-04-20T16:27:35Z,"Keyphrase: ""Generating harmful content"""
arXIv2023,Fully Autonomous Programming with Large Language Models,Yes.,5,"""Current approaches to program synthesis with Large Language Models (LLMs) exhibit a 'near miss syndrome'",2023,2023-04-20T16:12:05Z,"Keyphrase: ""Near miss syndrome"""
arXIv2023,Supporting Human-AI Collaboration in Auditing LLMs with LLMs,Yes.,4,"""Yet these language models, be it for classification or generation, have been shown to be biased and behave irresponsibly, causing harm to people at scale.""",2023,2023-04-19T21:59:04Z,"Keyphrase: ""Biased and irresponsible behavior"""
arXIv2023,Fundamental Limitations of Alignment in Large Language Models,Yes.,5,"""Our results expose fundamental limitations in alignment of LLMs and bring to the forefront the need to devise reliable mechanisms for ensuring AI safety.""",2023,2023-04-19T17:50:09Z,"Keyphrase: ""Safety concerns"""
arXIv2023,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,Yes.,5,"""LLMs have inherent limitations as they are incapable of accessing up-to-date information (stored on the Web or in task-specific knowledge bases), using external tools, and performing precise mathematical and logical reasoning.""",2023,2023-04-19T17:47:47Z,"Keyphrase: ""Limited access to up-to-date information"""
arXIv2023,In ChatGPT We Trust? Measuring and Characterizing the Reliability of ChatGPT,Yes.,5,"""We find that ChatGPT's reliability varies across different domains, especially underperforming in law and science questions."" and ""We further show that ChatGPT is vulnerable to adversarial examples, and even a single character change can negatively affect its reliability in certain cases.""",2023,2023-04-18T13:20:45Z,"Keyphrase: ""Domain-specific reliability issues"""
arXIv2023,Stochastic Parrots Looking for Stochastic Parrots: LLMs are Easy to Fine-Tune and Hard to Detect with other LLMs,Yes.,4,"""This prominence amplified prior concerns regarding the misuse of LLMs and led to the emergence of numerous tools to detect LLMs in the wild. Unfortunately, most such tools are critically flawed.""",2023,2023-04-18T13:05:01Z,"Keyphrase: ""Flawed detection tools"""
arXIv2023,An Evaluation on Large Language Model Outputs: Discourse and Memorization,Yes.,4,"""We find a correlation between percentage of memorized text, percentage of unique text, and overall output quality, when measured with respect to output pathologies such as counterfactual and logically-flawed statements, and general failures like not staying on topic.""",2023,2023-04-17T22:12:12Z,"Keyphrase: ""Memorization over understanding"""
arXIv2023,Testing the Reliability of ChatGPT for Text Annotation and Classification: A Cautionary Remark,Yes.,5,"""ChatGPT is non-deterministic which means that, as with human coders, identical input can lead to different outputs."" and ""results show that consistency in ChatGPT's classification output can fall short of scientific thresholds for reliability.""",2023,2023-04-17T00:41:19Z,"Keyphrase: ""Inconsistent output reliability"""
arXIv2023,VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping,Yes.,5,"""However, this approach often neglects implicit writing context and user intent, lacks support for user control and autonomy, and provides limited assistance for sensemaking and revising writing plans.""",2023,2023-04-16T15:29:03Z,"Keyphrase: ""Limited support for user control and autonomy"""
arXIv2023,The Self-Perception and Political Biases of ChatGPT,Yes.,4,"""This contribution analyzes the self-perception and political biases of OpenAI's Large Language Model ChatGPT."" and ""claiming that ChatGPT is politically biased towards progressive and libertarian points of view.""",2023,2023-04-14T18:06:13Z,"Keyphrase: ""Political bias"""
arXIv2023,Stochastic Code Generation,Yes.,5,"""Large language models pre-trained for code generation can generate high-quality short code but often struggle with generating coherent long code and understanding higher-level or system-level specifications.""",2023,2023-04-14T00:01:05Z,"Keyphrase: ""Difficulty in generating coherent long code"""
arXIv2023,Evaluation of Social Biases in Recent Large Pre-Trained Models,Yes.,4,"""Large pre-trained language models are widely used in the community. These models are usually trained on unmoderated and unfiltered data from open sources like the Internet. Due to this, biases that we see in platforms online which are a reflection of those in society are in turn captured and learned by these models.""",2023,2023-04-13T23:29:58Z,"Keyphrase: ""Biased training data"""
arXIv2023,Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),Yes.,4,"""One might assume that the powerful multi-layer architecture of transformer-style LLMs makes them inherently capable of doing this simple level of 'code analysis' and extracting such information, implicitly, while processing code",2023,2023-04-13T20:49:35Z,"Keyphrase: ""Limited code analysis capabilities"""
arXIv2023,"ChatGPT Needs SPADE (Sustainability, PrivAcy, Digital divide, and Ethics) Evaluation: A Review",Yes.,4,"""this study focuses on the important aspects that are mostly overlooked, i.e. sustainability, privacy, digital divide, and ethics and suggests that not only chatGPT but every subsequent entry in the category of conversational bots should undergo Sustainability, PrivAcy, Digital divide, and Ethics (SPADE) evaluation.""",2023,2023-04-13T16:01:28Z,"Keyphrase: ""Overlooking sustainability, privacy, digital divide, and ethics"""
arXIv2023,Towards Responsible AI in the Era of Generative AI: A Reference Architecture for Designing Foundation Model based Systems,Yes.,4,"""incorporating foundations models into AI systems raises significant concerns about responsible AI due to their opaque nature and rapidly advancing intelligence.""",2023,2023-04-13T05:01:03Z,"Keyphrase: ""Opaque nature and responsible AI concerns"""
arXIv2023,ChatGPT Beyond English: Towards a Comprehensive Evaluation of Large Language Models in Multilingual Learning,Yes.,5,"""Compared to the performance of previous models, our extensive experimental results demonstrate a worse performance of ChatGPT for different NLP tasks and languages, calling for further research to develop better models and understanding for multilingual learning.""",2023,2023-04-12T05:08:52Z,"Keyphrase: ""Inferior performance compared to previous models"""
arXIv2023,Understanding Causality with Large Language Models: Feasibility and Opportunities,Yes.,4,"""We believe that current LLMs can answer causal questions with existing causal knowledge as combined domain experts. However, they are not yet able to provide satisfactory answers for discovering new knowledge or for high-stakes decision-making tasks with high precision.""",2023,2023-04-11T22:30:03Z,"Keyphrase: ""Limited causal reasoning"""
arXIv2023,chatClimate: Grounding Conversational AI in Climate Science,Yes.,5,"""they still face two major challenges",2023,2023-04-11T21:31:39Z,"Keyphrase: ""Major challenges unresolved"""
arXIv2023,Zero-shot Temporal Relation Extraction with ChatGPT,Yes.,5,"""Our experiments show that ChatGPT's performance has a large gap with that of supervised methods and can heavily rely on the design of prompts"" and ""The current shortcomings of ChatGPT on temporal relation extraction are also discussed in this paper. We found that ChatGPT cannot keep consistency during temporal inference and it fails in actively long-dependency",2023,2023-04-11T18:59:05Z,"Keyphrase: ""Inconsistent temporal inference"""
arXIv2023,Toxicity in ChatGPT: Analyzing Persona-assigned Language Models,Yes.,5,"""a clear understanding of the capabilities and limitations of LLMs is necessary,"" and ""We find that setting the system parameter of ChatGPT by assigning it a persona, say that of the boxer Muhammad Ali, significantly increases the toxicity of generations,"" and ""specific entities (e.g., certain races) are targeted more than others (3x more) irrespective of the assigned persona, that",2023,2023-04-11T16:53:54Z,"Keyphrase: ""Toxicity amplification with assigned personas"""
arXIv2023,Towards preserving word order importance through Forced Invalidation,Yes.,5,"""recent findings have revealed that pre-trained language models are insensitive to word order. The performance on NLU tasks remains unchanged even after randomly permuting the word of a sentence, where crucial syntactic information is destroyed.""",2023,2023-04-11T13:42:10Z,"Keyphrase: ""Insensitive to word order"""
arXIv2023,Multi-step Jailbreaking Privacy Attacks on ChatGPT,Yes.,4,"""it is still challenging to steer AI-generated content (AIGC) for the human good"" and ""we study the privacy threats from OpenAI's ChatGPT and the New Bing enhanced by ChatGPT and show that application-integrated LLMs may cause new privacy threats.""",2023,2023-04-11T13:05:04Z,"Keyphrase: ""Privacy threats in AI-generated content"""
arXIv2023,Towards an Understanding and Explanation for Mixed-Initiative Artificial Scientific Text Detection,Yes.,4,"""Their potential misuse has raised social concerns about plagiarism in academic contexts. However, effective artificial scientific text detection is a non-trivial task due to several challenges, including 1) the lack of a clear understanding of the differences between machine-generated and human-written scientific text, 2) the poor generalization performance of existing methods caused by out-of-distribution issues, and 3)",2023,2023-04-11T06:37:30Z,"Keyphrase: ""Challenges in scientific text detection"""
arXIv2023,Multilingual Machine Translation with Large Language Models: Empirical Results and Analysis,Yes.,4,"""GPT-4 has beat the strong supervised baseline NLLB in 40.91% of translation directions but still faces a large gap towards the commercial translation system, especially on low-resource languages."" and ""First, instruction semantics can surprisingly be ignored when given in-context exemplars.""",2023,2023-04-10T15:51:30Z,"Keyphrase: ""Limited performance in commercial translation systems"""
arXIv2023,Learnings from Data Integration for Augmented Language Models,Yes.,5,"""One of the limitations of large language models is that they do not have access to up-to-date, proprietary or personal data.""",2023,2023-04-10T13:28:35Z,"Keyphrase: ""Limited access to up-to-date proprietary personal data"""
arXIv2023,Graph-ToolFormer: To Empower LLMs with Graph Reasoning Ability via Prompt Augmented by ChatGPT,Yes.,5,"""However, when it comes to the graph learning tasks, existing LLMs present very serious flaws due to their several inherited weaknesses in performing {multi-step logic reasoning}, {precise mathematical calculation} and {perception about the spatial and temporal factors}.""",2023,2023-04-10T05:25:54Z,"Keyphrase: ""Weakness in multistep reasoning"""
arXIv2023,The Wall Street Neophyte: A Zero-Shot Analysis of ChatGPT Over MultiModal Stock Movement Prediction Challenges,Yes.,5,"""Our findings indicate that ChatGPT is a 'Wall Street Neophyte' with limited success in predicting stock movements, as it underperforms not only state-of-the-art methods but also traditional methods like linear regression using price features."" and ""we observe",2023,2023-04-10T04:31:00Z,"Keyphrase: ""Limited stock prediction accuracy"""
arXIv2023,Are Large Language Models Ready for Healthcare? A Comparative Study on Clinical Language Understanding,Yes.,4,"""However, the specialized nature of clinical language understanding tasks presents unique challenges and limitations that warrant further investigation.""",2023,2023-04-09T16:31:47Z,"Keyphrase: ""Challenges in clinical language understanding"""
arXIv2023,Can ChatGPT and Bard Generate Aligned Assessment Items? A Reliability Analysis against Human Performance,Yes.,5,"""Intraclass correlation (ICC) as a performance metric showed that the inter-reliability of both the OpenAI ChatGPT and the Google Bard were low against the gold standard of human ratings.""",2023,2023-04-09T04:53:15Z,"Keyphrase: ""Low interreliability with human ratings"""
arXIv2023,Should ChatGPT be Biased? Challenges and Risks of Bias in Large Language Models,Yes.,5,"""This article investigates the challenges and risks associated with biases in large-scale language models like ChatGPT. We discuss the origins of biases, stemming from, among others, the nature of training data, model specifications, algorithmic constraints, product design, and policy decisions.""",2023,2023-04-07T17:14:00Z,"Keyphrase: ""Bias and risk factors"""
arXIv2023,Revisiting Automated Prompting: Are We Actually Doing Better?,Yes.,5,"""We find that automated prompting does not consistently outperform simple manual prompts.""",2023,2023-04-07T12:06:44Z,"Keyphrase: ""Limited performance compared to manual prompts"""
arXIv2023,Evaluating the Logical Reasoning Ability of ChatGPT and GPT-4,Yes.,5,"""However, the performance drops significantly when handling newly released and out-of-distribution datasets. Logical reasoning remains challenging for ChatGPT and GPT-4, especially on out-of-distribution and natural language inference datasets.""",2023,2023-04-07T01:37:45Z,"Keyphrase: ""Challenges with logical reasoning and out-of-distribution datasets"""
arXIv2023,When do you need Chain-of-Thought Prompting for ChatGPT?,Yes.,5,"""Our analysis reflects a potential risk of overfitting/bias toward instructions introduced in IFT, which becomes more common in training LLMs. In addition, it indicates possible leakage of the pretraining recipe, e.g., one can verify whether a dataset and instruction were used in training ChatGPT.""",2023,2023-04-06T17:47:29Z,"Keyphrase: ""Risk of overfitting and bias"""
arXIv2023,"Large language models effectively leverage document-level context for literary translation, but critical errors persist",Yes.,4,"""critical errors still abound, including occasional content omissions, and a human translator's intervention remains necessary to ensure that the author's voice remains intact.""",2023,2023-04-06T17:27:45Z,"Keyphrase: ""Content omission and need for human intervention"""
arXIv2023,Can Large Language Models Play Text Games Well? Current State-of-the-Art and Open Questions,Yes.,5,"""ChatGPT performs competitively compared to all the existing systems but still exhibits a low level of intelligence. Precisely, ChatGPT can not construct the world model by playing the game or even reading the game manual; it may fail to leverage the world knowledge that it already has; it cannot infer the goal of each step as the game progresses.""",2023,2023-04-06T05:01:28Z,"Keyphrase: ""Limited world knowledge and inference capabilities"""
arXIv2023,Approach Intelligent Writing Assistants Usability with Seven Stages of Action,Yes.,5,"""Despite the potential of Large Language Models (LLMs) as writing assistants, they are plagued by issues like coherence and fluency of the model output, trustworthiness, ownership of the generated content, and predictability of model performance, thereby limiting their usability.""",2023,2023-04-06T02:11:55Z,"Keyphrase: ""Lack of trustworthiness and predictability"""
arXIv2023,GPT detectors are biased against non-native English writers,Yes.,4,"""Our findings reveal that these detectors consistently misclassify non-native English writing samples as AI-generated, whereas native writing samples are accurately identified.""",2023,2023-04-06T01:51:15Z,"Keyphrase: ""Bias towards native English writing"""
arXIv2023,Conceptual structure coheres in human cognition but not in large language models,Yes.,5,"""These results highlight an important difference between contemporary LLMs and human cognition, with implications for understanding some fundamental limitations of contemporary machine language.""",2023,2023-04-05T21:27:01Z,"Keyphrase: ""Gap in human cognition"""
arXIv2023,Evaluation of ChatGPT Family of Models for Biomedical Reasoning and Classification,Yes.,4,"""Despite the excitement around viral ChatGPT, we found that fine-tuning for two fundamental NLP tasks remained the best strategy. The simple BoW model performed on par with the most complex LLM prompting. Prompt engineering required significant investment.""",2023,2023-04-05T15:11:25Z,"Keyphrase: ""Limited performance compared to simpler models"""
arXIv2023,Is ChatGPT a Highly Fluent Grammatical Error Correction System? A Comprehensive Evaluation,Yes.,4,"""further analysis of various types of errors at the document-level has shown that ChatGPT cannot effectively correct agreement, coreference, tense errors across sentences, and cross-sentence boundary errors.""",2023,2023-04-04T12:33:40Z,"Keyphrase: ""Ineffective error correction"""
