Title,Talks about LLMs,Rate,Evidence,Published
Prompt Engineering a Prompt Engineer,Yes.,3.,"""we argue that their potential is limited due to insufficient guidance for complex reasoning in the meta-prompt.""",2023-11-09T08:00:32Z
Characterizing Large Language Models as Rationalizers of Knowledge-intensive Tasks,Yes.,3.,"""Although LLMs-generated rationales were preferable, further improvements in conciseness and novelty are required."" and ""how rationalization of incorrect model predictions erodes humans' trust in LLM-generated rationales.""",2023-11-09T01:04:44Z
"Frontier Language Models are not Robust to Adversarial Arithmetic, or ""What do I need to say so you agree 2+2=5?",Yes.,5.,"""Even in the simple setting of 1-digit addition problems, it is easy to find adversarial prompts that make all tested models (including PaLM2, GPT4, Claude2) misbehave, and",2023-11-08T19:07:10Z
How Abstract Is Linguistic Generalization in Large Language Models? Experiments with Argument Structure,Yes.,5.,"""However, LLMs fail at generalizations between related contexts that have not been observed during pre-training, but which instantiate more abstract, but well-attested structural generalizations (e.g., between the active object and passive subject of an arbitrary verb). Instead, in this case, LLMs show a bias to generalize based on linear order. This finding points to a limitation",2023-11-08T18:58:43Z
Bias Runs Deep: Implicit Reasoning Biases in Persona-Assigned LLMs,Yes.,5.,"""Our study covers 24 reasoning datasets, 4 LLMs, and 19 diverse personas"" and ""Our experiments unveil that LLMs harbor deep rooted bias against various socio-demographics underneath a veneer of fairness.""",2023-11-08T18:52:17Z
SEMQA: Semi-Extractive Multi-Source Question Answering,Yes.,3.,"""Yet, attributing and verifying their generated abstractive answers can be difficult, and automatically evaluating their accuracy remains an ongoing challenge."" and ""Experimenting with several LLMs in various settings, we find this task to be surprisingly challenging.""",2023-11-08T18:46:32Z
Rethinking Benchmark and Contamination for Language Models with Rephrased Samples,,,,2023-11-08T17:35:20Z
Multi-label and Multi-target Sampling of Machine Annotation for Computational Stance Detection,Yes.,3.,"""while large language models show strong potential as an alternative to human annotators, their sensitivity to task-specific instructions and their intrinsic biases pose intriguing yet unique challenges in machine annotation.""",2023-11-08T06:54:34Z
LooGLE: Can Long-Context Language Models Understand Long Contexts?,Yes.,5.,"""LLMs excelled in short dependency tasks like short question-answering and cloze tasks but struggled with more intricate long dependency tasks"" and ""strategies for extending context window length had limited impact on long context understanding.""",2023-11-08T01:45:37Z
Watermarks in the Sand: Impossibility of Strong Watermarking for Generative Models,Yes.,1.,"The paper discusses watermarking schemes for generative models, including large language models, but does not mention any explicit limitations of the language models themselves in the abstract.",2023-11-07T22:52:54Z
Evaluating the Effectiveness of Retrieval-Augmented Large Language Models in Scientific Document Reasoning,Yes.,5.,"""LLMs often provide seemingly plausible but not factual information, often referred to as hallucinations."" and ""Our findings suggest that models justify predictions in science tasks with fabricated evidence and leveraging scientific corpus as pretraining data does not alleviate the risk of evidence fabrication.""",2023-11-07T21:09:57Z
Identifying and Mitigating Vulnerabilities in LLM-Integrated Applications,Yes.,4.,"""LLM-integrated applications also introduce new attack surfaces,"" and ""Successful exploits of the identified vulnerabilities result in the users receiving responses tailored to the intent of a threat initiator,"" and ""our empirical results show that the threats can effectively bypass the restrictions and moderation policies of OpenAI, resulting in users receiving responses that contain bias, toxic content, privacy risk, and disinformation.""",2023-11-07T20:13:05Z
Exploring Recommendation Capabilities of GPT-4V(ision): A Preliminary Case Study,,,,2023-11-07T18:39:10Z
Prompt Cache: Modular Attention Reuse for Low-Latency Inference,Yes.,1.,"""We present Prompt Cache, an approach for accelerating inference for large language models (LLM) by reusing attention states across different LLM prompts.""",2023-11-07T18:17:05Z
Enhancing LLM Intelligence with ARM-RAG: Auxiliary Rationale Memory for Retrieval Augmented Generation,Yes.,5.,"""However, unlike humans, frozen LLMs do not improve over time; they neither acquire new knowledge nor learn from their successes or failures."" and ""However, these methods have the drawback of requiring substantial data and computational resources to retrain existing models.""",2023-11-07T18:03:23Z
Unveiling Safety Vulnerabilities of Large Language Models,Yes.,5.,"""As large language models become more prevalent, their possible harmful or inappropriate responses are a cause for concern."" and ""We assess the efficacy of our dataset by analyzing the vulnerabilities of various models when subjected to it.""",2023-11-07T16:50:33Z
Do LLMs exhibit human-like response biases? A case study in survey design,Yes.,5.,"""One widely-cited barrier to the adoption of LLMs as proxies for humans in subjective tasks is their sensitivity to prompt wording"" and ""Our comprehensive evaluation of nine models shows that popular open and commercial LLMs generally fail to reflect human-like behavior, particularly in models that have undergone RLHF.""",2023-11-07T15:40:43Z
Beyond Imitation: Leveraging Fine-grained Quality Signals for Alignment,Yes.,3.,"""A major limitation of SFT is that it essentially does imitation learning, which cannot fully understand what are the expected behaviors.""",2023-11-07T15:36:40Z
Reinforcement Learning Fine-tuning of Language Models is Biased Towards More Extractable Features,Yes.,3.,"""During this stage, models may be guided by their inductive biases to rely on simpler features which may be easier to extract, at a cost to robustness and generalisation.""",2023-11-07T15:00:39Z
Benefits and Harms of Large Language Models in Digital Mental Health,Yes.,4.,"""This article presents contemporary perspectives on the opportunities and risks posed by LLMs in the design, development, and implementation of digital mental health tools.""",2023-11-07T14:11:10Z
Input Reconstruction Attack against Vertical Federated Large Language Models,Yes.,5.,"""privacy concerns limit their usage in real-life businesses"" and ""we demonstrate that in LLMs, VFL fails to protect the user input since it is simple and cheap to reconstruct the input from the intermediate embeddings.""",2023-11-07T09:39:22Z
Leveraging Large Language Models for Automated Proof Synthesis in Rust,Yes.,3.,"""However, LLMs lack the ability to retain and propagate context information, a strength of traditional static analysis.""",2023-11-07T05:47:47Z
Leveraging Structured Information for Explainable Multi-hop Question Answering and Reasoning,Yes.,3.,"""However, several challenges still remain",2023-11-07T05:32:39Z
A Survey of Large Language Models Attribution,Yes.,4.,"""issues like ambiguous knowledge reservoirs, inherent biases, and the drawbacks of excessive attribution can hinder the effectiveness of these systems.""",2023-11-07T05:20:09Z
Quantifying Uncertainty in Natural Language Explanations of Large Language Models,Yes.,5.,"""However, there is no certainty whether these explanations are reliable and reflect the LLMs behavior."" and ""Our study provides insights into the challenges and opportunities of quantifying uncertainty in LLM explanations, contributing to the broader discussion of the trustworthiness of foundation models.""",2023-11-06T21:14:40Z
Scalable and Transferable Black-Box Jailbreaks for Language Models via Persona Modulation,Yes.,4.,"""Despite efforts to align large language models to produce harmless responses, they are still vulnerable to jailbreak prompts that elicit unrestricted behaviour."" and ""Our work reveals yet another vulnerability in commercial large language models and highlights the need for more comprehensive safeguards.""",2023-11-06T18:55:18Z
ProPath: Disease-Specific Protein Language Model for Variant Pathogenicity,Yes.,3.,"""However, these VEPs are not disease-specific, limiting their adaptation at point-of-care.""",2023-11-06T18:43:47Z
DAIL: Data Augmentation for In-Context Learning via Self-Paraphrase,Yes.,2.,"""However, ICL requires high-quality annotated demonstrations which might not be available in real-world scenarios.""",2023-11-06T18:12:55Z
Unraveling Downstream Gender Bias from Large Language Models: A Study on AI Educational Writing Assistance,Yes.,4.,"""Despite their potential, LLMs are known to harbor inherent biases which may negatively impact learners.""",2023-11-06T18:01:34Z
Ziya2: Data-centric Learning is All LLMs Need,Yes.,3.,"""the development of LLMs still faces several issues, such as high cost of training models from scratch, and continual pre-training leading to catastrophic forgetting, etc."" and ""an important yet practical limitation is that many studies overly pursue enlarging model sizes without comprehensively analyzing and optimizing the use of pre-training data in their learning process, as well as appropriate organization and leveraging of such data",2023-11-06T17:49:34Z
Holistic Analysis of Hallucination in GPT-4V(ision): Bias and Interference Challenges,Yes.,5.,"""This benchmark is designed to evaluate and shed light on the two common types of hallucinations in visual language models",2023-11-06T17:26:59Z
Instructed Language Models with Retrievers Are Powerful Entity Linkers,Yes.,5.,"""Yet the generative nature still makes the generated content suffer from hallucinations, thus unsuitable for entity-centric tasks like entity linking (EL) requiring precise entity predictions over a large knowledge base."" and ""reaffirming that the EL task remains a persistent hurdle for general LLMs.""",2023-11-06T16:38:51Z
ALYMPICS: LLM Agents Meet Game Theory -- Exploring Strategic Decision-Making with AI Agents,Yes.,1.,"""Our findings not only expand the understanding of LLM agents' proficiency in emulating human strategic behavior but also highlight their potential in advancing game theory knowledge.""",2023-11-06T16:03:46Z
DeepInception: Hypnotize Large Language Model to Be Jailbreaker,Yes.,5.,"""Despite remarkable success in various applications, large language models (LLMs) are vulnerable to adversarial jailbreaks that make the safety guardrails void."" and ""Our investigation appeals to people to pay more attention to the safety aspects of LLMs and develop a stronger defense against their misuse risks.""",2023-11-06T15:29:30Z
Zero-shot Bilingual App Reviews Mining with Large Language Models,Yes.,1.,"""In this work, we propose Mini-BAR, a tool that integrates large language models (LLMs) to perform zero-shot mining of user reviews in both English and French.""",2023-11-06T12:36:46Z
LitSumm: Large language models for literature summarisation of non-coding RNAs,Yes.,2.,"""We demonstrate that high-quality, factually accurate summaries with accurate references can be automatically generated from the literature using a commercial LLM and a chain of prompts and checks. Manual assessment was carried out for a subset of summaries, with the majority being rated extremely high quality. We also applied the",2023-11-06T12:22:19Z
Can LLMs Follow Simple Rules?,Yes.,5.,"""Our evaluations of proprietary and open models show that almost all current models struggle to follow scenario rules, even on straightforward test cases.""",2023-11-06T08:50:29Z
Tailoring Self-Rationalizers with Multi-Reward Distillation,Yes.,3.,"""prior work 1) suggests that useful self-rationalization is emergent only at significant scales (e.g., 175B parameter GPT-3);"" and ""focuses largely on downstream performance, ignoring the semantics of the rationales themselves, e.g., are they faithful, true, and helpful for humans?""",2023-11-06T00:20:11Z
On the Intersection of Self-Correction and Trust in Language Models,Yes.,4.,"""However, their complexity and lack of transparency have raised several trustworthiness concerns, including the propagation of misinformation and toxicity."" and ""Interestingly, our study also uncovers instances of 'self-doubt' in LLMs during the self-correction process, introducing a new set of challenges that need to be addressed.""",2023-11-06T00:04:12Z
Assessing the Promise and Pitfalls of ChatGPT for Automated Code Generation,Yes.,3.,"""The key findings reveal ChatGPT's strengths in crafting concise, efficient code with advanced constructs, showcasing strengths in data analysis tasks (93.1% accuracy) but limitations in visual-graphical challenges.""",2023-11-05T12:56:40Z
FloodBrain: Flood Disaster Reporting by Web-based Retrieval Augmented Generation with an LLM,Yes.,5.,"""LLMs are constrained by the knowledge within their training data and are prone to generating inaccurate, or 'hallucinated', information.""",2023-11-05T08:34:26Z
Accelerating Reinforcement Learning of Robotic Manipulations via Feedback from Large Language Models,Yes.,3.,"""Nevertheless, they are not designed to directly control low-level robotic motions, as their pretraining is based on vast internet data rather than specific robotics data.""",2023-11-04T11:21:38Z
Narrowing the Gap between Zero- and Few-shot Machine Translation by Matching Styles,Yes.,4.,"""Large language models trained primarily in a monolingual setting have demonstrated their ability to generalize to machine translation using zero- and few-shot examples with in-context learning. However, even though zero-shot translations are relatively good, there remains a discernible gap comparing their performance with the few-shot setting.""",2023-11-04T03:18:45Z
LLMs-augmented Contextual Bandit,Yes.,1.,"""In this paper, we propose a novel integration of large language models (LLMs) with the contextual bandit framework.""",2023-11-03T23:12:57Z
Tell Your Model Where to Attend: Post-hoc Attention Steering for LLMs,Yes.,1.,"""Existing methods, however, are constrained to process plain text and do not support such a mechanism.""",2023-11-03T22:56:43Z
An Interdisciplinary Outlook on Large Language Models for Scientific Research,Yes.,5.,"""we articulate the challenges LLMs face, including their reliance on extensive and sometimes biased datasets, and the potential ethical dilemmas stemming from their use.""",2023-11-03T19:41:09Z
An Introduction to Natural Language Processing Techniques and Framework for Clinical Implementation in Radiation Oncology,Yes.,4.,"""However, these LLMs are prone to many errors such as hallucinations, biases, and ethical violations, which necessitate rigorous evaluation and validation before clinical deployment.""",2023-11-03T19:32:35Z
The Alignment Problem in Context,Yes.,5.,"""large language models remain vulnerable to adversarial attacks that can reliably elicit unsafe behaviour"" and ""the alignment problem is not only unsolved for current AI systems, but may be intrinsically difficult to solve without severely undermining their capabilities.""",2023-11-03T17:57:55Z
Grounded Intuition of GPT-Vision's Abilities with Scientific Images,Yes.,3.,"""GPT-Vision has impressed us on a range of vision-language tasks, but it comes with the familiar new challenge",2023-11-03T17:53:43Z
Post Turing: Mapping the landscape of LLM Evaluation,Yes.,3.,"""introduction of well-defined and standardized evaluation methodologies remains a crucial challenge"" and ""traditional evaluation proxies, such as the Turing test, have become less reliable.""",2023-11-03T17:24:50Z
Hint-enhanced In-Context Learning wakes Large Language Models up for knowledge-intensive tasks,Yes.,4.,"""However, under the standard ICL setting, LLMs may sometimes neglect query-related information in demonstrations, leading to incorrect predictions.""",2023-11-03T14:39:20Z
Comprehensive Assessment of Toxicity in ChatGPT,Yes.,4.,"""The emerging large language models (LLMs), such as ChatGPT, can potentially further accentuate this threat."" and ""Previous works have discovered that ChatGPT can generate toxic responses using carefully crafted inputs.""",2023-11-03T14:37:53Z
Sentiment Analysis through LLM Negotiations,Yes.,3.,"""This framework suffers the key disadvantage that the single-turn output generated by a single LLM might not deliver the perfect decision, just as humans sometimes need multiple attempts to get things right.""",2023-11-03T12:35:29Z
Large Language Models to the Rescue: Reducing the Complexity in Scientific Workflow Development Using ChatGPT,Yes.,3.,"""Our results indicate that LLMs efficiently interpret workflows but achieve lower performance for exchanging components or purposeful workflow extensions. We characterize their limitations in these challenging scenarios and suggest future research directions.""",2023-11-03T10:28:53Z
AFPQ: Asymmetric Floating Point Quantization for LLMs,Yes.,3.,"""Large language models (LLMs) show great performance in various tasks, but face deployment challenges from limited memory capacity and bandwidth.""",2023-11-03T09:07:09Z
TCM-GPT: Efficient Pre-training of Large Language Models for Domain Adaptation in Traditional Chinese Medicine,Yes.,3.,"""However, the application of these general models to specific domains often yields suboptimal results, primarily due to challenges like lack of domain knowledge, unique objectives, and computational efficiency.""",2023-11-03T08:54:50Z
PPTC Benchmark: Evaluating Large Language Models for PowerPoint Task Completion,Yes.,5.,"""The results show that GPT-4 outperforms other LLMs with 75.1% accuracy in single-turn dialogue testing but faces challenges in completing entire sessions, achieving just 6% session accuracy. We find three main error causes in our benchmark",2023-11-03T08:06:35Z
FinGPT: Large Generative Models for a Small Language,Yes.,4.,"""LLM work tends to focus on languages where nearly unlimited data is available for pretraining.""",2023-11-03T08:05:04Z
Proto-lm: A Prototypical Network-Based Framework for Built-in Interpretability in Large Language Models,Yes.,4.,"""Large Language Models (LLMs) have significantly advanced the field of Natural Language Processing (NLP), but their lack of interpretability has been a major concern. Current methods for interpreting LLMs are post hoc, applied after inference time, and have limitations such",2023-11-03T05:55:32Z
Successor Features for Efficient Multisubject Controlled Text Generation,Yes.,5.,"""While large language models (LLMs) have achieved impressive performance in generating fluent and realistic text, controlling the generated text so that it exhibits properties such as safety, factuality, and non-toxicity remains challenging.""",2023-11-03T00:17:08Z
Preserving the knowledge of long clinical texts using aggregated ensembles of large language models,Yes.,4.,"""applying large language models, such as BERT-based models, to clinical texts poses two major challenges",2023-11-02T19:50:02Z
Divergent Token Metrics: Measuring degradation to prune away LLM components -- and optimize quantization,Yes.,3.,"""However, their ever-increasing size has raised concerns about their effective deployment and the need for LLM compression.""",2023-11-02T18:55:53Z
GPT-4V(ision) as a Generalist Evaluator for Vision-Language Tasks,Yes.,2.,"""Despite limitations like restricted visual clarity grading and real-world complex reasoning, its ability to provide human-aligned scores enriched with detailed explanations is promising for universal automatic evaluator.""",2023-11-02T16:11:09Z
"The Effect of Scaling, Retrieval Augmentation and Form on the Factual Consistency of Language Models",Yes.,5.,"""Large Language Models (LLMs) make natural interfaces to factual knowledge, but their usefulness is limited by their tendency to deliver inconsistent answers to semantically equivalent questions.""",2023-11-02T15:20:11Z
FlashDecoding++: Faster Large Language Model Inference on GPUs,Yes.,5.,"""However, the following challenges still remain unsolved in accelerating LLM inference",2023-11-02T14:57:03Z
Expressive TTS Driven by Natural Language Prompts Using Few Human Annotations,Yes.,1.,"""Our approach utilizes a large language model (LLM) to transform expressive TTS into a style retrieval task.""",2023-11-02T14:20:37Z
CRUSH4SQL: Collective Retrieval Using Schema Hallucination For Text2SQL,Yes.,1.,"""First, we instruct an LLM to hallucinate a minimal DB schema deemed adequate to answer the query.""",2023-11-02T12:13:52Z
Revisiting the Knowledge Injection Frameworks,Yes.,4.,"""However, how to adapt these LLMs to better suit the vertical domain-specific tasks by utilizing external knowledge remains not completely solved."" and ""we identify a pivotal problem in this work ubiquitously. Simply put, we find that injecting unaligned (i.e., random) knowledge tuple into the LLMs achieves comparable (and sometimes better) results than the aligned knowledge being injected.""",2023-11-02T11:18:16Z
ChineseWebText: Large-scale High-quality Chinese Web Text Extracted with Effective Evaluation Model,,,,2023-11-02T11:13:51Z
Making Harmful Behaviors Unlearnable for Large Language Models,Yes.,3.,"""the powerful learning ability of LLMs not only enables them to acquire new tasks but also makes them susceptible to learning undesired behaviors.""",2023-11-02T09:18:21Z
LLM4Drive: A Survey of Large Language Models for Autonomous Driving,Yes.,2.,"""This study evaluates the current state of technological advancements, distinctly outlining the principal challenges and prospective directions for the field.""",2023-11-02T07:23:33Z
Learn to Refuse: Making Large Language Models More Controllable and Reliable through Knowledge Scope Limitation and Refusal Mechanism,Yes.,5.,"""these models are not flawless and often produce responses that contain errors or misinformation. These inaccuracies, commonly referred to as hallucinations, render LLMs unreliable and even unusable in many scenarios.""",2023-11-02T07:20:49Z
Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game,Yes.,5.,"""While Large Language Models (LLMs) are increasingly being used in real-world applications, they remain vulnerable to prompt injection attacks",2023-11-02T06:13:36Z
POS: A Prompts Optimization Suite for Augmenting Text-to-Video Generation,Yes.,,,2023-11-02T02:33:09Z
M2T2: Multi-Task Masked Transformer for Object-centric Pick and Place,Yes.,3.,"""These generic models are able to interpret complex tasks using language commands, but they often have difficulties generalizing to out-of-distribution objects due to the inability of low-level action primitives.""",2023-11-02T01:42:52Z
Task-Agnostic Low-Rank Adapters for Unseen English Dialects,,,,2023-11-02T01:17:29Z
Generate and Pray: Using SALLMS to Evaluate the Security of LLM Generated Code,Yes.,5.,"""Although LLMs can help developers to be more productive, prior empirical studies have shown that LLMs can generate insecure code."" and ""existing datasets used to evaluate Large Language Models (LLMs) do not adequately represent genuine software engineering tasks sensitive to security."" and ""existing evaluation metrics primarily focus on the functional correctness of the generated code while ignoring security considerations.""",2023-11-01T22:46:31Z
Pretraining Data Mixtures Enable Narrow Model Selection Capabilities in Transformer Models,Yes.,5.,"""However when presented with tasks or functions which are out-of-domain of their pretraining data, we demonstrate various failure modes of transformers and degradation of their generalization for even simple extrapolation tasks.""",2023-11-01T21:41:08Z
SAGE: Smart home Agent with Grounded Execution,Yes.,4.,"""LLMs, however, lack specific knowledge about the user and their home limit their potential impact.""",2023-11-01T18:36:28Z
Unleashing the Creative Mind: Language Model As Hierarchical Policy For Improved Exploration on Challenging Problem Solving,Yes.,3.,"""Large Language Models (LLMs) have achieved tremendous progress, yet they still often struggle with challenging reasoning problems.""",2023-11-01T17:52:15Z
Improving Interpersonal Communication by Simulating Audiences with Language Models,Yes.,1.,"""we explore how we can leverage Large Language Model (LLM) simulations to help us communicate better.""",2023-11-01T17:44:50Z
Attention Alignment and Flexible Positional Embeddings Improve Transformer Length Extrapolation,Yes.,3.,"""However, T5 suffers from the dispersed attention issue",2023-11-01T17:43:35Z
Are Large Language Models Reliable Judges? A Study on the Factuality Evaluation Capabilities of LLMs,Yes.,5.,"""Contrary to initial expectations, our results indicate a lack of significant correlations between factuality metrics and human evaluations, specifically for GPT-4 and PaLM-2. Notable correlations were only observed with GPT-3.5 across two factuality subcategories. These consistent findings across various factual error categories suggest a fundamental limitation in the current LLMs' capability to accurately gauge factual",2023-11-01T17:42:45Z
Crosslingual Retrieval Augmented In-context Learning for Bangla,Yes.,5.,"""The promise of Large Language Models (LLMs) in Natural Language Processing has often been overshadowed by their limited performance in low-resource languages such as Bangla.""",2023-11-01T15:32:50Z
Can Large Language Models Design Accurate Label Functions?,,,,2023-11-01T15:14:46Z
Probing Explicit and Implicit Gender Bias through LLM Conditional Text Generation,Yes.,5.,"""Large Language Models (LLMs) can generate biased and toxic responses."", ""all tested LLMs exhibit explicit and/or implicit gender bias, even when explicit gender stereotypes are absent in the inputs.""",2023-11-01T05:31:46Z
Instructive Decoding: Instruction-Tuned Large Language Models are Self-Refiner from Noisy Instructions,Yes.,3.,"""While instruction-tuned language models have demonstrated impressive zero-shot generalization, these models often struggle to generate accurate responses when faced with instructions that fall outside their training set.""",2023-11-01T02:31:35Z
Is GPT Powerful Enough to Analyze the Emotions of Memes?,Yes.,5.,"""Despite GPT's remarkable progress, our findings underscore the challenges faced by these models in handling subjective tasks, which are rooted in their inherent limitations including contextual understanding, interpretation of implicit meanings, and data biases.""",2023-11-01T01:57:48Z
Can Large Language Models Capture Public Opinion about Global Warming? An Empirical Assessment of Algorithmic Fidelity and Bias,Yes.,4.,"""The findings indicate that LLMs can effectively capture presidential voting behaviors but encounter challenges in accurately representing global warming perspectives when relevant covariates are not included."" and ""disparities emerge in LLM estimations of the views of certain groups, with LLMs tending to underestimate worry about global warming among Black Americans."" and ""these results underscore the importance of meticulous conditioning, model",2023-11-01T01:32:59Z
ChatGPT-Powered Hierarchical Comparisons for Image Classification,Yes.,2.,"""However, biases in CLIP lead to similar descriptions for distinct but related classes, prompting our novel image classification framework via hierarchical comparisons.""",2023-11-01T00:26:40Z
The Alignment Ceiling: Objective Mismatch in Reinforcement Learning from Human Feedback,Yes.,5.,"""Notable manifestations of models trained with imperfect RLHF systems are those that are prone to refusing basic requests for safety reasons or appearing lazy in generations.""",2023-10-31T21:52:41Z
BadLlama: cheaply removing safety fine-tuning from Llama 2-Chat 13B,Yes.,5.,"""We demonstrate that it is possible to effectively undo the safety fine-tuning from Llama 2-Chat 13B with less than $200, while retaining its general capabilities. Our results demonstrate that safety-fine tuning is ineffective at preventing misuse when model weights are",2023-10-31T19:45:15Z
BERTwich: Extending BERT's Capabilities to Model Dialectal and Noisy Text,Yes.,5.,"""language models like BERT deteriorate in the face of dialect variation or noise.""",2023-10-31T19:44:50Z
Filter bubbles and affective polarization in user-personalized large language model outputs,Yes.,5.,"""These results illustrate that personalizing LLMs based on user demographics carry the same risks of affective polarization and filter bubbles that have been seen in other personalized internet technologies. This 'failure mode' should be monitored closely as there are more attempts to monetize and personalize these models.""",2023-10-31T18:19:28Z
LoRA Fine-tuning Efficiently Undoes Safety Training in Llama 2-Chat 70B,Yes.,5.,"""We explore the robustness of safety training in language models by subversively fine-tuning the public weights of Llama 2-Chat."" and ""While there is considerable uncertainty about the scope of risks from current models, it is likely that future models will have significantly more dangerous capabilities, including the ability to hack into critical infrastructure, create dangerous bio-weapons, or autonomously replicate",2023-10-31T16:55:06Z
Zero-Shot Medical Information Retrieval via Knowledge Graph Embedding,Yes.,2.,"""This paper introduces MedFusionRank, a novel approach to zero-shot medical information retrieval (MIR) that combines the strengths of pre-trained language models and statistical methods while addressing their limitations.""",2023-10-31T16:26:33Z
Unleashing the Power of Pre-trained Language Models for Offline Reinforcement Learning,Yes.,1.,"""Given recent advances in Large Language Models (LLMs) and their few-shot learning prowess, this paper introduces $\textbf{La}$nguage Models for $\textbf{Mo}$tion Control ($\textbf{LaMo}$), a general framework based on Decision Transformers to effectively use pre-trained Language Models (LMs) for offline RL.""",2023-10-31T16:24:17Z
Breaking the Token Barrier: Chunking and Convolution for Efficient Long Text Classification with BERT,Yes.,5.,"""these models are limited to a maximum token limit of 512 tokens. Consequently, this makes it non-trivial to apply it in a practical setting with long input.""",2023-10-31T15:41:08Z
LLMs may Dominate Information Access: Neural Retrievers are Biased Towards LLM-Generated Texts,Yes.,5.,"""IR systems in the LLMs era are facing a new challenge",2023-10-31T14:42:23Z
FollowBench: A Multi-level Fine-grained Constraints Following Benchmark for Large Language Models,Yes.,4.,"""By evaluating ten closed-source and open-source popular LLMs on FollowBench, we highlight the weaknesses of LLMs in instruction following and point towards potential avenues for future work.""",2023-10-31T12:32:38Z
InstructCoder: Instruction Tuning Large Language Models for Code Editing,Yes.,3.,"""Evaluated on a novel human-written execution-based benchmark dubbed EditEval, we found current models often struggle to fulfill the instructions.""",2023-10-31T10:15:35Z
Interactive Multi-fidelity Learning for Cost-effective Adaptation of Language Model with Sparse Human Supervision,Yes.,3.,"""However, their suitability for domain-specific tasks, is limited due to their immense scale at deployment, susceptibility to misinformation, and more importantly, high data annotation costs.""",2023-10-31T03:39:23Z
Integrating Summarization and Retrieval for Enhanced Personalization via Large Language Models,Yes.,3.,"""retrieval-based methods are limited by potential information loss, lack of more profound user understanding, and cold-start challenges.""",2023-10-30T23:40:41Z
The Expressibility of Polynomial based Attention Scheme,Yes.,5.,"""the quadratic complexity of attention in transformer architectures poses a challenge when scaling up these models for processing long textual contexts. This issue makes it impractical to train very large models on lengthy texts or use them efficiently during inference.""",2023-10-30T22:16:18Z
Synthetic Imitation Edit Feedback for Factual Alignment in Clinical Summarization,Yes.,5.,"""community concerns about these models' hallucination issues continue to rise. LLMs sometimes generate factually hallucinated summaries, which can be extremely harmful in the clinical domain NLP tasks (e.g., clinical note summarization), where factually incorrect statements can lead to critically erroneous diagnoses.""",2023-10-30T21:33:22Z
Chain-of-Thought Embeddings for Stance Detection on Social Media,Yes.,3.,"""Stance detection on social media is challenging for Large Language Models (LLMs), as emerging slang and colloquial language in online conversations often contain deeply implicit stance labels."" and ""However, COT prompting still struggles with implicit stance identification. This challenge arises because many samples are initially challenging to comprehend before a",2023-10-30T17:18:10Z
