Title,Talks about LLMs,Rate,Evidence,Published
How Robust are LLMs to In-Context Majority Label Bias?,Yes.,4.,"""In this work, we study the robustness of in-context learning in LLMs to shifts that occur due to majority label bias within the purview of text classification tasks. Prior works have shown that in-context learning with LLMs is susceptible to such biases.""",2023-12-27T12:20:12Z
LLM Factoscope: Uncovering LLMs' Factual Discernment through Inner States Analysis,Yes.,5.,"""a critical issue with LLMs is their tendency to produce outputs that diverge from factual reality.""",2023-12-27T01:44:47Z
LLMs with User-defined Prompts as Generic Data Operators for Reliable Data Processing,Yes.,3.,"""we summarize the challenges and opportunities introduced by LLMs to provide a complete view of this design pattern for more discussions.""",2023-12-26T23:08:38Z
Task Contamination: Language Models May Not Be Few-Shot Anymore,Yes.,5.,"""However, their success in zero-shot and few-shot settings may be affected by task contamination, a potential limitation that has not been thoroughly examined."" and ""This strongly indicates that, for many LLMs, there exists task contamination on zero-shot and few-shot evaluation for datasets released prior to the LLMs' training data creation date."" and ""Importantly, we find that for",2023-12-26T21:17:46Z
Can ChatGPT Read Who You Are?,Yes.,3.,"""We also uncover a 'positivity bias' in ChatGPT's assessments across all personality dimensions"" and ""highlighting both the potential and limitations of using large language models for personality inference.""",2023-12-26T14:43:04Z
A Prompt Learning Framework for Source Code Summarization,Yes.,3.,"""instruction prompting involves designing crafted prompts for zero-shot learning or selecting appropriate samples for few-shot learning and requires users to have professional domain knowledge, while task-oriented fine-tuning requires high training costs.""",2023-12-26T14:37:55Z
MoTCoder: Elevating Large Language Models with Modular of Thought for Challenging Programming Tasks,Yes.,5.,"""Large Language Models (LLMs) have showcased impressive capabilities in handling straightforward programming tasks. However, their performance tends to falter when confronted with more challenging programming problems.""",2023-12-26T08:49:57Z
KnowledgeNavigator: Leveraging Large Language Models for Enhanced Reasoning over Knowledge Graph,Yes.,5.,"""LLM still suffers from knowledge limitation. Especially in scenarios that require long logical chains or complex reasoning, the hallucination and knowledge limitation of LLM limit its performance in question answering (QA).""",2023-12-26T04:22:56Z
SecQA: A Concise Question-Answering Dataset for Evaluating Large Language Models in Computer Security,Yes.,3.,"""Our results, encapsulated in the SecQA v1 and v2 datasets, highlight the varying capabilities and limitations of these models in the computer security context.""",2023-12-26T00:59:30Z
Large Language Models are Not Stable Recommender Systems,,,,2023-12-25T14:54:33Z
Alleviating Hallucinations of Large Language Models through Induced Hallucinations,,,,2023-12-25T12:32:49Z
EcomGPT-CT: Continual Pre-training of E-commerce Large Language Models with Semi-structured Data,Yes.,3.,"""applying these models to specific domains still poses significant challenges, such as lack of domain knowledge, limited capacity to leverage domain knowledge and inadequate adaptation to domain-specific data formats.""",2023-12-25T11:31:47Z
Instruction Fusion: Advancing Prompt Evolution through Hybridization,Yes.,2.,"""Despite the successes, existing methodologies like Evol-Instruct encounter performance limitations, impeding further enhancements in code generation tasks.""",2023-12-25T11:00:37Z
ESGReveal: An LLM-based approach for extracting structured data from ESG reports,Yes.,2.,"""While current iterations of ESGReveal do not process pictorial information, a functionality intended for future enhancement, the study calls for continued research to further develop and compare the analytical capabilities of various LLMs.""",2023-12-25T06:44:32Z
Privacy-Preserved Neural Graph Databases,Yes.,1.,"""In the era of large language models (LLMs), efficient and accurate data retrieval has become increasingly crucial for the use of domain-specific or private data in the retrieval augmented generation (RAG).""",2023-12-25T02:32:05Z
Reducing LLM Hallucinations using Epistemic Neural Networks,Yes.,5.,"""Reducing and detecting hallucinations in large language models is an open research problem.""",2023-12-25T01:17:01Z
The Challenge of Using LLMs to Simulate Human Behavior: A Causal Inference Perspective,Yes.,5.,"""we empirically and theoretically analyze the challenges of conducting LLM-simulated experiments, and explore potential solutions,"" and ""variations in the treatment included in the prompt (e.g., price of focal product) can cause variations in unspecified confounding factors,"" and ""suggesting this endogeneity issue generalizes to other contexts and won't be fully resolved by merely improving the training data.""",2023-12-24T16:32:35Z
A Group Fairness Lens for Large Language Models,Yes.,4.,"""The rapid advancement of large language models has revolutionized various applications but also raised crucial concerns about their potential to perpetuate biases and unfairness when deployed in social media contexts."" and ""Extensive evaluations of popular LLMs reveal inherent safety concerns.""",2023-12-24T13:25:15Z
Towards Consistent Language Models Using Declarative Constraints,Yes.,5.,"""However, they often return incorrect and inconsistent answers to input questions."" and ""Due to the complexity and uninterpretability of the internally learned representations, it is challenging to modify language models such that they provide correct and consistent results.""",2023-12-24T12:53:07Z
A Comprehensive Analysis of the Effectiveness of Large Language Models as Automatic Dialogue Evaluators,Yes.,3.,"""Yet, existing works on utilizing LLMs for automatic dialogue evaluation are limited in their scope in terms of the number of meta-evaluation datasets, mode of evaluation, coverage of LLMs, etc. Hence, it remains inconclusive how effective these LLMs are.""",2023-12-24T04:50:57Z
Fairness-Aware Structured Pruning in Transformers,Yes.,4.,"""The increasing size of large language models (LLMs) has introduced challenges in their training and inference."" and ""existing pruning methods solely focus on performance, without considering an essential aspect for the responsible use of LLMs",2023-12-24T03:57:52Z
"On the Promises and Challenges of Multimodal Foundation Models for Geographical, Environmental, Agricultural, and Urban Planning Applications",Yes.,4.,"""However, there are limitations in several tasks requiring fine-grained recognition and precise counting.""",2023-12-23T22:36:58Z
Towards Efficient Generative Large Language Model Serving: A Survey from Algorithms to Systems,Yes.,4.,"""the computational intensity and memory consumption of deploying these models present substantial challenges in terms of serving efficiency, particularly in scenarios demanding low latency and high throughput.""",2023-12-23T11:57:53Z
PERP: Rethinking the Prune-Retrain Paradigm in the Era of LLMs,Yes.,2.,"""with the rise of Large Language Models (LLMs), full retraining has become infeasible due to memory and compute constraints.""",2023-12-23T11:45:22Z
PokeMQA: Programmable knowledge editing for Multi-hop Question Answering,Yes.,3.,"""the coupling of these functionally-diverse reasoning tasks inhibits LLMs' advantages in comprehending and answering questions while disturbing them with the unskilled task of conflict checking.""",2023-12-23T08:32:13Z
ZO-AdaMU Optimizer: Adapting Perturbation by the Momentum and Uncertainty in Zeroth-order Optimization,Yes.,3.,"""the simulated perturbation stochastic approximation for gradient estimate in MeZO leads to severe oscillations and incurs a substantial time overhead. Moreover, without momentum regularization, MeZO shows severe over-fitting problems.""",2023-12-23T07:46:31Z
Sparsity-Guided Holistic Explanation for LLMs with Interpretable Inference-Time Intervention,Yes.,4.,"""the enigmatic 'black-box' nature of LLMs remains a significant challenge for interpretability, hampering transparent and accountable applications.""",2023-12-22T19:55:58Z
NPHardEval: Dynamic Benchmark on Reasoning Ability of Large Language Models via Complexity Classes,Yes.,4.,"""current benchmarks are inadequate in offering a rigorous evaluation of the full extent of reasoning abilities that LLMs are capable of achieving. They are also prone to the risk of overfitting, as these benchmarks, being publicly accessible and static, allow models to potentially tailor their responses to specific benchmark metrics, thereby inflating their performance.""",2023-12-22T18:07:44Z
Pangu-Agent: A Fine-Tunable Generalist Agent with Structured Reasoning,Yes.,3.,"""Large language models (LLMs) emerged as a fundamental way to incorporate cross-domain knowledge into AI agents but lack crucial learning and adaptation toward specific decision problems.""",2023-12-22T17:57:57Z
Robust Knowledge Extraction from Large Language Models using Social Choice Theory,Yes.,5.,"""they are ill-suited for query answering in high-stake domains like medicine because they are typically not robust - even the same query can result in different answers when prompted multiple times.""",2023-12-22T17:57:29Z
Turbulence: Systematically and Automatically Testing Instruction-Tuned Large Language Models for Code,Yes.,5.,"""This allows gaps in an LLM's code generation abilities to be identified, including $\textit{anomalies}$ where the LLM correctly solves $\textit{almost all}$ questions in a neighbourhood but fails for particular parameter instantiations."" and ""Our findings show that, across the board, Turbulence is able to reveal gaps in LLM reasoning ability.""",2023-12-22T17:29:08Z
"Plan, Posture and Go: Towards Open-World Text-to-Motion Generation",Yes.,2.,"""Conventional text-to-motion generation methods are usually trained on limited text-motion pairs, making them hard to generalize to open-world scenarios."" and ""The motion planner instructs Large Language Models (LLMs) to generate a sequence of scripts describing the key postures in the target motion.""",2023-12-22T17:02:45Z
Large Language Model (LLM) Bias Index -- LLMBI,Yes.,4.,"""This research introduces a novel metric, LLMBI, to systematically measure and mitigate biases potentially skewing model responses"" and ""The research reveals LLMs, whilst demonstrating impressive capabilities in text generation, exhibit varying degrees of bias across different dimensions.""",2023-12-22T15:38:13Z
Theory of Hallucinations based on Equivariance,Yes.,3.,"""Hallucinations in contemporary large language models are often attributed to a misunderstanding of real-world social relationships.""",2023-12-22T08:08:45Z
Empowering Working Memory for Large Language Model Agents,Yes.,5.,"""Large language models (LLMs) have achieved impressive linguistic capabilities. However, a key limitation persists in their lack of human-like memory faculties. LLMs exhibit constrained memory retention across sequential interactions, hindering complex reasoning.""",2023-12-22T05:59:00Z
Don't Believe Everything You Read: Enhancing Summarization Interpretability through Automatic Identification of Hallucinations in Large Language Models,Yes.,5.,"""these models can also be prone to hallucination, which can be detrimental to the faithfulness of any answers that the model provides"" and ""Recent works in combating hallucinations in LLMs deal with identifying hallucinated sentences and categorizing the different",2023-12-22T00:31:46Z
Logic-Scaffolding: Personalized Aspect-Instructed Recommendation Explanation Generation using LLMs,Yes.,3.,"""However, despite the size of the LLM, most existing models struggle to produce zero-shot explanations reliably.""",2023-12-22T00:30:10Z
Context-aware Decoding Reduces Hallucination in Query-focused Summarization,Yes.,5.,"""However, applying large language models (LLM) potentially leads to hallucinations, especially when the evidence contradicts the prior belief of LLMs.""",2023-12-21T23:42:13Z
Parameter Efficient Tuning Allows Scalable Personalization of LLMs for Text Entry: A Case Study on Abbreviation Expansion,Yes.,2.,"""our case study with a deployed 8B parameter LLM on a real user living with ALS, and experiments on movie character personalization indicates that (1) customization may be necessary in some scenarios and prompt-tuning generalizes well to those, (",2023-12-21T22:52:44Z
From Bytes to Biases: Investigating the Cultural Self-Perception of Large Language Models,Yes.,5.,"""technologies based on generative artificial intelligence (GenAI) are known to hallucinate, misinform, and display biases introduced by the massive datasets on which they are trained.""",2023-12-21T22:50:14Z
LiDAR-LLM: Exploring the Potential of Large Language Models for 3D LiDAR Understanding,Yes.,2.,"""While these models are powerful, they have not yet been developed to comprehend the more challenging 3D physical scenes, especially when it comes to the sparse outdoor LiDAR data.""",2023-12-21T17:52:12Z
T-Eval: Evaluating the Tool Utilization Capability of Large Language Models Step by Step,Yes.,2.,"""Yet, how to evaluate and analyze the tool-utilization capability of LLMs is still under-explored.""",2023-12-21T17:02:06Z
AsyncMLD: Asynchronous Multi-LLM Framework for Dialogue Recommendation System,Yes.,3.,"""we still need help with the utterance content's effectiveness and the efficiency of its output speed, even if using LLM.""",2023-12-21T15:12:59Z
SimLM: Can Language Models Infer Parameters of Physical Systems?,Yes.,5.,"""Our experiments suggest that they are not inherently suited to this task, even for simple systems.""",2023-12-21T12:05:19Z
On Task Performance and Model Calibration with Supervised and Self-Ensembled In-Context Learning,Yes.,5.,"""both paradigms are prone to suffer from the critical problem of overconfidence (i.e., miscalibration),"" and ""the problem of miscalibration exists across all learning methods in low-resource scenarios.""",2023-12-21T11:55:10Z
"Preparing to Integrate Generative Pretrained Transformer Series 4 models into Genetic Variant Assessment Workflows: Assessing Performance, Drift, and Nondeterminism Characteristics Relative to Classifying Functional Evidence in Literature",Yes.,5.,"""We observed substantial differences in intraday (nondeterminism) and across day (drift) results,"" and ""Nondeterminism and drift within LLMs must be assessed and monitored when introducing LLM based functionality into clinical workflows.""",2023-12-21T01:56:00Z
L-TUNING: Synchronized Label Tuning for Prompt and Prefix in LLMs,Yes.,1.,"""Efficiently fine-tuning Large Language Models (LLMs) for specific tasks presents a considerable challenge in natural language processing.""",2023-12-21T01:47:49Z
Benchmarking and Defending Against Indirect Prompt Injection Attacks on Large Language Models,Yes.,5.,"""the inability of LLMs to distinguish between instructions and external content and the absence of LLMs' awareness to not execute instructions within external content.""",2023-12-21T01:08:39Z
ASSISTGUI: Task-Oriented Desktop Graphical User Interface Automation,Yes.,3.,"""Our experimental results reveal that our GUI Parser and Reasoning mechanism outshine existing methods in performance. Nevertheless, the potential remains substantial, with the best model attaining only a 46% success rate on our benchmark. We conclude with a thorough analysis of the current methods' limitations, setting the stage for future breakthroughs in this domain.""",2023-12-20T15:28:38Z
Retrieval-augmented Multilingual Knowledge Editing,Yes.,3.,"""Knowledge represented in Large Language Models (LLMs) is quite often incorrect and can also become obsolete over time. Updating knowledge via fine-tuning is computationally resource-hungry and not reliable.""",2023-12-20T14:08:58Z
Assaying on the Robustness of Zero-Shot Machine-Generated Text Detectors,Yes.,3.,"""Existing zero-shot detectors, typically designed for specific tasks or topics, often assume uniform testing scenarios, limiting their practicality.""",2023-12-20T10:53:53Z
Testing the Segment Anything Model on radiology data,No.,1.,The abstract discusses the Segment Anything Model (SAM) and its application to MRI data but does not mention large language models (LLMs) or their limitations.,2023-12-20T09:45:21Z
CORECODE: A Common Sense Annotated Dialogue Dataset with Benchmark Tasks for Chinese Large Language Models,Yes.,5.,"""Experimental results demonstrate that these models are not competent to predict CORECODE's plentiful reasoning content, and even ChatGPT could only achieve 0.275 and 0.084 accuracy on the domain identification and slot identification tasks under the zero-shot setting.""",2023-12-20T09:06:18Z
Turning Dust into Gold: Distilling Complex Reasoning Capabilities from LLMs by Leveraging Negative Data,Yes.,3.,"""Large Language Models (LLMs) have performed well on various reasoning tasks, but their inaccessibility and numerous parameters hinder wide application in practice."" and ""In some cases, however, LLMs may produce incorrect reasoning chains, especially when facing complex mathematical problems.""",2023-12-20T08:28:36Z
ALMANACS: A Simulatability Benchmark for Language Model Explainability,Yes.,5.,"""Our results are sobering",2023-12-20T03:44:18Z
Learning and Forgetting Unsafe Examples in Large Language Models,Yes.,4.,"""We explore the behavior of LLMs finetuned on noisy custom data containing unsafe content, represented by datasets that contain biases, toxicity, and harmfulness,"" and ""aligned LLMs can readily learn this unsafe content, they also tend to forget it more significantly than other examples when subsequently finetuned on safer content.""",2023-12-20T03:18:50Z
A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges,Yes.,3.,"""Additionally, delves into challenges such as model interpretability and adaptation to diverse software contexts.""",2023-12-19T20:59:02Z
Bypassing the Safety Training of Open-Source LLMs with Priming Attacks,Yes.,5.,"""we show that SOTA open-source LLMs are vulnerable to simple, optimization-free attacks we refer to as $\textit{priming attacks}$, which are easy to execute and effectively bypass alignment from safety training.""",2023-12-19T16:47:12Z
On Early Detection of Hallucinations in Factual Question Answering,Yes.,5.,"""While large language models (LLMs) have taken great strides towards helping humans with a plethora of tasks like search and summarization, hallucinations remain a major impediment towards gaining user trust.""",2023-12-19T14:35:04Z
Parameter-Efficient Fine-Tuning Methods for Pretrained Language Models: A Critical Review and Assessment,Yes.,4.,"""the enormous size and computational demands of these models pose significant challenges for adapting them to specific downstream tasks, especially in environments with limited computational resources.""",2023-12-19T13:31:24Z
Curated LLM: Synergy of LLMs and Data Curation for tabular augmentation in ultra low-data regimes,Yes.,2.,"""However, not all the data generated by LLMs will improve downstream utility, as for any generative model.""",2023-12-19T12:34:46Z
A Performance Evaluation of a Quantized Large Language Model on Various Smartphones,Yes.,1.,"""This paper explores the feasibility and performance of on-device large language model (LLM) inference on various Apple iPhone models.""",2023-12-19T10:19:39Z
Climate Change from Large Language Models,Yes.,3.,"""we evaluate several state-of-the-art LLMs and find that their knowledge falls short in terms of timeliness.""",2023-12-19T09:26:46Z
Large Language Models Empowered Agent-based Modeling and Simulation: A Survey and Perspectives,Yes.,3.,"""We then discuss the motivation for applying large language models to agent-based simulation and systematically analyze the challenges in environment perception, human alignment, action generation, and evaluation.""",2023-12-19T09:06:45Z
Text-Conditioned Resampler For Long Form Video Understanding,Yes.,1.,"""In this paper we present a text-conditioned video resampler (TCR) module that uses a pre-trained and frozen visual encoder and large language model (LLM) to process long video sequences for a task.""",2023-12-19T06:42:47Z
Ethical Artificial Intelligence Principles and Guidelines for the Governance and Utilization of Highly Advanced Large Language Models,Yes.,3.,"""Currently, there are limited usage of ethical artificial intelligence (AI) principles and guidelines addressing advanced LLMs due to the fact that we have not reached that point yet. However, this is a problem as once we do reach that point, we will not be adequately prepared to deal with the aftermath of it in an ethical and optimal way, which will lead to undesired and unexpected",2023-12-19T06:28:43Z
Difficulty-Focused Contrastive Learning for Knowledge Tracing with a Large Language Model-Based Difficulty Prediction,Yes.,1.,"""a Large Language Model (LLM)-based framework for difficulty prediction.""",2023-12-19T06:26:25Z
Efficient LLM inference solution on Intel GPU,Yes.,3.,"""LLMs are usually complicatedly designed in model structure with massive operations and perform inference in the auto-regressive mode, making it a challenging task to design a system with high efficiency.""",2023-12-19T05:40:43Z
Tokenization Matters: Navigating Data-Scarce Tokenization for Gender Inclusive Language Technologies,Yes.,4.,"""Gender-inclusive NLP research has documented the harmful limitations of gender binary-centric large language models (LLM), such as the inability to correctly use gender-diverse English neopronouns (e.g., xe, zir, fae)."" and ""We discover LLM misgendering is significantly influenced by Byte-Pair Encoding (BPE) tokenization, the tokenizer powering many popular LLM",2023-12-19T01:28:46Z
Indoor and Outdoor 3D Scene Graph Generation via Language-Enabled Spatial Ontologies,Yes.,1.,"""In particular, we use a Large Language Model (LLM) to build such an ontology, thus largely reducing the amount of manual effort required.""",2023-12-18T21:20:28Z
Opportunities and Challenges of Applying Large Language Models in Building Energy Efficiency and Decarbonization Studies: An Exploratory Overview,Yes.,4.,"""Despite the promising potential of LLMs, challenges including complex and expensive computation, data privacy, security and copyright, complexity in fine-tuned LLMs, and self-consistency are discussed.""",2023-12-18T20:58:58Z
Evaluating Language-Model Agents on Realistic Autonomous Tasks,Yes.,4.,"""We find that these language model agents can only complete the easiest tasks from this list, although they make some progress on the more challenging tasks."" and ""we do not think that these evaluations provide good assurance that the ``next generation'' of language models (e.g. 100x effective compute scaleup on existing models) will not yield agents capable of ARA.""",2023-12-18T19:27:09Z
Traces of Memorisation in Large Language Models for Code,Yes.,5.,"""The content of these datasets is memorised and can be extracted by attackers with data extraction attacks."" and ""We find that large language models for code are vulnerable to data extraction attacks, like their natural language counterparts.""",2023-12-18T19:12:58Z
Language-Assisted 3D Scene Understanding,Yes.,3.,"""However, challenges remain, including the requirement for paired triplet data, redundancy and ambiguity in supervised features, and the disruption of the original priors.""",2023-12-18T18:54:56Z
G-LLaVA: Solving Geometric Problem with Multi-Modal Large Language Model,Yes.,3.,"""We first analyze the limitations of current Multimodal Large Language Models (MLLMs) in this area",2023-12-18T17:36:20Z
NoMIRACL: Knowing When You Don't Know for Robust Multilingual Retrieval-Augmented Generation,Yes.,5.,"""We measure LLM robustness using two metrics",2023-12-18T17:18:04Z
Evaluating and Enhancing Large Language Models for Conversational Reasoning on Knowledge Graphs,Yes.,3.,"""However, the performance of LLMs is constrained due to a lack of KG environment awareness and the difficulties in developing effective optimization mechanisms for intermediary reasoning stages.""",2023-12-18T15:23:06Z
MAC-SQL: A Multi-Agent Collaborative Framework for Text-to-SQL,Yes.,3.,"""Recent LLM-based Text-to-SQL methods usually suffer from significant performance degradation on 'huge' databases and complex user questions that require multi-step reasoning.""",2023-12-18T14:40:20Z
Linear Attention via Orthogonal Memory,Yes.,5.,"""most existing linear attention mechanisms suffer from an efficiency degradation problem, leading to inefficiencies in causal language modeling and hindering their application in long-range language models.""",2023-12-18T12:26:27Z
Split and Rephrase with Large Language Models,Yes.,4.,"""we evaluate large language models on the task, showing that they can provide large improvements over the state of the art on the main metrics, although still lagging in terms of splitting compliance"" and ""Our results provide a fine-grained analysis of the potential and limitations of large language models for SPRP, with significant improvements achievable using relatively small amounts of training data and model parameters overall,",2023-12-18T10:16:37Z
Retrieval-Augmented Generation for Large Language Models: A Survey,Yes.,5.,"""Large Language Models (LLMs) showcase impressive capabilities but encounter challenges like hallucination, outdated knowledge, and non-transparent, untraceable reasoning processes.""",2023-12-18T07:47:33Z
CLOVA: A Closed-Loop Visual Assistant with Tool Usage and Update,Yes.,2.,"""However, these methods often overlook the potential for continual learning, typically by freezing the utilized tools, thus limiting their adaptation to environments requiring new knowledge.""",2023-12-18T03:34:07Z
Students' Perceptions and Preferences of Generative Artificial Intelligence Feedback for Programming,Yes.,1.,"""This paper explored the feasibility of utilizing ChatGPT, one of the most popular LLMs, for automating feedback for Java programming assignments in an introductory computer science (CS1) class.""",2023-12-17T22:26:53Z
Mixed Distillation Helps Smaller Language Model Better Reasoning,Yes.,3.,"""While large language models (LLMs) have demonstrated exceptional performance in recent natural language processing (NLP) tasks, their deployment poses substantial challenges due to high computational and memory demands in real-world applications.""",2023-12-17T14:28:28Z
Can persistent homology whiten Transformer-based black-box models? A case study on BERT compression,Yes.,4.,"""However, they come with substantial computational and memory costs. Additionally, they are essentially black-box models, challenging to explain and interpret.""",2023-12-17T12:33:50Z
An Evaluation of GPT-4V and Gemini in Online VQA,Yes.,5.,"""Our zero-shot performance analysis highlights the types of questions that are most challenging for both models, including questions related to 'puzzling' topic, with 'Identification' user intention, with 'Sheet Music' image type, or labeled as 'hard' by GPT-4.""",2023-12-17T07:38:43Z
LLM-Twin: Mini-Giant Model-driven Beyond 5G Digital Twin Networking Framework with Semantic Secure Communication and Computation,Yes.,1.,"""we propose a large language model (LLM) empowered DTNs networking framework, LLM-Twin.""",2023-12-17T07:13:59Z
TrojFSP: Trojan Insertion in Few-shot Prompt Tuning,Yes.,1.,"""Prompt tuning is one of the most effective solutions to adapting a fixed pre-trained language model (PLM) for various downstream tasks, especially with only a few input samples.""",2023-12-16T14:49:36Z
Resolving Crash Bugs via Large Language Models: An Empirical Study,Yes.,3.,"""We observe that ChatGPT performs better at resolving code-related crash bugs compared to environment-related ones, and its primary challenge in resolution lies in inaccurate localization.""",2023-12-16T13:41:04Z
DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,Yes.,5.,"""The quantitative and qualitative experiments fully reveal the limitations of the GPT-4 model in image synthesis.""",2023-12-16T10:17:09Z
When Graph Data Meets Multimodal: A New Paradigm for Graph Understanding and Reasoning,Yes.,3.,"""integrating complex graph information into text sequences has become exceptionally difficult, which hinders the ability to interact with graph data through natural language instructions.""",2023-12-16T08:14:11Z
