Title,Talks about LLMs,Rate,Evidence,Published
Depression Detection on Social Media with Large Language Models,Yes.,1.,"""combining medical knowledge and the recent advances in large language models (LLMs)""",2024-03-16T01:01:16Z
Uncovering Latent Themes of Messaging on Social Media by Integrating LLMs: A Case Study on Climate Campaigns,Yes.,1.,"""To address these challenges, we propose a machine-in-the-loop approach that leverages the advanced capabilities of Large Language Models (LLMs).""",2024-03-15T21:54:00Z
PERL: Parameter Efficient Reinforcement Learning from Human Feedback,Yes.,3.,"""training models with RLHF is computationally expensive, and an overall complex process"" and ""reducing the computational burden that limits its adoption as an alignment technique for Large Language Models.""",2024-03-15T21:43:46Z
Apriori Knowledge in an Era of Computational Opacity: The Role of AI in Mathematical Discovery,Yes.,3.,"""Modern LLMs / DNNs are, by contrast, opaque to us in significant ways, and this creates obstacles in obtaining mathematical knowledge from them.""",2024-03-15T21:38:26Z
Neural Erosion: Emulating Controlled Neurodegeneration and Aging in AI Systems,Yes.,3.,"""This deliberate erosion involves ablating synapses or neurons, or adding Gaussian noise during or after training, resulting in a controlled progressive decline in the LLMs' performance.""",2024-03-15T18:00:00Z
Can a GPT4-Powered AI Agent Be a Good Enough Performance Attribution Analyst?,,,,2024-03-15T17:12:57Z
"S3LLM: Large-Scale Scientific Software Understanding with LLMs using Source, Metadata, and Document",Yes.,1.,"""The emergence of generative AI, specifically large language models (LLMs), provides novel pathways for understanding such complex scientific codes.""",2024-03-15T17:04:27Z
Enhancing LLM Factual Accuracy with RAG to Counter Hallucinations: A Case Study on Domain-Specific Queries in Private Knowledge-Bases,Yes.,5.,"""Addressing the challenge of LLM hallucinations,"" and ""The results also revealed the limitations of fine-tuning LLMs with small-scale and skewed datasets.""",2024-03-15T16:30:14Z
Using an LLM to Turn Sign Spottings into Spoken Language Sentences,Yes.,1.,"""In this paper, we introduce a hybrid SLT approach, Spotter+GPT, that utilizes a sign spotter and a pretrained large language model to improve SLT performance.""",2024-03-15T16:14:34Z
SocialGenPod: Privacy-Friendly Generative AI Social Web Applications with Decentralised Personal Data Stores,Yes.,2.,"""Finally, we discuss challenges, posed by the large compute requirements of state-of-the-art models, that future research in this area should address.""",2024-03-15T15:43:02Z
TriSum: Learning Summarization Ability from Large Language Models with Structured Rationale,Yes.,3.,"""However, their large size and computational demands, coupled with privacy concerns in data transmission, limit their use in resource-constrained and privacy-centric settings.""",2024-03-15T14:36:38Z
CDGP: Automatic Cloze Distractor Generation based on Pre-trained Language Model,Yes.,1.,"""In this paper, we investigate cloze distractor generation by exploring the employment of pre-trained language models (PLMs) as an alternative for candidate distractor generation.""",2024-03-15T14:14:26Z
Uni-SMART: Universal Science Multimodal Analysis and Research Transformer,Yes.,4.,"""existing LLMs have their own limits. Scientific literature often includes a wide range of multimodal elements, such as molecular structure, tables, and charts, which are hard for text-focused LLMs to understand and analyze.""",2024-03-15T13:43:47Z
Large Language Model-informed ECG Dual Attention Network for Heart Failure Risk Prediction,,,,2024-03-15T13:25:09Z
A Question on the Explainability of Large Language Models and the Word-Level Univariate First-Order Plausibility Assumption,Yes.,5.,"""The explanations of large language models have recently been shown to be sensitive to the randomness used for their training, creating a need to characterize this sensitivity."" and ""We highlight that, in a typical case study where word-level univariate explanations are analyzed with",2024-03-15T13:15:23Z
Is Translation All You Need? A Study on Solving Multilingual Tasks with Large Language Models,Yes.,4.,"""they are mostly English-centric due to the imbalanced training corpora"" and ""even though translation into English can help improve the performance of multilingual NLP tasks for English-centric LLMs, it may not be optimal for all scenarios.""",2024-03-15T12:47:39Z
HawkEye: Training Video-Text LLMs for Grounding Text in Videos,Yes.,5.,"""they perform almost the same as random on grounding text queries in long and complicated videos, having little ability to understand and reason about temporal information, which is the most fundamental difference between videos and images.""",2024-03-15T11:58:18Z
Read between the lines -- Functionality Extraction From READMEs,Yes.,2.,"""making existing text2text generation systems not very useful"" and ""small size fine-tuned models beat any baseline models that can be designed using popular black-box or white-box large language models (LLMs) such as ChatGPT and Bard.""",2024-03-15T11:11:57Z
Generative Region-Language Pretraining for Open-Ended Object Detection,Yes.,1.,"""we employ Deformable DETR as a region proposal generator with a language model translating visual regions to object names.""",2024-03-15T10:52:39Z
ChatPattern: Layout Pattern Customization via Natural Language,Yes.,1.,"""In this paper, we propose ChatPattern, a novel Large-Language-Model (LLM) powered framework for flexible pattern customization.""",2024-03-15T09:15:22Z
Enhancing Human-Centered Dynamic Scene Understanding via Multiple LLMs Collaborated Reasoning,Yes.,1.,"""we propose V-HOI Multi-LLMs Collaborated Reasoning (V-HOI MLCR), a novel framework consisting of a series of plug-and-play modules that could facilitate the performance of current V-HOI detection models by leveraging the strong reasoning ability of different off-the-shelf pre-trained large language models (LLMs).""",2024-03-15T08:51:15Z
Intent-conditioned and Non-toxic Counterspeech Generation using Multi-Task Instruction Tuning with RLAIF,Yes.,3.,"""These implicit expressions challenge language models, especially in seq2seq tasks, as model performance typically excels with longer contexts.""",2024-03-15T08:03:49Z
Large Language Models to Generate System-Level Test Programs Targeting Non-functional Properties,Yes.,1.,"""This paper proposes Large Language Models (LLMs) to generate test programs.""",2024-03-15T08:01:02Z
CrossGLG: LLM Guides One-shot Skeleton-based 3D Action Recognition in a Cross-level Manner,Yes.,1.,"""Most existing one-shot skeleton-based action recognition focuses on raw low-level information (e.g., joint location), and may suffer from local information loss and low generalization ability. To alleviate these, we propose to leverage text description generated from large language models (LL",2024-03-15T07:51:35Z
DRAGIN: Dynamic Retrieval Augmented Generation based on the Real-time Information Needs of Large Language Models,Yes.,3.,"""current dynamic RAG methods fall short in both aspects"" and ""the strategies for deciding what to retrieve typically limit themselves to the LLM's most recent sentence or the last few tokens, while the LLM's real-time information needs may span across the entire context.""",2024-03-15T07:45:37Z
Are LLMs Good Cryptic Crossword Solvers?,Yes.,5.,"""showing that their performance on this task is still far from that of humans.""",2024-03-15T06:57:08Z
Don't Half-listen: Capturing Key-part Information in Continual Instruction Tuning,Yes.,3.,"""the process of continual instruction tuning (CIT) for LLMs may bring about the catastrophic forgetting (CF) problem, where previously learned abilities are degraded.""",2024-03-15T06:54:20Z
TextBlockV2: Towards Precise-Detection-Free Scene Text Spotting with Pre-trained Language Model,Yes.,1.,"""Additionally, we attempt to spot texts directly from an entire scene image to demonstrate the potential of PLMs, even Large Language Models (LLMs).""",2024-03-15T06:38:25Z
Knowledge Condensation and Reasoning for Knowledge-based VQA,Yes.,3.,"""However, these retrieved knowledge passages often contain irrelevant or noisy information, which limits the performance of the model.""",2024-03-15T06:06:06Z
Ignore Me But Don't Replace Me: Utilizing Non-Linguistic Elements for Pretraining on the Cybersecurity Domain,Yes.,2.,"""cybersecurity texts often contain non-linguistic elements (such as URLs and hash values) that could be unsuitable with the established pretraining methodologies.""",2024-03-15T05:35:02Z
Lost in Overlap: Exploring Watermark Collision in LLMs,Yes.,5.,"""However, the widespread use of watermarking across diverse LLMs has led to an inevitable issue known as watermark collision during common tasks like question answering and paraphrasing.""",2024-03-15T05:06:21Z
Large Language Models and User Trust: Consequence of Self-Referential Learning Loop and the Deskilling of Healthcare Professionals,Yes.,5.,"""One of the primary concerns identified is the potential feedback loop that arises as LLMs become more reliant on their outputs for learning, which may lead to a degradation in output quality and a reduction in clinician skills due to decreased engagement with fundamental diagnostic processes."" and ""The risk of LLMs operating within an echo chamber, where AI-generated content feeds into the learning algorithms, threatens the",2024-03-15T04:04:45Z
Whose Side Are You On? Investigating the Political Stance of Large Language Models,Yes.,4.,"""it becomes increasingly crucial to ensure that these models yield responses that are politically impartial, with the aim of preventing information bubbles, upholding fairness in representation, and mitigating confirmation bias.""",2024-03-15T04:02:24Z
Think Twice Before Assure: Confidence Estimation for Large Language Models through Reflection on Multiple Answers,Yes.,3.,"""Existing approaches addressing the overconfidence issue are hindered by a significant limitation that they merely consider the confidence of one answer generated by LLM.""",2024-03-15T02:38:26Z
ViTCN: Vision Transformer Contrastive Network For Reasoning,Yes.,2.,"""However, abstract reasoning remains a challenge for these models, Can AI really thinking like a human? still be a question yet to be answered.""",2024-03-15T02:01:14Z
"Right Place, Right Time! Towards ObjectNav for Non-Stationary Goals",Yes.,1.,"""We present a novel approach to tackle the ObjectNav task for non-stationary and potentially occluded targets in an indoor environment. We refer to this task Portable ObjectNav (or P-ObjectNav), and in this work, present its formulation, feasibility, and a navigation benchmark using a",2024-03-14T22:33:22Z
Scaling Behavior of Machine Translation with Large Language Models under Prompt Injection Attacks,Yes.,5.,"""Their generality, however, opens them up to subversion by end users who may embed into their requests instructions that cause the model to behave in unauthorized and possibly unsafe ways."" and ""we discover that on multiple language pairs and injected prompts written in English, larger models under certain conditions may become more susceptible to successful attacks, an instance of the Inverse Scaling phenomenon.""",2024-03-14T19:39:10Z
Helpful or Harmful? Exploring the Efficacy of Large Language Models for Online Grooming Prevention,Yes.,5.,"""We find that no models were clearly appropriate for online grooming prevention, with an observed lack of consistency in behaviours, and potential for harmful answer generation, especially from open-source models.""",2024-03-14T18:27:43Z
Images are Achilles' Heel of Alignment: Exploiting Visual Vulnerabilities for Jailbreaking Multimodal Large Language Models,Yes.,5.,"""we conduct a systematic empirical analysis of the harmlessness performance of representative MLLMs and reveal that the image input poses the alignment vulnerability of MLLMs.""",2024-03-14T18:24:55Z
Dynamic Memory Compression: Retrofitting LLMs for Accelerated Inference,,,,2024-03-14T17:59:26Z
3D-VLA: A 3D Vision-Language-Action Generative World Model,Yes.,1.,"""Specifically, 3D-VLA is built on top of a 3D-based large language model (LLM).""",2024-03-14T17:58:41Z
Quiet-STaR: Language Models Can Teach Themselves to Think Before Speaking,Yes.,3.,"""We address key challenges, including 1) the computational cost of generating continuations, 2) the fact that the LM does not initially know how to generate or use internal thoughts, and 3) the need to predict beyond individual next tokens.""",2024-03-14T17:58:16Z
Large Language Models and Causal Inference in Collaboration: A Comprehensive Survey,Yes.,4.,"""addressing fairness and safety issues in LLMs"" and ""understanding and improving the LLMs' reasoning capacity.""",2024-03-14T17:47:20Z
"Eyes Closed, Safety On: Protecting Multimodal LLMs via Image-to-Text Transformation",Yes.,4.,"""MLLMs... are also more vulnerable to jailbreak attacks than their LLM predecessors,"" and ""safety mechanisms of the pre-aligned LLMs in MLLMs can be easily bypassed due to the introduction of image features.""",2024-03-14T17:03:04Z
Enhancing Trust in Autonomous Agents: An Architecture for Accountability and Explainability through Blockchain and Large Language Models,Yes.,1.,"""a component in charge of generating natural language explanations by harnessing the capabilities of Large Language Models (LLMs) over the data contained within the previously mentioned black box.""",2024-03-14T16:57:18Z
Less is More: Data Value Estimation for Visual Instruction Tuning,Yes.,2.,"""However, existing MLLMs mostly rely on a mixture of multiple highly diverse visual instruction datasets for training (even more than a million instructions), which may introduce data redundancy.""",2024-03-14T16:47:25Z
Logits of API-Protected LLMs Leak Proprietary Information,Yes.,5.,"""most modern LLMs suffer from a softmax bottleneck, which restricts the model outputs to a linear subspace of the full output space.""",2024-03-14T16:27:49Z
VisionGPT-3D: A Generalized Multimodal Agent for Enhanced 3D Vision Understanding,Yes.,2.,"""However, the mismatching between the algorithms with the problem could lead to undesired results.""",2024-03-14T16:13:00Z
MT-PATCHER: Selective and Extendable Knowledge Distillation from Large Language Models for Machine Translation,Yes.,3.,"""Large Language Models (LLM) have demonstrated their strong ability in the field of machine translation (MT), yet they suffer from high computational cost and latency.""",2024-03-14T16:07:39Z
AdaShield: Safeguarding Multimodal Large Language Models from Structure-based Attack via Adaptive Shield Prompting,Yes.,4.,"""with the integration of additional modalities, MLLMs are exposed to new vulnerabilities, rendering them prone to structured-based jailbreak attacks""",2024-03-14T15:57:13Z
LLM-based agents for automating the enhancement of user story quality: An early report,Yes.,1.,"""This study explores the use of large language models to automatically improve the user story quality in Austrian Post Group IT agile teams.""",2024-03-14T14:35:53Z
"""Like a Nesting Doll"": Analyzing Recursion Analogies Generated by CS Students using Large Language Models",Yes.,1.,"""We investigate to what extent large language models (LLMs), specifically ChatGPT, can provide access to personally relevant analogies on demand.""",2024-03-14T14:01:26Z
GiT: Towards Generalist Vision Transformer through Universal Language Interface,Yes.,1.,"""Motivated by the universality of the Multi-layer Transformer architecture (e.g, GPT) widely used in large language models (LLMs),""",2024-03-14T13:47:41Z
Komodo: A Linguistic Expedition into Indonesia's Regional Languages,Yes.,1.,"""The recent breakthroughs in Large Language Models (LLMs) have mostly focused on languages with easily available and sufficient resources, such as English.""",2024-03-14T13:12:21Z
BurstAttention: An Efficient Distributed Attention Framework for Extremely Long Sequences,Yes.,3.,"""the quadratic time and memory complexities of these attention modules also pose a challenge when processing long sequences.""",2024-03-14T12:51:58Z
AVIBench: Towards Evaluating the Robustness of Large Vision-Language Model on Adversarial Visual-Instructions,Yes.,4.,"""These instructions, encompassing images and text, are susceptible to both intentional and inadvertent attacks."" and ""Our findings and extensive experimental results shed light on the vulnerabilities of LVLMs, and highlight that inherent biases exist even in advanced closed-source LVLMs like GeminiProVision and GPT-4V.""",2024-03-14T12:51:07Z
Griffon v2: Advancing Multimodal Perception with High-Resolution Scaling and Visual-Language Co-Referring,Yes.,4.,"""the limitation of image resolution remains a significant obstacle to surpass the performance of task-specific experts in complex and dense scenarios"" and ""Such limitation further restricts the model's potential to achieve nuanced visual and language referring in domains such as GUI Agents, Counting and \etc.""",2024-03-14T12:21:37Z
What Was Your Prompt? A Remote Keylogging Attack on AI Assistants,Yes.,2.,"""we show how this can be overcome by (1) utilizing the power of a large language model (LLM) to translate these sequences,"" and ""we were able to accurately reconstruct 29% of an AI assistant's responses and successfully infer the topic from 55% of them.""",2024-03-14T09:38:12Z
Dial-insight: Fine-tuning Large Language Models with High-Quality Domain-Specific Data Preventing Capability Collapse,Yes.,3.,"""A common challenge when fine-tuning LLMs for domain-specific applications is the potential degradation of the model's generalization capabilities.""",2024-03-14T08:27:32Z
Caveat Lector: Large Language Models in Legal Practice,Yes.,5.,"""Integrating LLMs into legal workstreams without a better comprehension of their limitations, will create inefficiencies if not outright risks. Notwithstanding their unprecedented ability to generate text, LLMs do not understand text. Without the ability to understand meaning, LLMs will remain unable to use language, to acquire",2024-03-14T08:19:41Z
Unveiling the Generalization Power of Fine-Tuned Large Language Models,Yes.,3.,"""the comprehensive effects of fine-tuning on the LLMs' generalization ability are not fully understood.""",2024-03-14T08:18:59Z
Evaluating LLMs for Gender Disparities in Notable Persons,Yes.,4.,"""addressing concerns over their propensity to produce factually incorrect 'hallucinated' responses or to altogether decline to even answer prompt at all"" and ""investigates the presence of gender-based biases in LLMs' responses to factual inquiries.""",2024-03-14T07:58:27Z
USimAgent: Large Language Models for Simulating Search Users,Yes.,1.,"""Recently, Large Language Models (LLMs) have demonstrated remarked potential in simulating human-level intelligence and have been used in building autonomous agents for various tasks.""",2024-03-14T07:40:54Z
ProSwitch: Knowledge-Guided Language Model Fine-Tuning to Generate Professional and Non-Professional Styled Text,Yes.,2.,"""Large Language Models (LLMs) have demonstrated efficacy in various linguistic applications, including text summarization and controlled text generation. However, studies into their capacity of switching between styles via fine-tuning remain underexplored.""",2024-03-14T06:49:16Z
Meta-Cognitive Analysis: Evaluating Declarative and Procedural Knowledge in Datasets and Large Language Models,Yes.,3.,"""However, a comprehensive analysis comparing these two types of knowledge is lacking, primarily due to challenges in definition, probing and quantitative assessment.""",2024-03-14T05:34:35Z
Meaningful Learning: Advancing Abstract Reasoning in Large Language Models via Generic Fact Guidance,Yes.,5.,"""Despite this, when tasked with simple questions supported by a generic fact, LLMs often fail to provide consistent and precise answers, indicating a deficiency in abstract reasoning abilities.""",2024-03-14T04:06:13Z
Large Language Models are Parallel Multilingual Learners,Yes.,1.,The abstract discusses enhancing comprehension abilities of multilingual LLMs using Parallel Input in Multiple Languages (PiM) but does not mention any explicit limitations of the models.,2024-03-14T03:33:46Z
UniCode: Learning a Unified Codebook for Multimodal Large Language Models,Yes.,3.,"""This innovation addresses a critical limitation in existing MLLMs",2024-03-14T03:29:58Z
Circuit Transformer: End-to-end Circuit Design by Predicting the Next Gate,Yes.,3.,"""Two primary barriers impede the straightforward application of LLMs to circuits",2024-03-14T03:24:14Z
LAMP: A Language Model on the Map,Yes.,3.,"""nonetheless, their utility is hindered when it comes to answering fine-grained questions about specific places, such as grocery stores or restaurants, which constitute essential aspects of people's everyday lives. This is mainly because the places in our cities haven't been systematically fed into LLMs, so as to understand and memorize them.""",2024-03-14T02:56:38Z
Keyformer: KV Cache Reduction through Key Tokens Selection for Efficient Generative Inference,Yes.,3.,"""This phase is constrained by memory bandwidth due to the overhead of transferring weights and KV cache values from the memory system to the computing units. This memory bottleneck becomes particularly pronounced in applications that require long-context and extensive text generation, both of which are increasingly crucial for LLMs.""",2024-03-14T02:42:42Z
CodeUltraFeedback: An LLM-as-a-Judge Dataset for Aligning Large Language Models to Coding Preferences,Yes.,2.,"""By relying on automated metrics and static analysis tools, existing benchmarks fail to assess nuances in user instructions and LLM outputs, highlighting the need for large-scale datasets and benchmarks for LLM preference alignment.""",2024-03-14T01:51:35Z
ChartInstruct: Instruction Tuning for Chart Comprehension and Reasoning,Yes.,1.,"""We then present two distinct systems for instruction tuning on such datasets",2024-03-14T01:40:23Z
VisionGPT: Vision-Language Understanding Agent Using Generalized Multimodal Framework,Yes.,1.,"""With the emergence of large language models (LLMs) and vision foundation models, how to combine the intelligence and capacity of these open-sourced or API-available models to achieve open-world visual perception remains an open question.""",2024-03-14T01:39:40Z
AraTrust: An Evaluation of Trustworthiness for LLMs in Arabic,Yes.,3.,"""there is a lack of comprehensive trustworthiness evaluation benchmarks which presents a major challenge in accurately assessing and improving the safety of LLMs when prompted in Arabic.""",2024-03-14T00:45:24Z
Re-Search for The Truth: Multi-round Retrieval-augmented Large Language Models are Strong Fake News Detectors,Yes.,5.,"""LLM-based solutions also grapple with the limitations of stale and long-tail knowledge. Additionally, retrieval-enhanced LLMs frequently struggle with issues such as low-quality evidence retrieval and context length constraints.""",2024-03-14T00:35:39Z
Evaluating the Application of Large Language Models to Generate Feedback in Programming Education,Yes.,3.,"""However, challenges with incorrect suggestions and hallucinated issues indicate the need for further improvements.""",2024-03-13T23:14:35Z
AutoGuide: Automated Generation and Selection of State-Aware Guidelines for Large Language Model Agents,Yes.,5.,"""The primary limitation of large language models (LLMs) is their restricted understanding of the world. This poses significant difficulties for LLM-based agents, particularly in domains where pre-trained LLMs lack sufficient knowledge.""",2024-03-13T22:06:03Z
The Human Factor in Detecting Errors of Large Language Models: A Systematic Literature Review and Future Research Directions,Yes.,5.,"""However, these models are susceptible to errors - 'hallucinations' and omissions, generating incorrect or incomplete information. This poses risks especially in contexts where accuracy is crucial, such as legal compliance, medicine or fine-grained process frameworks.""",2024-03-13T21:39:39Z
Exploring Prompt Engineering Practices in the Enterprise,Yes.,3.,"""Creating effective prompts requires skill and knowledge, as well as significant iteration in order to determine model behavior, and guide the model to accomplish a particular goal.""",2024-03-13T20:32:32Z
Usable XAI: 10 Strategies Towards Exploiting Explainability in the LLM Era,Yes.,3.,"""First, many existing XAI methods cannot be directly applied to LLMs due to their complexity advanced capabilities."" and ""We introduce 10 strategies, introducing the key techniques for each and discussing their associated challenges.""",2024-03-13T20:25:27Z
LMStyle Benchmark: Evaluating Text Style Transfer for Chatbots,Yes.,1.,"""This paper aims to address this issue by proposing the LMStyle Benchmark, a novel evaluation framework applicable to chat-style text style transfer (C-TST), that can measure the quality of style transfer for LLMs in an automated and scalable manner.""",2024-03-13T20:19:30Z
Bugs in Large Language Models Generated Code: An Empirical Study,Yes.,5.,"""Similar to human-written code, LLM-generated code is prone to bugs,"" and ""examines a sample of 333 bugs collected from code generated using three leading LLMs"" and ""identifies the following 10 distinctive bug patterns.""",2024-03-13T20:12:01Z
Second-Order Information Matters: Revisiting Machine Unlearning for Large Language Models,Yes.,3.,"""various issues (e.g. privacy leakage and copyright violation) of the training corpus still remain underexplored.""",2024-03-13T18:57:30Z
Teaching Machines to Code: Smart Contract Translation with LLMs,Yes.,1.,"""Despite the advancements in utilizing LLMs for translating programming code across different languages, the domain of smart contract translation, particularly into languages not previously encountered by the LLM, remains largely unexplored.""",2024-03-13T18:55:20Z
Detecting Hallucination and Coverage Errors in Retrieval Augmented Generation for Controversial Topics,Yes.,3.,"""We frame this as retrieval augmented generation, where perspectives are retrieved from a knowledge base and the LLM is tasked with generating a fluent and faithful response from the given perspectives. As a starting point, we use a deterministic retrieval system and then focus on common LLM failure modes that arise during this approach to text generation, namely hallucination and coverage errors.""",2024-03-13T18:47:00Z
Evaluating Large Language Models as Generative User Simulators for Conversational Recommendation,Yes.,3.,"""Through evaluation of baseline simulators, we demonstrate these tasks effectively reveal deviations of language models from human behavior, and offer insights on how to reduce the deviations with model selection and prompting strategies.""",2024-03-13T18:16:21Z
Cultural evolution in populations of Large Language Models,Yes.,1.,"""We here propose that leveraging the capacity of Large Language Models (LLMs) to mimic human behavior may be fruitful to address this gap.""",2024-03-13T18:11:17Z
DialogGen: Multi-modal Interactive Dialogue System for Multi-turn Text-to-Image Generation,Yes.,3.,"""However, many of these works face challenges in identifying correct output modalities and generating coherent images accordingly as the number of output modalities increases and the conversations go deeper.""",2024-03-13T18:00:01Z
Simple and Scalable Strategies to Continually Pre-train Large Language Models,Yes.,3.,"""the distribution shift induced by new data typically results in degraded performance on previous data or poor adaptation to the new data.""",2024-03-13T17:58:57Z
Steering LLMs Towards Unbiased Responses: A Causality-Guided Debiasing Framework,Yes.,4.,"""Large language models (LLMs) can easily generate biased and discriminative responses."" and ""it is of crucial importance to develop strategies to mitigate these biases.""",2024-03-13T17:46:28Z
Strengthening Multimodal Large Language Model with Bootstrapped Preference Optimization,Yes.,5.,"""they often suffer from a bias towards generating responses similar to their pretraining corpus, overshadowing the importance of visual information.""",2024-03-13T17:29:45Z
SOTOPIA-$π$: Interactive Learning of Socially Intelligent Language Agents,Yes.,3.,"""We also find that this training paradigm uncovers some difficulties in LLM-based evaluation of social intelligence",2024-03-13T17:17:48Z
TeaMs-RL: Teaching LLMs to Teach Themselves Better Instructions via Reinforcement Learning,Yes.,3.,"""The development of Large Language Models (LLMs) often confronts challenges stemming from the heavy reliance on human annotators in the reinforcement learning with human feedback (RLHF) framework, or the frequent and costly external queries tied to the self-instruct paradigm.""",2024-03-13T16:57:57Z
Zero-shot and Few-shot Generation Strategies for Artificial Clinical Records,Yes.,1.,"""The creation of these synthetic datasets, particularly without using actual patient data to train Large Language Models (LLMs), presents a novel solution as gaining access to sensitive patient information to train models is also a challenge.""",2024-03-13T16:17:09Z
MedInsight: A Multi-Source Context Augmentation Framework for Generating Patient-Centric Medical Responses using Large Language Models,Yes.,3.,"""Large Language Models (LLMs) have shown impressive capabilities in generating human-like responses. However, their lack of domain-specific knowledge limits their applicability in healthcare settings, where contextual and comprehensive responses are vital.""",2024-03-13T15:20:30Z
DevBench: A Comprehensive Benchmark for Software Development,Yes.,5.,"""Empirical studies show that current LLMs, including GPT-4-Turbo, fail to solve the challenges presented within DevBench. Analyses reveal that models struggle with understanding the complex structures in the repository, managing the compilation process, and grasping advanced programming concepts.""",2024-03-13T15:13:44Z
Call Me When Necessary: LLMs can Efficiently and Faithfully Reason over Structured Environments,Yes.,1.,"""We propose Reasoning-Path-Editing (Readi), a novel framework where LLMs can efficiently and faithfully reason over structured environments.""",2024-03-13T14:59:07Z
Non-discrimination Criteria for Generative Language Models,Yes.,4.,"""concerns arise about perpetuating and amplifying harmful biases in applications"" and ""this paper studies how to uncover and quantify the presence of gender biases in generative language models.""",2024-03-13T14:19:08Z
