Title,Talks about LLMs,Rate,Evidence,Published
Evaluating GPT-3.5 and GPT-4 on Grammatical Error Correction for Brazilian Portuguese,Yes.,3.,"""while GPT-4 has higher recall than other methods, LLMs tend to have lower precision, leading to overcorrection.""",2023-06-27T20:37:54Z
Large Language Models as Annotators: Enhancing Generalization of NLP Models at Minimal Cost,Yes.,1.,"""we study the use of large language models (LLMs) for annotating inputs and improving the generalization of NLP models.""",2023-06-27T19:29:55Z
REFLECT: Summarizing Robot Experiences for Failure Explanation and Correction,Yes.,1.,"""Recently, Large Language Models (LLMs) have demonstrated strong reasoning abilities on textual inputs.""",2023-06-27T18:03:15Z
LeanDojo: Theorem Proving with Retrieval-Augmented Language Models,Yes.,3.,"""existing methods are difficult to reproduce or build on, due to private code, data, and large compute requirements. This has created substantial barriers to research on machine learning methods for theorem proving.""",2023-06-27T17:05:32Z
"Paradigm Shift in Sustainability Disclosure Analysis: Empowering Stakeholders with CHATREPORT, a Language Model-Based Tool",Yes.,2.,"""While AI-powered tools can automatically analyze the data, they are prone to inaccuracies as they lack domain-specific expertise.""",2023-06-27T14:46:47Z
Gender Bias in BERT -- Measuring and Analysing Biases through Sentiment Rating in a Realistic Downstream Classification Task,Yes.,4.,"""harmful biases are likely increasingly intertwined with those models"" and ""Results indicate that reflected biases stem from public BERT models rather than task-specific data, emphasising the weight of responsible usage.""",2023-06-27T08:36:35Z
WinoQueer: A Community-in-the-Loop Benchmark for Anti-LGBTQ+ Bias in Large Language Models,Yes.,5.,"""We apply our benchmark to several popular LLMs and find that off-the-shelf models generally do exhibit considerable anti-queer bias.""",2023-06-26T22:07:33Z
InterCode: Standardizing and Benchmarking Interactive Coding with Execution Feedback,Yes.,3.,"""current coding benchmarks mostly consider a static instruction-to-code sequence transduction process, which has the potential for error propagation and a disconnect between the generated code and its final execution environment.""",2023-06-26T17:59:50Z
Are aligned neural networks adversarially aligned?,Yes.,5.,"""However, adversarial users can construct inputs which circumvent attempts at alignment."" and ""We show these models can be easily attacked, i.e., induced to perform arbitrary un-aligned behavior through adversarial perturbation of the input image.""",2023-06-26T17:18:44Z
Exploring the Robustness of Large Language Models for Solving Programming Problems,Yes.,5.,"""Our experimental results show that CodeGen and Codex are sensitive to the superficial modifications of problem descriptions and significantly impact code generation performance.""",2023-06-26T10:48:50Z
Constraint-aware and Ranking-distilled Token Pruning for Efficient Transformer Inference,Yes.,3.,"""Deploying pre-trained transformer models like BERT on downstream tasks in resource-constrained scenarios is challenging due to their high inference cost, which grows rapidly with input sequence length.""",2023-06-26T03:06:57Z
RobuT: A Systematic Study of Table QA Robustness Against Human-Annotated Adversarial Perturbations,Yes.,3.,"""Our results indicate that both state-of-the-art Table QA models and large language models (e.g., GPT-3) with few-shot learning falter in these adversarial sets.""",2023-06-25T19:23:21Z
Let's Do a Thought Experiment: Using Counterfactuals to Improve Moral Reasoning,Yes.,5.,"""Language models still struggle on moral reasoning, despite their impressive performance in many other tasks."" and ""Interestingly, unlike math reasoning tasks, zero-shot Chain-of-Thought (CoT) reasoning doesn't work out of the box, and even reduces accuracy by around 4% compared to direct zero",2023-06-25T18:40:43Z
Chain-of-Thought Prompt Distillation for Multimodal Named Entity Recognition and Multimodal Relation Extraction,Yes.,1.,"""In this study, we explore distilling the reasoning ability of large language models (LLMs) into a more compact student model by generating a \textit{chain of thought} (CoT) -- a sequence of intermediate reasoning steps.""",2023-06-25T04:33:56Z
Language models are weak learners,Yes.,1.,"""we illustrate that prompt-based large language models can operate effectively as said weak learners.""",2023-06-25T02:39:19Z
Chinese Fine-Grained Financial Sentiment Analysis with Large Language Models,Yes.,1.,"""Recent advancements in large language models (LLMs) have yielded remarkable performance in natural language processing tasks, primarily centered around language pattern matching.""",2023-06-25T02:24:30Z
Full Automation of Goal-driven LLM Dialog Threads with And-Or Recursors and Refiner Oracles,Yes.,1.,"""we accommodate our logic engine to fit the natural language reasoning patterns LLMs have been trained on.""",2023-06-24T23:33:00Z
On the Uses of Large Language Models to Interpret Ambiguous Cyberattack Descriptions,Yes.,4.,"""When treating more general cases, despite the power of LLMs, inherent ambiguity exists and limits their predictive power. We then summarize the challenges and recommend research directions on LLMs to treat the inherent ambiguity of TTP descriptions used in various cyber operations.""",2023-06-24T21:08:15Z
"Symbolic Chain-of-Thought Distillation: Small Models Can Also ""Think"" Step-by-Step",Yes.,3.,"""benefits appear to emerge only for sufficiently large models (beyond 50B parameters).""",2023-06-24T20:15:07Z
H$_2$O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models,Yes.,3.,"""Large Language Models (LLMs), despite their recent impressive accomplishments, are notably cost-prohibitive to deploy, particularly for applications involving long-content generation, such as dialogue systems and story writing."" and ""a large amount of transient state information, referred to as the KV cache, is stored in GPU memory in addition to model parameters, scaling linearly with the sequence length and batch size",2023-06-24T20:11:14Z
"My Boli: Code-mixed Marathi-English Corpora, Pretrained Language Models and Evaluation Benchmarks",Yes.,1.,"""The research on code-mixed data is limited due to the unavailability of dedicated code-mixed datasets and pre-trained language models.""",2023-06-24T18:17:38Z
LLM-assisted Generation of Hardware Assertions,Yes.,1.,"""In this work, we investigate the use of emerging large language models (LLMs) for code generation in hardware assertion generation for security, where primarily natural language prompts, such as those one would see as code comments in assertion files, are used to produce SystemVerilog assertions.""",2023-06-24T17:44:36Z
Can GPT-4 Support Analysis of Textual Data in Tasks Requiring Highly Specialized Domain Expertise?,Yes.,5.,"""However, employing chain-of-thought prompting did not lead to noticeably improved performance on this task. Further, we demonstrated how to analyze GPT-4's predictions to identify and mitigate deficiencies in annotation guidelines, and subsequently improve the performance of the model. Finally, we observed that the model is quite brittle, as small formatting related changes in the prompt had a high impact on the predictions.""",2023-06-24T08:48:24Z
IERL: Interpretable Ensemble Representation Learning -- Combining CrowdSourced Knowledge and Distributed Semantic Representations,,,,2023-06-24T05:02:34Z
Beyond Scale: the Diversity Coefficient as a Data Quality Metric Demonstrates LLMs are Pre-trained on Formally Diverse Data,Yes.,1.,"""Current trends to pre-train capable Large Language Models (LLMs) mostly focus on scaling of model and dataset size.""",2023-06-24T02:25:56Z
Deconstructing Classifiers: Towards A Data Reconstruction Attack Against Text Classification Models,Yes.,2.,"""Most previous studies on data reconstruction attacks have focused on LLM, while classification models were assumed to be more secure.""",2023-06-23T21:25:38Z
LLM-Assisted Content Analysis: Using Large Language Models to Support Deductive Coding,Yes.,2.,"""Additionally, we demonstrate that LACA can help refine prompts for deductive coding, identify codes for which an LLM is randomly guessing, and help assess when to use LLMs vs. human coders for deductive coding.""",2023-06-23T20:57:32Z
Bring Your Own Data! Self-Supervised Evaluation for Large Language Models,Yes.,3.,"""Current evaluations approach this problem using small, domain-specific datasets with human-curated labels. These evaluation sets are often sampled from a narrow and simplified distribution, and data sources can unknowingly be leaked into the training set which can lead to misleading evaluations.""",2023-06-23T17:59:09Z
Comparing the Efficacy of Fine-Tuning and Meta-Learning for Few-Shot Policy Imitation,No.,1.,"The abstract discusses few-shot imitation learning, control problems, and reinforcement learning but does not mention language models or their limitations.",2023-06-23T15:29:15Z
Knowledge-Infused Self Attention Transformers,Yes.,5.,"""These limitations include hallucinations, where they produce incorrect outputs with high confidence, and alignment issues, where they generate unhelpful and unsafe outputs for human users.""",2023-06-23T13:55:01Z
Efficient Online Processing with Deep Neural Networks,Yes.,3.,"""The economic cost and negative environmental externalities of training and serving models is in evident disharmony with financial viability and climate action goals.""",2023-06-23T12:29:44Z
Product Information Extraction using ChatGPT,Yes.,2.,"""The methods also struggle with generalizing to out-of-distribution attributes and attribute values that were not a part of the training data.""",2023-06-23T09:30:01Z
ToolQA: A Dataset for LLM Question Answering with External Tools,Yes.,5.,"""Large Language Models (LLMs) have demonstrated impressive performance in various NLP tasks, but they still suffer from challenges such as hallucination and weak numerical reasoning.""",2023-06-23T05:43:28Z
Correcting discount-factor mismatch in on-policy policy gradient methods,No.,1.,N/A (The paper does not mention language models).,2023-06-23T04:10:58Z
Visual Adversarial Examples Jailbreak Aligned Large Language Models,Yes.,5.,"""First, we underscore that the continuous and high-dimensional nature of the visual input makes it a weak link against adversarial attacks, representing an expanded attack surface of vision-integrated LLMs."" and ""we highlight that the versatility of LLMs also presents visual attackers with a wider array of achievable adversarial objectives, extending the implications of security failures beyond mere misclassification.""",2023-06-22T22:13:03Z
Prompt to GPT-3: Step-by-Step Thinking Instructions for Humor Generation,Yes.,3.,"""However, these models still have limitations when it comes to complex tasks that require an understanding of the user, such as mastering human comedy writing strategies.""",2023-06-22T20:38:52Z
Can LLMs Express Their Uncertainty? An Empirical Evaluation of Confidence Elicitation in LLMs,Yes.,5.,"""LLMs, when verbalizing their confidence, tend to be overconfident, potentially imitating human patterns of expressing confidence."" and ""all investigated methods struggle in challenging tasks, such as those requiring professional knowledge, indicating significant scope for improvement.""",2023-06-22T17:31:44Z
Towards Explainable Evaluation Metrics for Machine Translation,Yes.,2.,"""recent research indicates that the lower-quality classical metrics remain dominant, one of the potential reasons being that their decision processes are more transparent.""",2023-06-22T17:07:57Z
Apolitical Intelligence? Auditing Delphi's responses on controversial political issues in the US,,,,2023-06-22T15:56:50Z
Quantizable Transformers: Removing Outliers by Helping Attention Heads Do Nothing,Yes.,3.,"""Many studies have shown, however, that modern transformer models tend to learn strong outliers in their activations, making them difficult to quantize.""",2023-06-22T14:39:04Z
Predictive Patentomics: Forecasting Innovation Success and Valuation with ChatGPT,Yes.,1.,"""This paper pushes the boundaries, taking an LLM approach to patent analysis with the groundbreaking ChatGPT technology.""",2023-06-22T13:21:20Z
Generative Multimodal Entity Linking,Yes.,2.,"""Existing MEL methods mainly focus on designing complex multimodal interaction mechanisms and require fine-tuning all model parameters, which can be prohibitively costly and difficult to scale in the era of Large Language Models (LLMs).""",2023-06-22T07:57:19Z
Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models,Yes.,5.,"""Despite the impressive capabilities of large language models (LLMs) in financial natural language processing (NLP), they still struggle with accurately interpreting numerical values and grasping financial context, limiting their effectiveness in predicting financial sentiment.""",2023-06-22T03:56:38Z
Identifying and Extracting Rare Disease Phenotypes with Large Language Models,Yes.,4.,"""While the proliferation of large language models may provide opportunities for supporting RD diagnosis and treatment, researchers and clinicians should critically evaluate model outputs and be well-informed of their limitations.""",2023-06-22T03:52:12Z
FLAG: Finding Line Anomalies (in code) with Generative AI,Yes.,1.,"""In this work, we explore the features that help LLMs in this classification and evaluate the performance of FLAG on known bugs.""",2023-06-22T03:04:56Z
ARIES: A Corpus of Scientific Paper Edits Made in Response to Peer Reviews,Yes.,5.,"""We find that models struggle even to identify the edits that correspond to a comment, especially in cases where the comment is phrased in an indirect way or where the edit addresses the spirit of a comment but not the precise request. When tasked with generating edits, GPT-4 often succeeds in addressing comments on a surface level, but it rigidly follows the wording of the feedback rather than",2023-06-21T22:00:03Z
Evaluating Large Language Models with NeuBAROCO: Syllogistic Reasoning Ability and Human-like Biases,Yes.,5.,"""Our findings demonstrate that current large language models struggle more with problems involving these three types of biases.""",2023-06-21T21:04:11Z
FlakyFix: Using Large Language Models for Predicting Flaky Test Fix Categories and Test Code Repair,,,,2023-06-21T19:34:16Z
Joint Prompt Optimization of Stacked LLMs using Variational Inference,Yes.,1.,"""We first show how to effectively perform prompt optimization for a 1-Layer language network (DLN-1). Then, we present an extension that applies to 2-layer DLNs (DLN-2), where two prompts must be learned.""",2023-06-21T18:45:56Z
Understanding Social Reasoning in Language Models with Language Models,Yes.,4.,"""understanding their ability to comprehend human mental states becomes critical for ensuring effective interactions. However, despite the recent attempts to assess the Theory-of-Mind (ToM) reasoning capabilities of LLMs, the degree to which these models can align with human ToM remains a nuanced topic of exploration. This is primarily due to two distinct challenges",2023-06-21T16:42:15Z
Testing of Detection Tools for AI-Generated Text,Yes.,2.,"""Recent advances in generative pre-trained transformer large language models have emphasised the potential risks of unfair use of artificial intelligence (AI) generated content in an academic environment and intensified efforts in searching for solutions to detect such content.""",2023-06-21T16:29:44Z
GPT-Based Models Meet Simulation: How to Efficiently Use Large-Scale Pre-Trained Language Models Across Simulation Tasks,Yes.,3.,"""each time assessing the expected benefits and limitations of LLMs while providing practical guidance for modelers regarding the steps involved.""",2023-06-21T15:42:36Z
Solving and Generating NPR Sunday Puzzles with Large Language Models,Yes.,5.,"""We find no evidence that models can generate puzzles",2023-06-21T13:23:48Z
Limits for Learning with Language Models,,,,2023-06-21T12:11:31Z
Opening the Black Box: Analyzing Attention Weights and Hidden States in Pre-trained Language Models for Non-language Tasks,Yes.,3.,"""Lastly, by utilizing a straightforward task in which the model predicts the winner of a Tic Tac Toe game, we identify limitations in attention analysis, particularly its inability to capture 2D patterns.""",2023-06-21T11:48:07Z
OphGLM: Training an Ophthalmology Large Language-and-Vision Assistant based on Instructions and Dialogue,Yes.,2.,"""due to the significant differences between medical images and text and general web content, the performance of LMMs in medical scenarios is limited.""",2023-06-21T11:09:48Z
Interactive Molecular Discovery with Natural Language,Yes.,2.,"""Several typical solutions including large language models (e.g., ChatGPT) are evaluated, proving the challenge of conversational molecular design and the effectiveness of our knowledge enhancement method.""",2023-06-21T02:05:48Z
Opportunities and Risks of LLMs for Scalable Deliberation with Polis,Yes.,5.,"""LLM context limitations have a significant impact on insight and quality of these results.""",2023-06-20T22:52:51Z
Open-Domain Text Evaluation via Meta Distribution Modeling,Yes.,3.,"""evaluating and controlling these models for desired attributes remains a challenge, as traditional reference-based metrics such as BLEU, ROUGE, and METEOR are insufficient for open-ended generation tasks.""",2023-06-20T20:37:54Z
DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models,Yes.,5.,"""we discover previously unpublished vulnerabilities to trustworthiness threats. For instance, we find that GPT models can be easily misled to generate toxic and biased outputs and leak private information in both training data and conversation history.""",2023-06-20T17:24:23Z
A Simple and Effective Pruning Approach for Large Language Models,Yes.,3.,"""Existing methods, however, require either retraining, which is rarely affordable for billion-scale LLMs, or solving a weight reconstruction problem reliant on second-order information, which may also be computationally expensive.""",2023-06-20T17:18:20Z
Towards Environmentally Equitable AI via Geographical Load Balancing,Yes.,1.,"""Fueled by the soaring popularity of large language and foundation models, the accelerated growth of artificial intelligence (AI) models' enormous environmental footprint has come under increased scrutiny.""",2023-06-20T17:13:33Z
Improving Image Captioning Descriptiveness by Ranking and LLM-based Fusion,Yes.,1.,"""Subsequently, the top two captions are fused using a Large Language Model (LLM).""",2023-06-20T15:13:02Z
Hallucination is the last thing you need,Yes.,5.,"""The present offering with generative AI presents major obstacles in replicating this, as current models struggle to integrate and navigate such a complex interplay of understanding, experience, and fact-checking procedures."" and ""this often deflects the model's attention from the crucial legal facts, thereby resulting in hallucination.""",2023-06-20T13:14:15Z
TrustGPT: A Benchmark for Trustworthy and Responsible Large Language Models,Yes.,4.,"""It is crucial to prioritize human-centered principles when utilizing these models. Safeguarding the ethical and moral compliance of LLMs is of utmost importance. However, individual ethical issues have not been well studied on the latest LLMs.""",2023-06-20T12:53:39Z
Give Us the Facts: Enhancing Large Language Models with Knowledge Graphs for Fact-aware Language Modeling,Yes.,5.,"""they, like previous smaller pre-trained language models (PLMs), still have difficulty in recalling facts while generating knowledge-grounded contents.""",2023-06-20T12:21:06Z
"Blackbird language matrices (BLM), a new task for rule-like generalization in neural networks: Motivations and Formal Specifications",Yes.,3.,"""It is conjectured that the shortcomings of current LLMs are due to a lack of ability to generalize.""",2023-06-20T10:45:56Z
Democratizing LLMs for Low-Resource Languages by Leveraging their English Dominant Abilities with Linguistically-Diverse Prompts,Yes.,4.,"""competent generative capabilities of LLMs are observed only in high-resource languages, while their performances among under-represented languages fall behind due to pre-training data imbalance.""",2023-06-20T08:27:47Z
ChatGPT Chemistry Assistant for Text Mining and Prediction of MOF Synthesis,Yes.,3.,"""This effectively mitigates ChatGPT's tendency to hallucinate information -- an issue that previously made the use of Large Language Models (LLMs) in scientific fields challenging.""",2023-06-20T05:20:29Z
Evaluating the Zero-shot Robustness of Instruction-tuned Language Models,Yes.,5.,"""We find that using novel (unobserved) but appropriate instruction phrasings consistently degrades model performance, sometimes substantially so. Further, such natural instructions yield a wide variance in downstream performance, despite their semantic equivalence. Put another way, instruction-tuned models are not especially robust to instruction re",2023-06-20T03:48:51Z
Large Language Models are Fixated by Red Herrings: Exploring Creative Problem Solving and Einstellung Effect using the Only Connect Wall Dataset,Yes.,5.,"""Exposure to misleading stimuli - distractors dubbed red herrings - impede human performance in such tasks via the fixation effect and Einstellung paradigm."" and ""we present the novel Only Connect Wall (OCW) dataset and report results from our evaluation of selected",2023-06-19T21:14:57Z
Temporal Data Meets LLM -- Explainable Financial Time Series Forecasting,Yes.,1.,"""We demonstrate our approach outperforms a few baselines, including the widely applied classic ARMA-GARCH model and a gradient-boosting tree model.""",2023-06-19T15:42:02Z
RepoFusion: Training Code Models to Understand Your Repository,Yes.,5.,"""Despite the huge success of Large Language Models (LLMs) in coding assistants like GitHub Copilot, these models struggle to understand the context present in the repository (e.g., imports, parent classes, files with similar names, etc.), thereby producing inaccurate code completions.""",2023-06-19T15:05:31Z
BayLing: Bridging Cross-lingual Alignment and Instruction Following through Interactive Translation for Large Language Models,Yes.,3.,"""the existing LLMs are usually focused on English, leading to inferior performance in non-English languages.""",2023-06-19T14:30:52Z
Unsupervised Text Embedding Space Generation Using Generative Adversarial Networks for Text Synthesis,No.,1.,"The abstract focuses on Generative Adversarial Networks (GAN) and their application to text synthesis, without mentioning Large Language Models (LLMs).",2023-06-19T10:22:12Z
Path to Medical AGI: Unify Domain-specific Medical LLMs with the Lowest Cost,Yes.,3.,"""training cross-domain LLMs in the medical field poses significant challenges primarily attributed to the requirement of collecting data from diverse domains. This task becomes particularly difficult due to privacy restrictions and the scarcity of publicly available medical datasets.""",2023-06-19T08:15:14Z
Fine-tuning Large Enterprise Language Models via Ontological Reasoning,Yes.,3.,"""However, models are usually fine-tuned over publicly available data or, at most, over ground data from databases, ignoring business-level definitions and domain experience.""",2023-06-19T06:48:45Z
Developing Effective Educational Chatbots with ChatGPT prompts: Insights from Preliminary Tests in a Case Study on Social Media Literacy (with appendix),,,,2023-06-18T22:23:18Z
The Importance of Human-Labeled Data in the Era of LLMs,Yes.,1.,"""The automation facilitated by the training and implementation of LLMs has led to discussions and aspirations that human-level labeling interventions may no longer hold the same level of importance as in the era of supervised learning.""",2023-06-18T12:12:03Z
Can We Trust AI-Generated Educational Content? Comparative Analysis of Human and AI-Generated Learning Resources,Yes.,1.,"""Large language models (LLMs) appear to offer a promising solution to the rapid creation of learning materials at scale, reducing the burden on instructors.""",2023-06-18T09:49:21Z
"News Verifiers Showdown: A Comparative Performance Evaluation of ChatGPT 3.5, ChatGPT 4.0, Bing AI, and Bard in News Fact-Checking",Yes.,4.,"""the AI models, despite showing promise, lag in comprehending the subtleties and contexts inherent in news information.""",2023-06-18T04:30:29Z
CLARA: Classifying and Disambiguating User Commands for Reliable Interactive Robotic Agents,Yes.,1.,"""we first present an uncertainty estimation method for LLMs to classify whether the command is certain (i.e., clear) or not (i.e., ambiguous or infeasible).""",2023-06-17T15:24:54Z
LLMVA-GEBC: Large Language Model with Video Adapter for Generic Event Boundary Captioning,Yes.,1.,"""We utilize a pretrained LLM for generating human-like captions with high quality.""",2023-06-17T13:55:54Z
Data Selection for Fine-tuning Large Language Models Using Transferred Shapley Values,Yes.,3.,"""dataset size and model complexity constraints limit the ability to apply Shapley-based data valuation to fine-tuning large pre-trained language models.""",2023-06-16T20:07:38Z
Evaluating Superhuman Models with Consistency Checks,Yes.,3.,"""GPT-4 forecasting that sports records will evolve non-monotonically over time.""",2023-06-16T17:26:38Z
