Title,Talks about LLMs,Rate,Evidence,Published
"LLM Lies: Hallucinations are not Bugs, but Features as Adversarial Examples",Yes.,5.,"""However, we still can not completely trust their answer, since LLMs suffer from hallucination--fabricating non-existent facts to cheat users without perception.""",2023-10-02T17:01:56Z
Towards reporting bias in visual-language datasets: bimodal augmentation by decoupling object-attribute association,Yes.,2.,"""Reporting bias arises when people assume that some knowledge is universally understood and hence, do not necessitate explicit elaboration."" and ""We employ large language models (LLMs) in conjunction with a grounding object detector to extract target objects.""",2023-10-02T16:48:50Z
Avalon's Game of Thoughts: Battle Against Deception through Recursive Contemplation,Yes.,5.,"""This oversight makes LLMs susceptible to malicious manipulations, potentially resulting in detrimental outcomes."" and ""Finally, we offer a possible explanation for the efficacy of ReCon and explore the current limitations of LLMs in terms of safety, reasoning, speaking style, and format, potentially furnishing insights for subsequent research.""",2023-10-02T16:27:36Z
Knowledge Crosswords: Geometric Reasoning over Structured Knowledge with Large Language Models,Yes.,5.,"""Further analysis reveals that LLMs' ability of geometric reasoning over structured knowledge is still far from robust or perfect, susceptible to confounders such as the order of options, certain structural patterns, assumption of existence of correct answer, and more.""",2023-10-02T15:43:53Z
SPELL: Semantic Prompt Evolution based on a LLM,Yes.,2.,"""We further explore the evolution process and discuss on the limitations, potential possibilities and future work.""",2023-10-02T14:51:16Z
Automated Evaluation of Classroom Instructional Support with LLMs and BoWs: Connecting Global Predictions to Specific Feedback,Yes.,3.,"""for classifying individual utterances, there is still room for improvement of automated methods compared to human-level judgments.""",2023-10-02T12:11:17Z
GraphText: Graph Reasoning in Text Space,Yes.,3.,"""LLMs have not made significant advancements in the realm of graph machine learning. This limitation arises because graphs encapsulate distinct relational data, making it challenging to transform them into natural language that LLMs understand.""",2023-10-02T11:03:57Z
Towards human-like spoken dialogue generation between AI agents from written dialogue,Yes.,3.,"""The advent of large language models (LLMs) has made it possible to generate natural written dialogues between two agents. However, generating human-like spoken dialogues from these written dialogues remains challenging.""",2023-10-02T11:03:20Z
Back to the Future: Towards Explainable Temporal Reasoning with Large Language Models,Yes.,4.,"""Another notable limitation of existing methods is their incapability to provide an illustration of their reasoning process, hindering explainability."" and ""A significant gap remains when considering complex reasoning tasks such as event forecasting, which requires multi-step temporal reasoning on events and prediction on the future timestamp.""",2023-10-02T10:35:23Z
Resolving Knowledge Conflicts in Large Language Models,Yes.,5.,"""Extensive experiments with the KNOWLEDGE CONFLICT framework reveal that while LLMs perform well in identifying the existence of knowledge conflicts, they struggle to determine the specific conflicting knowledge and produce a response with distinct answers amidst conflicting information.""",2023-10-02T06:57:45Z
All Languages Matter: On the Multilingual Safety of Large Language Models,Yes.,4.,"""Experimental results show that all LLMs produce significantly more unsafe responses for non-English queries than English ones, indicating the necessity of developing safety alignment for non-English languages.""",2023-10-02T05:23:34Z
DataInf: Efficiently Estimating Data Influence in LoRA-tuned LLMs and Diffusion Models,Yes.,2.,"""This issue becomes more pronounced in the setting of large language models and text-to-image models.""",2023-10-02T04:59:19Z
Enabling Language Models to Implicitly Learn Self-Improvement,Yes.,3.,"""However, the inherent open-ended nature of these tasks implies that there is always room for improvement in the quality of model responses."" and ""It is expensive and challenging to manually derive and provide all necessary rubrics with a real-world complex goal for improvement (e.g., being more helpful and less harmful).""",2023-10-02T04:29:40Z
Do Compressed LLMs Forget Knowledge? An Experimental Study with Practical Implications,Yes.,5.,"""Compressing Large Language Models (LLMs) often leads to reduced performance, especially for knowledge-intensive tasks."" and ""We start by proposing two conjectures on the nature of the damage",2023-10-02T03:12:06Z
Towards LogiGLUE: A Brief Survey and A Benchmark for Analyzing Logical Reasoning Capabilities of Language Models,Yes.,3.,"""the findings indicate that LLMs excel most in abductive reasoning, followed by deductive reasoning, while they are least effective at inductive reasoning.""",2023-10-02T01:00:50Z
BooookScore: A systematic exploration of book-length summarization in the era of LLMs,Yes.,4.,"""identify eight common types of coherence errors made by LLMs.""",2023-10-01T20:46:44Z
FELM: Benchmarking Factuality Evaluation of Large Language Models,Yes.,5.,"""Our findings reveal that while retrieval aids factuality evaluation, current LLMs are far from satisfactory to faithfully detect factual errors.""",2023-10-01T17:37:31Z
GenAI Against Humanity: Nefarious Applications of Generative Artificial Intelligence and Large Language Models,Yes.,5.,"""we'll uncover the societal implications that ripple through the GenAI revolution we are witnessing"" and ""This article serves both as a synthesis of rigorous research presented on the risks of GenAI and misuse of LLMs and as a thought-provoking vision of the different types of harmful",2023-10-01T17:25:56Z
LEGO-Prover: Neural Theorem Proving with Growing Libraries,Yes.,3.,"""Prior methods using language models have demonstrated promising results, but they still struggle to prove even middle school level theorems. One common limitation of these methods is that they assume a fixed theorem library during the whole theorem proving process.""",2023-10-01T12:47:59Z
Beyond Task Performance: Evaluating and Reducing the Flaws of Large Multimodal Models with In-Context Learning,Yes.,5.,"""However, interacting with recent LMMs reveals major limitations that are hardly captured by the current evaluation benchmarks."" and ""Our evaluation on these axes reveals major flaws in LMMs.""",2023-10-01T12:02:59Z
Faithful Explanations of Black-box NLP Models Using LLM-generated Counterfactuals,Yes.,3.,"""While this approach is demonstrated to be very effective, applying LLM at inference-time is costly.""",2023-10-01T07:31:04Z
GrowLength: Accelerating LLMs Pretraining by Progressively Growing Training Length,Yes.,2.,"""The evolving sophistication and intricacies of Large Language Models (LLMs) yield unprecedented advancements, yet they simultaneously demand considerable computational resources and incur significant costs.""",2023-10-01T05:25:24Z
Measuring Value Understanding in Language Models through Discriminator-Critique Gap,Yes.,4.,"""Recent advancements in Large Language Models (LLMs) have heightened concerns about their potential misalignment with human values"" and ""This may further suggest that LLMs might craft plausible explanations based on the provided context without truly understanding their inherent value, indicating potential risks.""",2023-09-30T13:47:55Z
Understanding In-Context Learning from Repetitions,Yes.,5.,"""our research illuminates the internal workings of in-context learning and expounds on the reasons for its failures"" and ""providing a fresh perspective on this exciting capability.""",2023-09-30T08:13:49Z
Investigating the Efficacy of Large Language Models in Reflective Assessment Methods through Chain of Thoughts Prompting,Yes.,3.,"""While LLMs have demonstrated impressive performance across various text-related tasks, they encounter challenges in tasks associated with reasoning.""",2023-09-30T06:25:27Z
AutoHall: Automated Hallucination Dataset Generation for Large Language Models,Yes.,5.,"""the detection of non-factual or hallucinatory content generated by LLMs remains scarce"" and ""variations in hallucination proportions and types among different models.""",2023-09-30T05:20:02Z
Pairwise Proximal Policy Optimization: Harnessing Relative Feedback for LLM Alignment,Yes.,3.,"""However, due to exposure to low-quality data, LLMs may exhibit harmful behavior without aligning with human values."" and ""Despite its effectiveness, PPO has limitations when optimizing rewards trained from comparison-based loss.""",2023-09-30T01:23:22Z
"Pruning Small Pre-Trained Weights Irreversibly and Monotonically Impairs ""Difficult"" Downstream Tasks in LLMs",Yes.,5.,"""we reveal that these seemingly inconsequential weights can result in irreparable loss of knowledge and performance degradation in difficult tasks, even when downstream continual training is allowed.""",2023-09-29T22:55:06Z
SocREval: Large Language Models with the Socratic Method for Reference-Free Reasoning Evaluation,Yes.,3.,"""Existing reference-free reasoning metrics eliminate the need for human-crafted reasoning chains as references, but they typically require fine-tuning on datasets with human-derived reasoning chains, which complicates the process and raises concerns regarding generalizability across diverse datasets.""",2023-09-29T18:25:46Z
Efficient Streaming Language Models with Attention Sinks,Yes.,5.,"""Firstly, during the decoding stage, caching previous tokens' Key and Value states (KV) consumes extensive memory. Secondly, popular LLMs cannot generalize to longer texts than the training sequence length.""",2023-09-29T17:59:56Z
L2CEval: Evaluating Language-to-Code Generation Capabilities of Large Language Models,Yes.,3.,"""This enables us to identify and analyze the typical failure modes across various tasks and models.""",2023-09-29T17:57:00Z
LLM-grounded Video Diffusion Models,Yes.,3.,"""current models still struggle with intricate spatiotemporal prompts and often generate restricted or incorrect motion.""",2023-09-29T17:54:46Z
Can Sensitive Information Be Deleted From LLMs? Objectives for Defending Against Extraction Attacks,Yes.,5.,"""Pretrained language models sometimes possess knowledge that we do not wish them to, including memorized personal information and knowledge that could be used to harm people. They can also output toxic or harmful text."" and ""Experimentally, we show that even state-of-the-art model editing methods such as ROME struggle to truly delete factual information from models like GPT-J, as our whitebox and",2023-09-29T17:12:43Z
LoRA ensembles for large language model fine-tuning,Yes.,5.,"""Finetuned LLMs often exhibit poor uncertainty quantification, manifesting as overconfidence, poor calibration, and unreliable prediction results on test data or out-of-distribution samples.""",2023-09-29T16:38:38Z
"Reason for Future, Act for Now: A Principled Framework for Autonomous LLM Agents with Provable Sample Efficiency",Yes.,4.,"""Large language models (LLMs) demonstrate impressive reasoning abilities, but translating reasoning into actions in the real world remains challenging. In particular, it remains unclear how to complete a given task provably within a minimum number of interactions with the external environment.""",2023-09-29T16:36:39Z
Network Memory Footprint Compression Through Jointly Learnable Codebooks and Mappings,No.,1.,The paper discusses deep neural networks in general and does not specifically mention language models (LLMs or LMs).,2023-09-29T16:04:55Z
Assessing Look-Ahead Bias in Stock Return Predictions Generated By GPT Sentiment Analysis,Yes.,5.,"""This bias can take two forms",2023-09-29T15:30:32Z
Split and Merge: Aligning Position Biases in Large Language Model based Evaluators,Yes.,5.,"""these LLM-based evaluators exhibit position bias, or inconsistency, when used to evaluate candidate answers in pairwise comparisons, favoring either the first or second answer regardless of content.""",2023-09-29T14:38:58Z
Suspicion-Agent: Playing Imperfect Information Games with Theory of Mind Aware GPT-4,Yes.,1.,"""GPT-4, the recent breakthrough in large language models (LLMs) trained on massive passive data, is notable for its knowledge retrieval and reasoning abilities.""",2023-09-29T14:30:03Z
LLM-Deliberation: Evaluating LLMs with Interactive Multi-Agent Negotiation Games,Yes.,3.,"""Yet, we have a limited understanding of LLMs' reasoning and decision-making capabilities, partly stemming from a lack of dedicated evaluation benchmarks.""",2023-09-29T13:33:06Z
Training and inference of large language models using 8-bit floating point,Yes.,1.,"""This paper presents a methodology to select the scalings for FP8 linear layers, based on dynamically updating per-tensor scales for the weights, gradients and activations. We apply this methodology to train and validate large language models of the type of GPT and Llama 2 using FP8, for model sizes ranging from 111M to 70B.""",2023-09-29T13:24:33Z
Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,Yes.,3.,"""As a result, these methods will not work in domains where the pre-trained LLM does not have enough knowledge to serve as an effective value function or in domains that require long-horizon planning.""",2023-09-29T12:20:19Z
LatticeGen: A Cooperative Framework which Hides Generated Text in a Lattice for Privacy-Aware Generation on Cloud,Yes.,2.,"""the server fully controls the generation process, which leaves zero options for users who want to keep the generated text to themselves.""",2023-09-29T11:46:07Z
Using Large Language Models for Qualitative Analysis can Introduce Serious Bias,Yes.,4.,"""We find that a great deal of caution is needed in using LLMs to annotate text as there is a risk of introducing biases that can lead to misleading inferences."" and ""Training simpler supervised models on high-quality human annotations with flexible coding leads to less measurement error and bias than LLM annotations.""",2023-09-29T11:19:15Z
Benchmarking the Abilities of Large Language Models for RDF Knowledge Graph Creation and Comprehension: How Well Do LLMs Speak Turtle?,Yes.,3.,"""While our findings show that the latest commercial models outperform their forerunners in terms of proficiency with the Turtle language, they also reveal an apparent weakness. These models fall short when it comes to adhering strictly to the output formatting constraints, a crucial requirement in this context.""",2023-09-29T10:36:04Z
Benchmarking Cognitive Biases in Large Language Models as Evaluators,Yes.,5.,"""We find that LLMs are biased text quality evaluators, exhibiting strong indications on our bias benchmark (average of 40% of comparisons across all models) within each of their evaluations that question their robustness as evaluators.""",2023-09-29T06:53:10Z
Medical Foundation Models are Susceptible to Targeted Misinformation Attacks,Yes.,5.,"""Through targeted manipulation of just 1.1% of the model's weights, we can deliberately inject an incorrect biomedical fact. The erroneous information is then propagated in the model's output, whilst its performance on other biomedical tasks remains intact. This peculiar susceptibility raises serious security and trustworthiness concerns for",2023-09-29T06:44:36Z
I Wish to Have an Argument: Argumentative Reasoning in Large Language Models,Yes.,3.,"""We find that, although LLMs are able to match or surpass the state-of-the-art in AM and APE, their argumentative reasoning performance is very dependent on the input and output representation. We also find an 'exemplar effect', where too many exemplars increasingly become detrimental for task performance.""",2023-09-29T02:41:38Z
GPT-Fathom: Benchmarking Large Language Models to Decipher the Evolutionary Path towards GPT-4 and Beyond,Yes.,3.,"""there is a pressing need for a comprehensive evaluation suite to assess their capabilities and limitations.""",2023-09-28T16:43:35Z
Neuro Symbolic Reasoning for Planning: Counterexample Guided Inductive Synthesis using Large Language Models and Satisfiability Solving,Yes.,5.,"""Despite their remarkably improved accuracy, these models are still known to produce factually incorrect or contextually inappropriate results despite their syntactic coherence - a phenomenon often referred to as hallucination. This limitation makes it difficult to use these models to synthesize formal artifacts that are used in safety-critical applications. Unlike tasks such as text summarization and question-answering, bugs in code, plan,",2023-09-28T13:40:50Z
Human Feedback is not Gold Standard,Yes.,5.,"""We critically analyse the use of human feedback for both training and evaluation, to verify whether it fully captures a range of crucial error criteria. We find that while preference scores have fairly good coverage, they under-represent important aspects like factuality.""",2023-09-28T11:18:20Z
Intrinsic Language-Guided Exploration for Complex Long-Horizon Robotic Manipulation Tasks,Yes.,1.,"""By leveraging LLMs as an assistive intrinsic reward, IGE-LLMs guides the exploratory process in reinforcement learning to address intricate long-horizon with sparse rewards robotic manipulation tasks.""",2023-09-28T11:14:52Z
LawBench: Benchmarking Legal Knowledge of Large Language Models,Yes.,5.,"""it is unclear how much legal knowledge they possess and whether they can reliably perform legal-related tasks,"" and ""While fine-tuning LLMs on legal specific text brings certain improvements, we are still a long way from obtaining usable and reliable LLMs in legal tasks.""",2023-09-28T09:35:59Z
Beyond Reverse KL: Generalizing Direct Preference Optimization with Diverse Divergence Constraints,Yes.,2.,"""The increasing capabilities of large language models (LLMs) raise opportunities for artificial general intelligence but concurrently amplify safety concerns, such as potential misuse of AI systems, necessitating effective AI alignment.""",2023-09-28T08:29:44Z
AE-GPT: Using Large Language Models to Extract Adverse Events from Surveillance Reports-A Use Case with Influenza Vaccine Adverse Events,Yes.,1.,"""Recently, Large Language Models (LLMs) have shown promise in effectively identifying and cataloging AEs within clinical reports.""",2023-09-28T03:53:21Z
ModuLoRA: Finetuning 2-Bit LLMs on Consumer GPUs by Integrating with Modular Quantizers,Yes.,1.,"""We propose a memory-efficient finetuning algorithm for large language models (LLMs) that supports finetuning LLMs with 65B parameters in 2/3/4-bit precision on as little as one 24GB GPU",2023-09-28T02:55:01Z
MedEdit: Model Editing for Medical Question Answering with External Knowledge Bases,Yes.,4.,"""Large Language Models (LLMs), although powerful in general domains, often perform poorly on domain-specific tasks like medical question answering (QA). Moreover, they tend to function as 'black-boxes,' making it challenging to modify their behavior.""",2023-09-27T21:26:03Z
Lyra: Orchestrating Dual Correction in Automated Theorem Proving,Yes.,3.,"""Nevertheless, their full potential, particularly concerning the mitigation of hallucinations and refinement through prover error messages, remains an area that has yet to be thoroughly investigated.""",2023-09-27T17:29:41Z
Large Language Model Routing with Benchmark Datasets,Yes.,3.,"""We demonstrate the utility and limitations of learning model routers from various benchmark datasets, where we consistently improve performance upon using any single model for all tasks.""",2023-09-27T17:08:40Z
Deep Model Fusion: A Survey,,,,2023-09-27T14:40:12Z
NLPBench: Evaluating Large Language Models on Solving NLP Problems,Yes.,4.,"""Our study reveals that the effectiveness of the advanced prompting strategies can be inconsistent, occasionally damaging LLM performance, especially in smaller models like the LLAMA-2 (13b). Furthermore, our manual assessment illuminated specific shortcomings in LLMs' scientific problem-solving skills, with weaknesses in logical decomposition and reasoning",2023-09-27T13:02:06Z
Rethinking Channel Dimensions to Isolate Outliers for Low-bit Weight Quantization of Large Language Models,Yes.,3.,"""However, efficiently serving LLMs has been a challenge due to the large memory bottleneck, specifically in small batch inference settings (e.g. mobile devices).""",2023-09-27T09:48:31Z
Graph Neural Prompting with Large Language Models,Yes.,4.,"""they still exhibit inherent limitations in precisely capturing and returning grounded knowledge"" and ""applying this to LLMs is problematic owing to their large number of parameters and high computational cost.""",2023-09-27T06:33:29Z
Beyond the Chat: Executable and Verifiable Text-Editing with LLMs,Yes.,3.,"""Because LLMs are known to introduce factual errors, Inksync also supports a 3-stage approach to mitigate this risk",2023-09-27T00:56:17Z
Creating Trustworthy LLMs: Dealing with Hallucinations in Healthcare AI,Yes.,5.,"""There is however hesitation in the medical and healthcare domain towards their adoption because of issues like factuality, coherence, and hallucinations.""",2023-09-26T20:52:46Z
RAGAS: Automated Evaluation of Retrieval Augmented Generation,Yes.,1.,"""RAG systems are composed of a retrieval and an LLM based generation module,"" and ""reducing the risk of hallucinations.""",2023-09-26T19:23:54Z
Attention Satisfies: A Constraint-Satisfaction Lens on Factual Errors of Language Models,Yes.,5.,"""We investigate the internal behavior of Transformer-based Large Language Models (LLMs) when they generate factually incorrect text.""",2023-09-26T17:48:55Z
How to Catch an AI Liar: Lie Detection in Black-Box LLMs by Asking Unrelated Questions,Yes.,5.,"""Large language models (LLMs) can 'lie', which we define as outputting false statements despite 'knowing' the truth in a demonstrable sense.""",2023-09-26T16:07:54Z
Large Language Model Alignment: A Survey,Yes.,4.,"""they may yield texts that are imprecise, misleading, or even detrimental"" and ""probe into salient issues including the models' interpretability, and potential vulnerabilities to adversarial attacks.""",2023-09-26T15:49:23Z
ConPET: Continual Parameter-Efficient Tuning for Large Language Models,Yes.,3.,"""This is extremely challenging for large language models (LLMs) with vanilla full-parameter tuning due to high computation costs, memory consumption, and forgetting issue.""",2023-09-26T08:52:04Z
QA-LoRA: Quantization-Aware Low-Rank Adaptation of Large Language Models,Yes.,3.,"""Despite the strong ability in many language-understanding tasks, the heavy computational burden largely restricts the application of LLMs especially when one needs to deploy them onto edge devices.""",2023-09-26T07:22:23Z
Are Human-generated Demonstrations Necessary for In-context Learning?,Yes.,3.,"""the standard paradigm of In-context Learning (ICL) suffers the disadvantages of susceptibility to selected demonstrations and the intricacy to generate these demonstrations.""",2023-09-26T05:10:08Z
Disinformation Detection: An Evolving Challenge in the Age of LLMs,Yes.,4.,"""One critical concern is the misuse of LLMs by disinformation spreaders, leveraging these models to generate highly persuasive yet misleading content that challenges the disinformation detection system.""",2023-09-25T22:12:50Z
Free-Bloom: Zero-Shot Text-to-Video Generator with LLM Director and LDM Animator,Yes.,1.,"""we propose a novel Free-Bloom pipeline that harnesses large language models (LLMs) as the director to generate a semantic-coherence prompt sequence""",2023-09-25T19:42:16Z
Lifelong Robot Learning with Human Assisted Language Planners,Yes.,5.,"""However, current LLM-based planners are only able to operate with a fixed set of skills.""",2023-09-25T17:45:55Z
"Physics of Language Models: Part 3.1, Knowledge Storage and Extraction",Yes.,4.,"""Without such augmentation, knowledge may be memorized but not extractable, leading to 0% accuracy, regardless of subsequent instruction fine-tuning.""",2023-09-25T17:37:20Z
Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Yes.,5.,"""Recent advances in Language Model (LM) agents and tool use, exemplified by applications like ChatGPT Plugins, enable a rich set of capabilities but also amplify potential risks - such as leaking private data or causing financial losses."" and ""we provide a quantitative risk analysis of current LM agents and identify numerous failures with potentially severe outcomes. Notably, even the safest LM agent exhibits such failures",2023-09-25T17:08:02Z
LLMCarbon: Modeling the end-to-end Carbon Footprint of Large Language Models,Yes.,4.,"""Existing studies have reported the carbon footprint of LLM training, but only one tool, mlco2, can predict the carbon footprint of new neural networks prior to physical training. However, mlco2 has several serious limitations.""",2023-09-25T14:50:04Z
The Cybersecurity Crisis of Artificial Intelligence: Unrestrained Adoption and Natural Language-Based Attacks,Yes.,5.,"""The widespread integration of autoregressive-large language models (AR-LLMs), such as ChatGPT, across established applications, like search engines, has introduced critical vulnerabilities with uniquely scalable characteristics. In this commentary, we analyse these vulnerabilities, their dependence on natural language as a vector of",2023-09-25T10:48:46Z
Analyzing the Efficacy of an LLM-Only Approach for Image-based Document Question Answering,Yes.,2.,"""However, the relative contributions of the vision encoder and the language model in these tasks remain unclear.""",2023-09-25T07:01:16Z
Evaluating Cognitive Maps and Planning in Large Language Models with CogEval,Yes.,5.,"""systematic evaluation reveals striking failure modes in planning tasks, including hallucinations of invalid trajectories and getting trapped in loops.""",2023-09-25T01:20:13Z
Can LLM-Generated Misinformation Be Detected?,Yes.,5.,"""However, the potential that LLMs such as ChatGPT can be exploited to generate misinformation has posed a serious concern to online safety and public trust."" and ""we discover that LLM-generated misinformation can be harder to detect for humans and detectors compared to human-written misinformation with the same semantics, which suggests it can",2023-09-25T00:45:07Z
ALLURE: Auditing and Improving LLM-based Evaluation of Text using Iterative In-Context-Learning,Yes.,5.,"""However, despite their extensive utility, LLMs exhibit distinct failure modes, necessitating a thorough audit and improvement of their text evaluation capabilities.""",2023-09-24T17:15:58Z
Embers of Autoregression: Understanding Large Language Models Through the Problem They are Trained to Solve,Yes.,5.,"""The widespread adoption of large language models (LLMs) makes it important to recognize their strengths and limitations,"" and ""In many cases, the experiments reveal surprising failure modes,"" and ""AI practitioners should be careful about using LLMs in low-probability situations.""",2023-09-24T13:35:28Z
Resolving References in Visually-Grounded Dialogue via Text Generation,Yes.,1.,"""Vision-language models (VLMs) have shown to be effective at image retrieval based on simple text queries, but text-image retrieval based on conversational input remains a challenge.""",2023-09-23T17:07:54Z
A Chat About Boring Problems: Studying GPT-based text normalization,Yes.,3.,"""we note key limitations in the conventional design of text normalization tasks.""",2023-09-23T16:32:59Z
Towards LLM-guided Causal Explainability for Black-box Text Classifiers,Yes.,3.,"""model qualities like explainability and interpretability, albeit highly desirable, are becoming harder challenges to tackle and solve.""",2023-09-23T11:22:28Z
Enhancing Zero-Shot Chain-of-Thought Reasoning in Large Language Models through Logic,Yes.,5.,"""However, their reasoning abilities still have significant room for improvement, especially when confronted with scenarios requiring multi-step reasoning,"" and ""These models sometimes show hallucinations as their reasoning procedures are unconstrained by logical principles.""",2023-09-23T11:21:12Z
AI-Copilot for Business Optimisation: A Framework and A Case Study in Production Scheduling,Yes.,3.,"""However, developing an LLM for problem formulation is challenging, due to training data, token limitations, and lack of appropriate performance metrics.""",2023-09-22T23:45:21Z
Investigating Large Language Models and Control Mechanisms to Improve Text Readability of Biomedical Abstracts,Yes.,1.,"""In this work, we investigate the ability of state-of-the-art large language models (LLMs) on the task of biomedical abstract simplification, using the publicly available dataset for plain language adaptation of biomedical abstracts (PLABA).""",2023-09-22T22:47:32Z
Towards Green AI in Fine-tuning Large Language Models via Adaptive Backpropagation,Yes.,2.,"""intensively performed LLM fine-tuning worldwide could result in significantly high energy consumption and carbon footprint, which may bring large environmental impact.""",2023-09-22T21:55:18Z
BenLLMEval: A Comprehensive Evaluation into the Potentials and Pitfalls of Large Language Models on Bengali NLP,Yes.,4.,"""Our experimental results demonstrate that while in some Bengali NLP tasks, zero-shot LLMs could achieve performance on par, or even better than current SOTA fine-tuned models; in most tasks, their performance is quite poor (with the performance of open-source LLMs like LLaMA-2-13b-chat being significantly bad) in comparison to the current SOTA results",2023-09-22T20:29:34Z
Contextual Emotion Estimation from Image Captions,Yes.,2.,"""One initial challenge is to construct a caption that describes a person within a scene with information relevant for emotion perception."" and ""accuracy can depend on the emotion concept.""",2023-09-22T18:44:34Z
In-context Interference in Chat-based Large Language Models,Yes.,5.,"""However, one limitation of this scenario is that users cannot modify the internal knowledge of the model, and the only way to add or modify internal knowledge is by explicitly mentioning it to the model during the current interaction."" and ""In-context learning has significant applications, but also has limitations that are seldom studied. In this paper, we present a study that shows how the model can suffer from",2023-09-22T09:18:55Z
Construction contract risk identification based on knowledge-augmented language model,Yes.,3.,"""While large language models (LLMs) have shown promise in revolutionizing natural language processing (NLP) tasks, they struggle with domain-specific knowledge and addressing specialized issues.""",2023-09-22T05:27:06Z
Studying and improving reasoning in humans and machines,Yes.,3.,"""most of the included models presented reasoning errors akin to those frequently ascribed to error-prone, heuristic-based human reasoning"" and ""an in-depth comparison between humans and LLMs indicated important differences with human-like reasoning, with models limitations disappearing almost entirely in more recent LLMs releases.""",2023-09-21T21:02:05Z
Foundation Metrics for Evaluating Effectiveness of Healthcare Conversations Powered by Generative AI,Yes.,4.,"""Existing evaluation metrics proposed for various generic large language models (LLMs) demonstrate a lack of comprehension regarding medical and health concepts and their significance in promoting patients' well-being. Moreover, these metrics neglect pivotal user-centered aspects, including trust-building, ethics, personalization, empathy, user comprehension, and emotional support.""",2023-09-21T19:36:48Z
Can LLMs Augment Low-Resource Reading Comprehension Datasets? Opportunities and Challenges,Yes.,3.,"""highlighting the unique opportunities and challenges.""",2023-09-21T18:48:02Z
LLM-Grounder: Open-Vocabulary 3D Visual Grounding with Large Language Model as an Agent,Yes.,1.,"""While existing approaches often rely on extensive labeled data or exhibit limitations in handling complex language queries, we propose LLM-Grounder, a novel zero-shot, open-vocabulary, Large Language Model (LLM)-based 3D visual grounding pipeline.""",2023-09-21T17:59:45Z
Reranking for Natural Language Generation from Logical Forms: A Study based on Large Language Models,Yes.,4.,"""Large language models (LLMs) have demonstrated impressive capabilities in natural language generation. However, their output quality can be inconsistent, posing challenges for generating natural language from logical forms (LFs).""",2023-09-21T17:54:58Z
"The Reversal Curse: LLMs trained on ""A is B"" fail to learn ""B is A""",Yes.,5.,"""We expose a surprising failure of generalization in auto-regressive large language models (LLMs). If a model is trained on a sentence of the form 'A is B', it will not automatically generalize to the reverse direction 'B is A'.""",2023-09-21T17:52:19Z
Inspire the Large Language Model by External Knowledge on BioMedical Named Entity Recognition,Yes.,4.,"""they often fall short in some information extraction tasks, particularly those requiring domain-specific knowledge, such as Biomedical Named Entity Recognition (NER)"" and ""we inject entity knowledge to address the problem that LLM's lack of domain knowledge when predicting entity category.""",2023-09-21T17:39:53Z
