Title,Talks about LLMs,Rate,Evidence,Published
The Dark Side of ChatGPT: Legal and Ethical Challenges from Stochastic Parrots and Hallucination,Yes.,5.,"""new legal and ethical risks are also emerging, stemming in particular from stochastic parrots and hallucination.""",2023-04-21T16:40:54Z
Inducing anxiety in large language models increases exploration and bias,Yes.,5.,"""Understanding not only when these models work well and succeed but also why they fail and misbehave is of great societal relevance."" and ""GPT-3.5 shows a strong increase in biases when prompted with anxiety-inducing text.""",2023-04-21T16:29:43Z
ChatABL: Abductive Learning via Natural Language Interaction with ChatGPT,Yes.,4.,"""LLMs currently have difficulty in bridging perception, language understanding and reasoning capabilities due to incompatibility of the underlying information flow among them, making it challenging to accomplish tasks autonomously.""",2023-04-21T16:23:47Z
DIN-SQL: Decomposed In-Context Learning of Text-to-SQL with Self-Correction,Yes.,1.,"""There is currently a significant gap between the performance of fine-tuned models and prompting approaches using Large Language Models (LLMs) on the challenging task of text-to-SQL, as evaluated on datasets such as Spider.""",2023-04-21T15:02:18Z
Evaluating Transformer Language Models on Arithmetic Operations Using Number Decomposition,Yes.,3.,"""On the other hand, the experiments highlighted the difficulty of GPT-3 in carrying out tasks that require a certain degree of reasoning, such as arithmetic operations.""",2023-04-21T14:21:52Z
SkinGPT-4: An Interactive Dermatology Diagnostic System with Visual Large Language Model,Yes.,1.,"""we present SkinGPT-4, which is the world's first interactive dermatology diagnostic system powered by an advanced visual large language model.""",2023-04-21T01:17:09Z
Meta Semantics: Towards better natural language understanding and reasoning,Yes.,5.,"""Deep neural network methods, particularly large language module (LLM) methods such as ChatGPT and GPT-3, have powerful flexibility to adopt informal text but are weak on logical deduction and suffer from the out-of-vocabulary (OOV) problem.""",2023-04-20T22:16:16Z
"""HOT"" ChatGPT: The promise of ChatGPT in detecting and discriminating hateful, offensive, and toxic comments on social media",Yes.,2.,"""Our findings also suggest that ChatGPT classifications align with provided HOT definitions, but ChatGPT classifies 'hateful' and 'offensive' as subsets of 'toxic.' Moreover, the choice of prompts used to interact with ChatGPT",2023-04-20T19:40:51Z
Joint Repetition Suppression and Content Moderation of Large Language Models,,,,2023-04-20T19:17:49Z
MiniGPT-4: Enhancing Vision-Language Understanding with Advanced Large Language Models,Yes.,3.,"""In our experiment, we found that the model trained on short image caption pairs could produce unnatural language outputs (e.g., repetition and fragmentation).""",2023-04-20T18:25:35Z
Why Does ChatGPT Fall Short in Providing Truthful Answers?,Yes.,5.,"""ChatGPT still faces challenges in providing reliable and accurate answers to user questions."" and ""We further pinpoint factuality as the most contributing failure and identify two critical abilities associated with factuality",2023-04-20T17:48:43Z
Learning to Plan with Natural Language,Yes.,3.,"""LLMs can directly generate task plans, but these plans may still contain factual errors or are incomplete.""",2023-04-20T17:09:12Z
Safety Assessment of Chinese Large Language Models,Yes.,5.,"""These models may generate insulting and discriminatory content, reflect incorrect social values, and may be used for malicious purposes such as fraud and dissemination of misleading information.""",2023-04-20T16:27:35Z
GPT-NER: Named Entity Recognition via Large Language Models,Yes.,3.,"""its performance on NER is still significantly below supervised baselines. This is due to the gap between the two tasks the NER and LLMs",2023-04-20T16:17:26Z
Fully Autonomous Programming with Large Language Models,Yes.,5.,"""Current approaches to program synthesis with Large Language Models (LLMs) exhibit a 'near miss syndrome'",2023-04-20T16:12:05Z
CKBP v2: An Expert-Annotated Evaluation Set for Commonsense Knowledge Base Population,Yes.,2.,"""Empirical results show that the population task is still challenging, even for large language models (LLM) such as ChatGPT.""",2023-04-20T15:27:29Z
Interventional Probing in High Dimensions: An NLI Case Study,Yes.,1.,"""Probing strategies have been shown to detect the presence of various linguistic features in large language models; in particular, semantic features intermediate to the 'natural logic' fragment of the Natural Language Inference task (NLI).""",2023-04-20T14:34:31Z
Analyzing FOMC Minutes: Accuracy and Constraints of Language Models,Yes.,3.,"""The study also highlights the challenges and limitations of using current NLP techniques to analyze FOMC texts and suggests the potential for enhancing language models and exploring alternative approaches.""",2023-04-20T08:54:00Z
Can ChatGPT Reproduce Human-Generated Labels? A Study of Social Computing Tasks,Yes.,3.,"""ChatGPT does have the potential to handle these data annotation tasks, although a number of challenges remain.""",2023-04-20T08:08:12Z
Supporting Human-AI Collaboration in Auditing LLMs with LLMs,Yes.,4.,"""Yet these language models, be it for classification or generation, have been shown to be biased and behave irresponsibly, causing harm to people at scale.""",2023-04-19T21:59:04Z
SurgicalGPT: End-to-End Language-Vision GPT for Visual Question Answering in Surgery,Yes.,3.,"""Given the limitations of unidirectional attention in GPT models and their ability to generate coherent long paragraphs.""",2023-04-19T21:22:52Z
Low-resource Bilingual Dialect Lexicon Induction with Large Language Models,Yes.,2.,"""This setup poses several unique challenges, including the scarcity of resources, the relatedness of the languages, and the lack of standardization in the orthography of dialects.""",2023-04-19T20:20:41Z
Catch Me If You Can: Identifying Fraudulent Physician Reviews with Large Language Models Using Generative Pre-Trained Transformers,Yes.,1.,"""This study utilizes a novel pre-labeled dataset of 38048 physician reviews to establish the effectiveness of large language models in classifying reviews.""",2023-04-19T19:59:26Z
Fundamental Limitations of Alignment in Large Language Models,Yes.,5.,"""Our results expose fundamental limitations in alignment of LLMs and bring to the forefront the need to devise reliable mechanisms for ensuring AI safety.""",2023-04-19T17:50:09Z
Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,Yes.,5.,"""LLMs have inherent limitations as they are incapable of accessing up-to-date information (stored on the Web or in task-specific knowledge bases), using external tools, and performing precise mathematical and logical reasoning.""",2023-04-19T17:47:47Z
GeneGPT: Augmenting Large Language Models with Domain Tools for Improved Access to Biomedical Information,Yes.,3.,"""While large language models (LLMs) have been successfully applied to various tasks, they still face challenges with hallucinations.""",2023-04-19T13:53:19Z
Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,Yes.,3.,"""The discrepancy between the pre-training objectives of LLMs and the ranking objective poses another challenge.""",2023-04-19T10:16:03Z
A Theory on Adam Instability in Large-Scale Machine Learning,Yes.,3.,"""We present a theory for the previously unexplained divergent behavior noticed in the training of large language models."" and ""This artifact is more likely to be observed in the training of a deep model with a large batch size, which is the typical setting of large-scale language model training.""",2023-04-19T06:15:11Z
Language Models Enable Simple Systems for Generating Structured Views of Heterogeneous Data Lakes,Yes.,1.,"""We identify two fundamentally different strategies for implementing this system",2023-04-19T06:00:26Z
TieFake: Title-Text Similarity and Emotion-Aware Fake News Detection,No.,1.,The abstract does not mention LLMs or any language models.,2023-04-19T04:47:36Z
LLM as A Robotic Brain: Unifying Egocentric Memory and Control,Yes.,1.,"""In this paper, we propose a novel and generalizable framework called LLM-Brain",2023-04-19T00:08:48Z
Creating Large Language Model Resistant Exams: Guidelines and Strategies,Yes.,3.,"""This article investigates the performance of LLMs on exams and their implications for assessment, focusing on ChatGPT's abilities and limitations.""",2023-04-18T18:01:32Z
Outlier Suppression+: Accurate quantization of large language models by equivalent and optimal shifting and scaling,Yes.,3.,"""Post-training quantization~(PTQ) of transformer language models faces significant challenges due to the existence of detrimental outliers in activations.""",2023-04-18T17:34:23Z
Towards Designing a ChatGPT Conversational Companion for Elderly People,Yes.,3.,"""However, it is essential to acknowledge the limitations of ChatGPT, such as potential biases and misinformation, and to consider the ethical implications of using AI-based companionship for the elderly, including privacy concerns.""",2023-04-18T17:24:14Z
Exploring the Trade-Offs: Unified Large Language Models vs Local Fine-Tuned Models for Highly-Specific Radiology NLI Task,Yes.,2.,"""Despite demonstrating impressive capability in various open-domain tasks, their adequacy in highly specific fields like radiology remains untested.""",2023-04-18T17:21:48Z
In ChatGPT We Trust? Measuring and Characterizing the Reliability of ChatGPT,Yes.,5.,"""We find that ChatGPT's reliability varies across different domains, especially underperforming in law and science questions."" and ""We further show that ChatGPT is vulnerable to adversarial examples, and even a single character change can negatively affect its reliability in certain cases.""",2023-04-18T13:20:45Z
Stochastic Parrots Looking for Stochastic Parrots: LLMs are Easy to Fine-Tune and Hard to Detect with other LLMs,Yes.,4.,"""This prominence amplified prior concerns regarding the misuse of LLMs and led to the emergence of numerous tools to detect LLMs in the wild. Unfortunately, most such tools are critically flawed.""",2023-04-18T13:05:01Z
Safer Conversational AI as a Source of User Delight,Yes.,3.,"""However, some users argue that current approaches to moderation limit the technology, compromise free expression, and limit the value delivered by the technology.""",2023-04-18T11:03:10Z
Masked Language Model Based Textual Adversarial Example Detection,Yes.,1.,"""whereas pre-trained masked language models can fit the manifold of normal NLP data.""",2023-04-18T06:52:14Z
A Survey for Biomedical Text Summarization: From Pre-trained to Large Language Models,Yes.,3.,"""We finally discuss existing challenges and promising future directions in the era of LLMs.""",2023-04-18T06:38:40Z
CancerGPT: Few-shot Drug Pair Synergy Prediction using Large Pre-trained Language Models,Yes.,2.,"""However, their ability to generalize to unseen tasks in more complex fields, such as biology, has yet to be fully evaluated.""",2023-04-18T02:49:53Z
Large Language Models Based Automatic Synthesis of Software Specifications,Yes.,1.,"""we propose SpecSyn a framework that leverages a state-of-the-art large language model to automatically synthesize software specifications from natural language sources.""",2023-04-18T01:22:44Z
Classification of US Supreme Court Cases using BERT-Based Techniques,Yes.,3.,"""An interesting phenomenon occurs when classifying long documents such as those from the US supreme court where BERT-based models can be considered difficult to use on a first-pass or out-of-the-box basis.""",2023-04-17T22:53:54Z
An Evaluation on Large Language Model Outputs: Discourse and Memorization,Yes.,4.,"""We find a correlation between percentage of memorized text, percentage of unique text, and overall output quality, when measured with respect to output pathologies such as counterfactual and logically-flawed statements, and general failures like not staying on topic.""",2023-04-17T22:12:12Z
Visual Instruction Tuning,Yes.,1.,"""Instruction tuning large language models (LLMs) using machine-generated instruction-following data has improved zero-shot capabilities on new tasks, but the idea is less explored in the multimodal field.""",2023-04-17T17:59:25Z
LongForm: Effective Instruction Tuning with Reverse Instructions,Yes.,2.,"""obtaining instruction data is costly and challenging"" and ""generating noisy examples via LLMs.""",2023-04-17T17:36:35Z
ImpressionGPT: An Iterative Optimizing Framework for Radiology Report Summarization with ChatGPT,Yes.,3.,"""such models often require substantial amounts of medical text data and have poor generalization performance"" and ""their performance in specific domains, such as radiology, remains under-investigated and potentially limited.""",2023-04-17T17:13:42Z
Low-code LLM: Graphical User Interface over Large Language Models,Yes.,2.,"""Utilizing Large Language Models (LLMs) for complex tasks is challenging, often involving a time-consuming and uncontrollable prompt engineering process.""",2023-04-17T09:27:40Z
InstructUIE: Multi-task Instruction Tuning for Unified Information Extraction,Yes.,3.,"""recent studies have shown that existing large models still have difficulty with information extraction tasks"" and ""gpt-3.5-turbo achieved an F1 score of 18.22 on the Ontonotes dataset, which is significantly lower than the state-of-the-art performance.""",2023-04-17T09:00:50Z
SkillGPT: a RESTful API service for skill extraction and standardization using a Large Language Model,Yes.,2.,"""Directly prompting the latest conversational LLM for standard skills, however, is slow, costly and inaccurate.""",2023-04-17T08:43:20Z
Supporting Qualitative Analysis with Large Language Models: Combining Codebook with GPT-3 for Deductive Coding,Yes.,3.,"""We lay out challenges and opportunities in using LLMs to support qualitative coding and beyond.""",2023-04-17T04:52:43Z
Testing the Reliability of ChatGPT for Text Annotation and Classification: A Cautionary Remark,Yes.,5.,"""ChatGPT is non-deterministic which means that, as with human coders, identical input can lead to different outputs."" and ""results show that consistency in ChatGPT's classification output can fall short of scientific thresholds for reliability.""",2023-04-17T00:41:19Z
VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping,Yes.,5.,"""However, this approach often neglects implicit writing context and user intent, lacks support for user control and autonomy, and provides limited assistance for sensemaking and revising writing plans.""",2023-04-16T15:29:03Z
A Comprehensive Evaluation of Neural SPARQL Query Generation from Natural Language Questions,Yes.,3.,"""Finally, the performance of the tested LLMs fell short of achieving the desired outcomes.""",2023-04-16T13:12:26Z
Solving Math Word Problems by Combining Language Models With Symbolic Solvers,Yes.,3.,"""prior approaches such as Program-Aided Language model (PAL) are biased towards simple procedural problems and less effective for problems that require declarative reasoning.""",2023-04-16T04:16:06Z
Tractable Control for Autoregressive Language Generation,Yes.,3.,"""it remains a major challenge to generate text that satisfies complex constraints",2023-04-15T00:19:44Z
Improving Patient Pre-screening for Clinical Trials: Assisting Physicians with Large Language Models,Yes.,2.,"""Large Language Models (LLMs) have shown to perform well for clinical information extraction and clinical reasoning, including medical tests, but not yet in real-world scenarios.""",2023-04-14T21:19:46Z
The Self-Perception and Political Biases of ChatGPT,Yes.,4.,"""This contribution analyzes the self-perception and political biases of OpenAI's Large Language Model ChatGPT."" and ""claiming that ChatGPT is politically biased towards progressive and libertarian points of view.""",2023-04-14T18:06:13Z
OpenAssistant Conversations -- Democratizing Large Language Model Alignment,Yes.,3.,"""state-of-the-art alignment techniques like RLHF rely on high-quality human feedback data, which is expensive to create and often remains proprietary.""",2023-04-14T18:01:29Z
API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Yes.,3.,"""However, three pivotal questions remain unanswered",2023-04-14T14:05:32Z
DroidBot-GPT: GPT-powered UI Automation for Android,Yes.,1.,"""This paper introduces DroidBot-GPT, a tool that utilizes GPT-like large language models (LLMs) to automate the interactions with Android mobile applications.""",2023-04-14T11:31:56Z
MedAlpaca -- An Open-Source Collection of Medical Conversational AI Models and Training Data,Yes.,2.,"""Yet, there is an urgent need for open-source models that can be deployed on-premises to safeguard patient privacy.""",2023-04-14T11:28:08Z
HuaTuo: Tuning LLaMA Model with Chinese Medical Knowledge,Yes.,3.,"""LLMs have not yet performed optimally in biomedical domain tasks due to the need for medical expertise in the responses.""",2023-04-14T07:54:17Z
nanoLM: an Affordable LLM Pre-training Benchmark via Accurate Loss Prediction across Scales,Yes.,2.,"""As language models scale up, it becomes increasingly expensive to verify research ideas because conclusions on small models do not trivially transfer to large ones.""",2023-04-14T00:45:01Z
Stochastic Code Generation,Yes.,5.,"""Large language models pre-trained for code generation can generate high-quality short code but often struggle with generating coherent long code and understanding higher-level or system-level specifications.""",2023-04-14T00:01:05Z
Evaluation of Social Biases in Recent Large Pre-Trained Models,Yes.,4.,"""Large pre-trained language models are widely used in the community. These models are usually trained on unmoderated and unfiltered data from open sources like the Internet. Due to this, biases that we see in platforms online which are a reflection of those in society are in turn captured and learned by these models.""",2023-04-13T23:29:58Z
Automatic Semantic Augmentation of Language Model Prompts (for Code Summarization),Yes.,4.,"""One might assume that the powerful multi-layer architecture of transformer-style LLMs makes them inherently capable of doing this simple level of 'code analysis' and extracting such information, implicitly, while processing code",2023-04-13T20:49:35Z
On the Opportunities and Challenges of Foundation Models for Geospatial Artificial Intelligence,Yes.,3.,"""Despite their successes in language and vision tasks, we have yet seen an attempt to develop foundation models for geospatial artificial intelligence (GeoAI)."" and ""existing foundation models still underperform task-specific models.""",2023-04-13T19:50:17Z
What does CLIP know about a red circle? Visual prompt engineering for VLMs,,,,2023-04-13T17:58:08Z
Verbs in Action: Improving verb understanding in video-language models,Yes.,3.,"""state-of-the-art video-language models based on CLIP have been shown to have limited verb understanding and to rely extensively on nouns, restricting their performance in real-world video applications that require action and temporal understanding.""",2023-04-13T17:57:01Z
"ChatGPT Needs SPADE (Sustainability, PrivAcy, Digital divide, and Ethics) Evaluation: A Review",Yes.,4.,"""this study focuses on the important aspects that are mostly overlooked, i.e. sustainability, privacy, digital divide, and ethics and suggests that not only chatGPT but every subsequent entry in the category of conversational bots should undergo Sustainability, PrivAcy, Digital divide, and Ethics (SPADE) evaluation.""",2023-04-13T16:01:28Z
Are LLMs All You Need for Task-Oriented Dialogue?,Yes.,3.,"""We show that for explicit belief state tracking, LLMs underperform compared to specialized task-specific models.""",2023-04-13T14:03:14Z
AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Yes.,3.,"""In contrast, we also find that GPT-4 is less proficient in tasks that require complex reasoning or specific domain knowledge.""",2023-04-13T09:39:30Z
Automated Cardiovascular Record Retrieval by Multimodal Learning between Electrocardiogram and Clinical Report,Yes.,1.,"""In this paper, we introduce a novel approach to ECG interpretation, leveraging recent breakthroughs in Large Language Models (LLMs) and Vision-Transformer (ViT) models.""",2023-04-13T06:32:25Z
Towards Responsible AI in the Era of Generative AI: A Reference Architecture for Designing Foundation Model based Systems,Yes.,4.,"""incorporating foundations models into AI systems raises significant concerns about responsible AI due to their opaque nature and rapidly advancing intelligence.""",2023-04-13T05:01:03Z
Language Instructed Reinforcement Learning for Human-AI Coordination,Yes.,1.,"""We use pretrained large language models to generate a prior policy conditioned on the human instruction and use the prior to regularize the RL objective.""",2023-04-13T04:47:31Z
Detection of Fake Generated Scientific Abstracts,Yes.,3.,"""The academic community has taken notice of these technological advancements and has expressed concerns regarding the difficulty of discriminating between what is real and what is artificially generated.""",2023-04-12T20:20:22Z
Can Large Language Models Transform Computational Social Science?,Yes.,3.,"""On taxonomic labeling tasks (classification), LLMs fail to outperform the best fine-tuned models but still achieve fair levels of agreement with humans.""",2023-04-12T17:33:28Z
ChatGPT Beyond English: Towards a Comprehensive Evaluation of Large Language Models in Multilingual Learning,Yes.,5.,"""Compared to the performance of previous models, our extensive experimental results demonstrate a worse performance of ChatGPT for different NLP tasks and languages, calling for further research to develop better models and understanding for multilingual learning.""",2023-04-12T05:08:52Z
Understanding Causality with Large Language Models: Feasibility and Opportunities,Yes.,4.,"""We believe that current LLMs can answer causal questions with existing causal knowledge as combined domain experts. However, they are not yet able to provide satisfactory answers for discovering new knowledge or for high-stakes decision-making tasks with high precision.""",2023-04-11T22:30:03Z
Training Large Language Models Efficiently with Sparsity and Dataflow,Yes.,3.,"""However, training such large foundational models is a non-trivial exercise that requires a significant amount of compute power and expertise from machine learning and systems experts. As models get larger, these demands are only increasing. Sparsity is a promising technique to relieve the compute requirements for training. However, sparsity introduces new challenges in training the sparse model to the same quality as the dense counterparts",2023-04-11T21:37:13Z
chatClimate: Grounding Conversational AI in Climate Science,Yes.,5.,"""they still face two major challenges",2023-04-11T21:31:39Z
Zero-shot Temporal Relation Extraction with ChatGPT,Yes.,5.,"""Our experiments show that ChatGPT's performance has a large gap with that of supervised methods and can heavily rely on the design of prompts"" and ""The current shortcomings of ChatGPT on temporal relation extraction are also discussed in this paper. We found that ChatGPT cannot keep consistency during temporal inference and it fails in actively long-dependency",2023-04-11T18:59:05Z
Toxicity in ChatGPT: Analyzing Persona-assigned Language Models,Yes.,5.,"""a clear understanding of the capabilities and limitations of LLMs is necessary,"" and ""We find that setting the system parameter of ChatGPT by assigning it a persona, say that of the boxer Muhammad Ali, significantly increases the toxicity of generations,"" and ""specific entities (e.g., certain races) are targeted more than others (3x more) irrespective of the assigned persona, that",2023-04-11T16:53:54Z
TACOS: Topology-Aware Collective Algorithm Synthesizer for Distributed Machine Learning,Yes.,1.,"""The surge of artificial intelligence, specifically large language models, has led to a rapid advent towards the development of large-scale machine learning training clusters.""",2023-04-11T15:50:54Z
Approximating Online Human Evaluation of Social Chatbots with Prompting,Yes.,2.,"""Existing evaluation metrics aim to automate offline user evaluation and approximate human judgment of pre-curated dialogs. However, they are limited in their ability to capture subjective perceptions of users who actually interact with the bots and might not generalize to real-world settings.""",2023-04-11T14:45:01Z
Towards preserving word order importance through Forced Invalidation,Yes.,5.,"""recent findings have revealed that pre-trained language models are insensitive to word order. The performance on NLU tasks remains unchanged even after randomly permuting the word of a sentence, where crucial syntactic information is destroyed.""",2023-04-11T13:42:10Z
Multi-step Jailbreaking Privacy Attacks on ChatGPT,Yes.,4.,"""it is still challenging to steer AI-generated content (AIGC) for the human good"" and ""we study the privacy threats from OpenAI's ChatGPT and the New Bing enhanced by ChatGPT and show that application-integrated LLMs may cause new privacy threats.""",2023-04-11T13:05:04Z
Teaching Large Language Models to Self-Debug,Yes.,3.,"""However, for complex programming tasks, generating the correct solution in one go becomes challenging, thus some prior works have designed program repair approaches to improve code generation performance.""",2023-04-11T10:43:43Z
Human-machine cooperation for semantic feature listing,Yes.,3.,"""Large language models (LLMs) offer a novel avenue for the automatic generation of such feature lists, but are prone to significant error.""",2023-04-11T06:38:04Z
Towards an Understanding and Explanation for Mixed-Initiative Artificial Scientific Text Detection,Yes.,4.,"""Their potential misuse has raised social concerns about plagiarism in academic contexts. However, effective artificial scientific text detection is a non-trivial task due to several challenges, including 1) the lack of a clear understanding of the differences between machine-generated and human-written scientific text, 2) the poor generalization performance of existing methods caused by out-of-distribution issues, and 3)",2023-04-11T06:37:30Z
A Cheaper and Better Diffusion Language Model with Soft-Masked Noise,,,,2023-04-10T17:58:42Z
On the Possibilities of AI-Generated Text Detection,Yes.,1.,"""Our work addresses the critical issue of distinguishing text generated by Large Language Models (LLMs) from human-produced text, a task essential for numerous applications.""",2023-04-10T17:47:39Z
Multilingual Machine Translation with Large Language Models: Empirical Results and Analysis,Yes.,4.,"""GPT-4 has beat the strong supervised baseline NLLB in 40.91% of translation directions but still faces a large gap towards the commercial translation system, especially on low-resource languages."" and ""First, instruction semantics can surprisingly be ignored when given in-context exemplars.""",2023-04-10T15:51:30Z
Learnings from Data Integration for Augmented Language Models,Yes.,5.,"""One of the limitations of large language models is that they do not have access to up-to-date, proprietary or personal data.""",2023-04-10T13:28:35Z
Inference with Reference: Lossless Acceleration of Large Language Models,Yes.,1.,"""We propose LLMA, an LLM accelerator to losslessly speed up Large Language Model (LLM) inference with references.""",2023-04-10T09:55:14Z
Graph-ToolFormer: To Empower LLMs with Graph Reasoning Ability via Prompt Augmented by ChatGPT,Yes.,5.,"""However, when it comes to the graph learning tasks, existing LLMs present very serious flaws due to their several inherited weaknesses in performing {multi-step logic reasoning}, {precise mathematical calculation} and {perception about the spatial and temporal factors}.""",2023-04-10T05:25:54Z
The Wall Street Neophyte: A Zero-Shot Analysis of ChatGPT Over MultiModal Stock Movement Prediction Challenges,Yes.,5.,"""Our findings indicate that ChatGPT is a 'Wall Street Neophyte' with limited success in predicting stock movements, as it underperforms not only state-of-the-art methods but also traditional methods like linear regression using price features."" and ""we observe",2023-04-10T04:31:00Z
OpenAGI: When LLM Meets Domain Experts,,,,2023-04-10T03:55:35Z
Are Large Language Models Ready for Healthcare? A Comparative Study on Clinical Language Understanding,Yes.,4.,"""However, the specialized nature of clinical language understanding tasks presents unique challenges and limitations that warrant further investigation.""",2023-04-09T16:31:47Z
A Preliminary Evaluation of ChatGPT for Zero-shot Dialogue Understanding,Yes.,3.,"""extensive analysis shows that ChatGPT benefits from the multi-turn interactive prompt in the DST task but struggles to perform slot filling for SLU"" and ""we summarize several unexpected behaviors of ChatGPT in dialogue understanding tasks.""",2023-04-09T15:28:36Z
Can ChatGPT and Bard Generate Aligned Assessment Items? A Reliability Analysis against Human Performance,Yes.,5.,"""Intraclass correlation (ICC) as a performance metric showed that the inter-reliability of both the OpenAI ChatGPT and the Google Bard were low against the gold standard of human ratings.""",2023-04-09T04:53:15Z
Unsupervised Story Discovery from Continuous News Streams via Scalable Thematic Embedding,Yes.,3.,"""Recent large language models are expected to improve the embedding further, but a straightforward adoption of the models by indiscriminately encoding all information in articles is ineffective to deal with text-rich and evolving news streams.""",2023-04-08T20:41:15Z
Comparing Code Explanations Created by Students and Large Language Models,Yes.,1.,"""The recent emergence of powerful large language models (LLMs) may offer a solution.""",2023-04-08T06:52:54Z
GPT4Rec: A Generative Framework for Personalized Recommendation and User Interests Interpretation,Yes.,2.,"""current models commonly treat items as mere IDs and adopt discriminative modeling, resulting in limitations of (1) fully leveraging the content information of items and the language modeling capabilities of NLP models; (2) interpreting user interests to improve relevance and diversity; and (3) adapting practical circumstances such as growing item inventories.""",2023-04-08T00:30:08Z
Why think step by step? Reasoning emerges from the locality of experience,Yes.,1.,"""Similarly, when large language models generate intermediate steps (a chain of thought) before answering a question, they often produce better answers than they would directly.""",2023-04-07T21:04:03Z
Towards Generating Functionally Correct Code Edits from Natural Language Issue Descriptions,Yes.,2.,"""However, there is currently a lack of benchmark datasets for assessing the ability of LLMs to generate functionally correct code edits based on natural language descriptions of intended changes.""",2023-04-07T18:58:33Z
Should ChatGPT be Biased? Challenges and Risks of Bias in Large Language Models,Yes.,5.,"""This article investigates the challenges and risks associated with biases in large-scale language models like ChatGPT. We discuss the origins of biases, stemming from, among others, the nature of training data, model specifications, algorithmic constraints, product design, and policy decisions.""",2023-04-07T17:14:00Z
Interpretable Unified Language Checking,Yes.,2.,"""Despite recent concerns about undesirable behaviors generated by large language models (LLMs), including non-factual, biased, and hateful language, we find LLMs are inherent multi-task language checkers based on their latent representations of natural and social knowledge.""",2023-04-07T16:47:49Z
What does ChatGPT return about human values? Exploring value bias in ChatGPT using a descriptive value theory,Yes.,3.,"""There has been concern about ideological basis and possible discrimination in text generated by Large Language Models (LLMs).""",2023-04-07T12:20:13Z
Revisiting Automated Prompting: Are We Actually Doing Better?,Yes.,5.,"""We find that automated prompting does not consistently outperform simple manual prompts.""",2023-04-07T12:06:44Z
ChatPipe: Orchestrating Data Preparation Program by Optimizing Human-ChatGPT Interactions,,,,2023-04-07T08:33:08Z
Generative Agents: Interactive Simulacra of Human Behavior,Yes.,1.,"""To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent's experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior.""",2023-04-07T01:55:19Z
Evaluating the Logical Reasoning Ability of ChatGPT and GPT-4,Yes.,5.,"""However, the performance drops significantly when handling newly released and out-of-distribution datasets. Logical reasoning remains challenging for ChatGPT and GPT-4, especially on out-of-distribution and natural language inference datasets.""",2023-04-07T01:37:45Z
