Title,Talks about LLMs,Rate,Evidence,Published
Uncovering Bias in Large Vision-Language Models with Counterfactuals,Yes.,4.,"""While prior studies have examined the social biases contained in text generated by LLMs, this topic has been relatively unexplored in LVLMs.""",2024-03-29T21:45:53Z
On-the-fly Definition Augmentation of LLMs for Biomedical NER,Yes.,3.,"""Despite their general capabilities, LLMs still struggle on biomedical NER tasks, which are difficult due to the presence of specialized terminology and lack of training data.""",2024-03-29T20:59:27Z
Unsolvable Problem Detection: Evaluating Trustworthiness of Vision Language Models,Yes.,5.,"""extensive experiments indicate that most VLMs, including GPT-4V and LLaVA-Next-34B, struggle with our benchmarks to varying extents, highlighting significant room for the improvements.""",2024-03-29T17:59:53Z
Are We on the Right Way for Evaluating Large Vision-Language Models?,Yes.,5.,"""we dig into current evaluation works and identify two primary issues",2024-03-29T17:59:34Z
ReALM: Reference Resolution As Language Modeling,Yes.,1.,"""While LLMs have been shown to be extremely powerful for a variety of tasks, their use in reference resolution, particularly for non-conversational entities, remains underutilized.""",2024-03-29T17:59:06Z
Gecko: Versatile Text Embeddings Distilled from Large Language Models,Yes.,1.,"""distilling knowledge from large language models (LLMs) into a retriever.""",2024-03-29T17:56:40Z
Convolutional Prompting meets Language Models for Continual Learning,Yes.,2.,"""We further leverage Large Language Models to generate fine-grained text descriptions of each category which are used to get task similarity and dynamically decide the number of prompts to be learned.""",2024-03-29T17:40:37Z
Towards Greener LLMs: Bringing Energy-Efficiency to the Forefront of LLM Inference,Yes.,3.,"""Energy availability has come to the forefront as the biggest challenge for data center expansion to serve these models.""",2024-03-29T17:22:48Z
"Can LLMs Correct Physicians, Yet? Investigating Effective Interaction Methods in the Medical Domain",Yes.,3.,"""Our analysis also uncovers the challenges of ensuring that LLM-generated suggestions are pertinent and useful, emphasizing the need for further research in this area.""",2024-03-29T16:59:13Z
LayerNorm: A key component in parameter-efficient fine-tuning,No.,1.,"The abstract does not mention LLMs or any limitations associated with them. It focuses on the fine-tuning of BERT, which is a general NLP model.",2024-03-29T16:53:11Z
LUQ: Long-text Uncertainty Quantification for LLMs,Yes.,5.,"""Our study first highlights the limitations of current UQ methods in handling long text generation."" and ""We identify that LLMs lack confidence in generating long text for rare facts and a factually strong model (i.e. GPT-4) tends to reject questions it is not sure about.""",2024-03-29T16:49:24Z
ELITR-Bench: A Meeting Assistant Benchmark for Long-Context Language Models,Yes.,4.,"""Our experiments with recent long-context LLMs on ELITR-Bench highlight a gap between open-source and proprietary models, especially when questions are asked sequentially within a conversation."" and ""Our findings suggest that while GPT-4's evaluation scores are correlated with human judges', its ability",2024-03-29T16:13:31Z
Using LLMs to Model the Beliefs and Preferences of Targeted Populations,Yes.,3.,"""Existing work has had mixed success using LLMs to accurately model human behavior in different contexts.""",2024-03-29T15:58:46Z
Shallow Cross-Encoders for Low-Latency Retrieval,Yes.,3.,"""Cross-Encoders based on large transformer models (such as BERT or T5) are computationally expensive and allow for scoring only a small number of documents within a reasonably small latency window.""",2024-03-29T15:07:21Z
Distributed agency in second language learning and teaching through generative AI,Yes.,4.,"""it is important to understand the limitations of AI systems that arise from their purely statistical model of human language, which limits their ability to deal with nuanced social and cultural aspects of language use. Additionally, there are ethical concerns over how AI systems are created as well as practical constraints in their use, especially for less privileged populations.""",2024-03-29T14:55:40Z
H2RSVLM: Towards Helpful and Honest Remote Sensing Large Vision Language Model,Yes.,4.,"""still perform poorly in Remote Sensing (RS) domain, which is due to the unique and specialized nature of RS imagery and the comparatively limited spatial perception of current VLMs"" and ""to address the inevitable 'hallucination' problem in RSVLM.""",2024-03-29T14:50:43Z
Unleashing the Potential of Large Language Models for Predictive Tabular Tasks in Data Science,Yes.,3.,"""Despite their proficiency in comprehending natural language, LLMs fall short in dealing with structured tabular data. This limitation stems from their lacking exposure to the intricacies of tabular data during their foundational training.""",2024-03-29T14:41:21Z
"The Future of Combating Rumors? Retrieval, Discrimination, and Generation",Yes.,1.,"""By using prompt engineering techniques, we feed results and knowledge into a LLM (Large Language Model), achieving satisfactory discrimination and explanatory effects while eliminating the need for fine-tuning, saving computational costs, and contributing to debunking efforts.""",2024-03-29T14:32:41Z
Measuring Taiwanese Mandarin Language Understanding,Yes.,3.,"""The results suggest that Chinese open-weight models demonstrate inferior performance comparing to multilingual proprietary ones, and open-weight models tailored for Taiwanese Mandarin lag behind the Simplified-Chinese counterparts.""",2024-03-29T13:56:21Z
ChatGPT v.s. Media Bias: A Comparative Study of GPT-3.5 and Fine-tuned Language Models,Yes.,3.,"""ChatGPT performs at par with fine-tuned models in detecting hate speech and text-level context bias, yet faces difficulties with subtler elements of other bias detections, namely, fake news, racial, gender, and cognitive biases.""",2024-03-29T13:12:09Z
IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context,Yes.,4.,"""The pervasive influence of social biases in language data has sparked the need for benchmark datasets that capture and evaluate these biases in Large Language Models (LLMs)."" and ""We observed that the language models exhibit more bias across a majority of the intersectional groups.""",2024-03-29T12:32:06Z
Fine-tuning Large Language Models for Automated Diagnostic Screening Summaries,Yes.,1.,"""In this work, we evaluate several state-of-the-art Large Language Models (LLMs), with and without fine-tuning, on our custom dataset for generating concise summaries from mental state examinations.""",2024-03-29T12:25:37Z
Accurate Block Quantization in LLMs with Outliers,Yes.,4.,"""The main issues preventing widespread application of block formats is caused by the presence of outliers in weights and activations since those affect the accuracy of the other values in the same block.""",2024-03-29T12:15:06Z
User Modeling Challenges in Interactive AI Assistant Systems,Yes.,3.,"""One of the remaining challenges is to understand user's mental states during the task for more personalized guidance."" and ""investigate the capabilities and challenges for large language models to interpret user profiles for more personalized user guidance.""",2024-03-29T11:54:13Z
The Impact of Prompts on Zero-Shot Detection of AI-Generated Text,Yes.,2.,"""While their practical applications are now widespread, their potential for misuse, such as generating fake news and committing plagiarism, has posed significant concerns.""",2024-03-29T11:33:34Z
ITCMA: A Generative Agent Based on a Computational Consciousness Structure,Yes.,4.,"""Large Language Models (LLMs) still face challenges in tasks requiring understanding implicit instructions and applying common-sense knowledge. In such scenarios, LLMs may require multiple attempts to achieve human-level performance, potentially leading to inaccurate responses or inferences in practical environments, affecting their long-term consistency and behavior.""",2024-03-29T10:23:18Z
Can LLMs Learn from Previous Mistakes? Investigating LLMs' Errors to Boost for Reasoning,Yes.,5.,"""We ultimately make a thorough analysis of the reasons behind LLMs' errors, which provides directions that future research needs to overcome.""",2024-03-29T08:30:34Z
PURPLE: Making a Large Language Model a Better SQL Writer,Yes.,3.,"""However, LLMs sometimes fail to generate appropriate SQL due to their lack of knowledge in organizing complex logical operator composition.""",2024-03-29T07:01:29Z
On Large Language Models' Hallucination with Regard to Known Facts,Yes.,5.,"""Large language models are successful in answering factoid questions but are also prone to hallucination."" and ""Our study shed light on understanding the reasons for LLMs' hallucinations on their known facts, and more importantly, on accurately predicting when they are hallucinating.""",2024-03-29T06:48:30Z
Large Language Model based Situational Dialogues for Second Language Learning,Yes.,2.,"""Additionally, research in the field of dialogue systems still lacks reliable automatic evaluation metrics, leading to human evaluation as the gold standard (Smith et al., 2022), which is typically expensive.""",2024-03-29T06:43:55Z
Enhancing the General Agent Capabilities of Low-Parameter LLMs through Tuning and Multi-Branch Reasoning,Yes.,4.,"""However, when used as agents for dealing with complex problems in the real world, their performance is far inferior to large commercial models such as ChatGPT and GPT-4."" and ""As intelligent agents, LLMs need to have the capabilities of task planning, long-term memory, and the ability to leverage external tools to achieve satisfactory performance.""",2024-03-29T03:48:12Z
DiJiang: Efficient Large Language Models through Compact Kernelization,Yes.,2.,"""the improvement strategies for attention mechanisms typically necessitate extensive retraining, which is impractical for large language models with a vast array of parameters.""",2024-03-29T02:32:15Z
MANGO: A Benchmark for Evaluating Mapping and Navigation Abilities of Large Language Models,Yes.,5.,"""Although these questions are easy to humans, it turns out that even GPT-4, the best-to-date language model, performs poorly at answering them.""",2024-03-29T01:53:24Z
Towards a Robust Retrieval-Based Summarization System,Yes.,3.,"""While LLMs provide summarization capabilities, their performance in complex, real-world scenarios remains under-explored.""",2024-03-29T00:14:46Z
LLMSense: Harnessing LLMs for High-level Reasoning Over Spatiotemporal Sensor Traces,,,,2024-03-28T22:06:04Z
Localizing Paragraph Memorization in Language Models,Yes.,3.,"""memorized continuations are not only harder to unlearn, but also to corrupt than non-memorized ones.""",2024-03-28T21:53:24Z
"Multi-Frame, Lightweight & Efficient Vision-Language Models for Question Answering in Autonomous Driving",Yes.,5.,"""current approaches to these systems use expensive large language model (LLM) backbones and image encoders, making such systems unsuitable for real-time autonomous driving systems where tight memory constraints exist and fast inference time is necessary.""",2024-03-28T21:18:33Z
Target Span Detection for Implicit Harmful Content,Yes.,1.,"""The collection is achieved using an innovative pooling method with matching scores based on human annotations and Large Language Models (LLMs).""",2024-03-28T21:15:15Z
Developing Healthcare Language Model Embedding Spaces,Yes.,3.,"""Pre-trained Large Language Models (LLMs) often struggle on out-of-domain datasets like healthcare focused text.""",2024-03-28T19:31:32Z
Bespoke Large Language Models for Digital Triage Assistance in Mental Health Care,Yes.,1.,"""We present and evaluate three different approaches for LLM-based, end-to-end ingestion of variable-length clinical EHR data to assist clinicians when triaging referrals.""",2024-03-28T19:17:07Z
GOLD: Generalized Knowledge Distillation via Out-of-Distribution-Guided Language Data Generation,Yes.,3.,"""We argue that generating data with LLMs is prone to sampling mainly from the center of original content distribution. This limitation hinders the distilled model from learning the true underlying data distribution and to forget the tails of the distributions (samples with lower probability).""",2024-03-28T18:08:22Z
InterDreamer: Zero-Shot Text to 3D Dynamic Human-Object Interaction,,,,2024-03-28T17:59:30Z
MagicLens: Self-Supervised Image Retrieval with Open-Ended Instructions,Yes.,1.,"""we can bring those implicit relations explicit by synthesizing instructions via large multimodal models (LMMs) and large language models (LLMs).""",2024-03-28T17:59:20Z
Change-Agent: Towards Interactive Comprehensive Remote Sensing Change Interpretation and Analysis,Yes.,1.,"""The Change-Agent integrates a multi-level change interpretation (MCI) model as the eyes and a large language model (LLM) as the brain.""",2024-03-28T17:55:42Z
Retrieval-Enhanced Knowledge Editing for Multi-Hop Question Answering in Language Models,Yes.,3.,"""Large Language Models (LLMs) have shown proficiency in question-answering tasks but often struggle to integrate real-time knowledge updates, leading to potentially outdated or inaccurate responses.""",2024-03-28T17:47:19Z
TOD3Cap: Towards 3D Dense Captioning in Outdoor Scenes,Yes.,1.,"""integrates Relation Q-Former with LLaMA-Adapter to generate rich captions for these objects.""",2024-03-28T17:12:55Z
WaterJudge: Quality-Detection Trade-off when Watermarking Large Language Models,Yes.,3.,"""there has been little work in analyzing the impact that these perturbations have on the quality of generated texts.""",2024-03-28T16:28:38Z
JDocQA: Japanese Document Question Answering Dataset for Generative Language Models,Yes.,1.,"""We empirically evaluate the effectiveness of our dataset with text-based large language models (LLMs) and multimodal models.""",2024-03-28T14:22:54Z
Mixed Preference Optimization: Reinforcement Learning with Data Selection and Better Reference Model,Yes.,3.,"""LLMs can inherit harmful biases and produce outputs that are not aligned with human values.""",2024-03-28T14:15:10Z
BP4ER: Bootstrap Prompting for Explicit Reasoning in Medical Dialogue Generation,Yes.,3.,"""While these methods have been successful in generating fluent responses, they fail to provide process explanations of reasoning and require extensive entity annotation.""",2024-03-28T13:38:13Z
Checkpoint Merging via Bayesian Optimization in LLM Pretraining,Yes.,2.,"""The rapid proliferation of large language models (LLMs) such as GPT-4 and Gemini underscores the intense demand for resources during their training processes, posing significant challenges due to substantial computational and environmental costs.""",2024-03-28T13:01:18Z
Breaking the Length Barrier: LLM-Enhanced CTR Prediction in Long Textual User Behaviors,Yes.,5.,"""However, we argue that a critical obstacle remains in deploying LLMs for practical use",2024-03-28T12:05:15Z
Large Language Models Are Unconscious of Unreasonability in Math Problems,Yes.,5.,"""Large language models (LLMs) demonstrate substantial capabilities in solving math problems. However, they tend to produce hallucinations when given questions containing unreasonable errors."" and ""Experiments show that LLMs are able to detect unreasonable errors, but still fail in generating non-hallucinatory content.""",2024-03-28T12:04:28Z
IVLMap: Instance-Aware Visual Language Grounding for Consumer Robot Navigation,Yes.,3.,"""However, these methods face limitations in instance-level and attribute-level navigation tasks as they cannot distinguish different instances of the same object.""",2024-03-28T11:52:42Z
Plug-and-Play Grounding of Reasoning in Multimodal Large Language Models,Yes.,4.,"""However, constrained by their non-lossless image tokenization, most MLLMs fall short of comprehensively capturing details of text and objects, especially in high-resolution images.""",2024-03-28T11:26:30Z
MATEval: A Multi-Agent Discussion Framework for Advancing Open-Ended Text Evaluation,Yes.,5.,"""the quality of the text generated by these models often reveals persistent issues"" and ""it is filled with significant uncertainty and instability"" and ""addressing the uncertainties and instabilities in evaluating LLMs-generated text.""",2024-03-28T10:41:47Z
Going Beyond Word Matching: Syntax Improves In-context Example Selection for Machine Translation,Yes.,2.,"""How to select informative examples remains an open issue.""",2024-03-28T10:13:34Z
Ungrammatical-syntax-based In-context Example Selection for Grammatical Error Correction,Yes.,3.,"""However, applying LLMs to grammatical error correction (GEC) is still a challenging task.""",2024-03-28T10:05:57Z
Fine-Tuning Language Models with Reward Learning on Policy,Yes.,4.,"""Despite its popularity, however, (fixed) reward models may suffer from inaccurate off-distribution, since policy optimization continuously shifts LLMs' data distribution. Repeatedly collecting new preference data from the latest LLMs may alleviate this issue, which unfortunately makes the resulting system more complicated and difficult to optimize.""",2024-03-28T10:02:10Z
sDPO: Don't Use Your Data All at Once,Yes.,1.,"""As development of large language models (LLM) progresses, aligning them with human preferences has become increasingly important.""",2024-03-28T09:56:04Z
Dual-Personalizing Adapter for Federated Foundation Models,Yes.,3.,"""However, a critical gap in existing research is the neglect of test-time distribution shifts in real-world applications.""",2024-03-28T08:19:33Z
Text Data-Centric Image Captioning with Interactive Prompts,Yes.,3.,"""However, the current methods still face several challenges in adapting to the diversity of data configurations in a unified solution, accurately estimating image-text embedding bias, and correcting unsatisfactory prediction results in the inference stage.""",2024-03-28T07:43:49Z
MUGC: Machine Generated versus User Generated Content Detection,Yes.,2.,"""While specific domain-related keywords commonly utilized by humans, albeit disregarded by current LLMs (Large Language Models), may contribute to this high detection accuracy.""",2024-03-28T07:33:53Z
Make Large Language Model a Better Ranker,Yes.,3.,"""These approaches prove inefficient in LLM-based recommenders due to the high computational cost of utilizing Large Language Models"" and ""This shortfall is attributed to the misalignment between the objectives of ranking and language generation.""",2024-03-28T07:22:16Z
Mitigating Misleading Chain-of-Thought Reasoning with Selective Filtering,Yes.,3.,"""Despite its success, the efficacy of such reasoning is inherently contingent upon the quality of CoT. However, flawless CoT reasoning cannot be guaranteed due to the presence of indecomposable questions and the potential for erroneous reasoning chains, particularly in the case of small-scale language models.""",2024-03-28T06:28:35Z
Disentangling Length from Quality in Direct Preference Optimization,Yes.,3.,"""RLHF is known to exploit biases in human preferences, such as verbosity.""",2024-03-28T06:03:47Z
Compressing Large Language Models by Streamlining the Unimportant Layer,Yes.,3.,"""Large language models (LLM) have been extensively applied in various natural language tasks and domains, but their applicability is constrained by the large number of parameters of the models.""",2024-03-28T04:12:13Z
Code Comparison Tuning for Code Large Language Models,Yes.,1.,"""We present Code Comparison Tuning (CCT), a simple and effective tuning method for code large language models (Code LLMs) to better handle subtle code errors.""",2024-03-28T03:25:23Z
MFORT-QA: Multi-hop Few-shot Open Rich Table Question Answering,Yes.,1.,"""Recent advancements in Large Language Models (LLMs) have opened up new possibilities for extracting information from tabular data using prompts.""",2024-03-28T03:14:18Z
"Top Leaderboard Ranking = Top Coding Proficiency, Always? EvoEval: Evolving Coding Benchmarks via LLM",Yes.,5.,"""prior benchmarks contain only a very limited set of problems, both in quantity and variety,"" ""many benchmarks are prone to data leakage where example solutions can be readily found on the web and thus potentially in training data,"" ""there is a significant drop in performance (on average 39.4%) when using EvoEval,"" ""the brittleness of instruction-following models when encountering reword",2024-03-28T03:10:39Z
FACTOID: FACtual enTailment fOr hallucInation Detection,Yes.,5.,"""However, hallucination is a significant concern."" and ""current TE systems are unable to accurately annotate the given text and identify the exact portion that is contradicted.""",2024-03-28T03:09:42Z
JailbreakBench: An Open Robustness Benchmark for Jailbreaking Large Language Models,Yes.,5.,"""Jailbreak attacks cause large language models (LLMs) to generate harmful, unethical, or otherwise objectionable content."" and ""Evaluating these attacks presents a number of challenges, which the current collection of benchmarks and evaluation techniques do not adequately address.""",2024-03-28T02:44:02Z
Automated Black-box Prompt Engineering for Personalized Text-to-Image Generation,Yes.,1.,"""Inspired by large language model (LLM) jailbreaking, PRISM leverages the in-context learning ability of LLMs to iteratively refine the candidate prompts distribution for given reference images.""",2024-03-28T02:35:53Z
Learning From Correctness Without Prompting Makes LLM Efficient Reasoner,Yes.,5.,"""Large language models (LLMs) have demonstrated outstanding performance across various tasks, yet they still exhibit limitations such as hallucination, unfaithful reasoning, and toxic content.""",2024-03-28T02:12:49Z
CAUSE: Counterfactual Assessment of User Satisfaction Estimation in Task-Oriented Dialogue Systems,Yes.,1.,"""In this work, we leverage large language models (LLMs) and unlock their ability to generate satisfaction-aware counterfactual dialogues to augment the set of original dialogues of a test collection.""",2024-03-27T23:45:31Z
LITA: Language Instructed Temporal-Localization Assistant,Yes.,5.,"""However, an important missing piece is temporal localization. These models cannot accurately answer the 'When?' questions. We identify three key aspects that limit their temporal localization capabilities",2024-03-27T22:50:48Z
Evaluating Large Language Models for Health-Related Text Classification Tasks with Public Social Media Data,Yes.,2.,"""LLM-annotated data without human guidance for training light-weight supervised classification models is an ineffective strategy.""",2024-03-27T22:05:10Z
Towards LLM-RecSys Alignment with Textual ID Learning,Yes.,3.,"""current research in generative recommendations struggles to effectively encode recommendation items within the text-to-text framework using concise yet meaningful ID representations.""",2024-03-27T21:22:37Z
TextCraftor: Your Text Encoder Can be Image Quality Controller,No.,1.,The abstract does not mention large language models (LLMs) or their limitations. It focuses on diffusion-based text-to-image generative models and the text encoder in Stable Diffusion.,2024-03-27T19:52:55Z
"""Sorry, Come Again?"" Prompting -- Enhancing Comprehension and Diminishing Hallucination with [PAUSE]-injected Optimal Paraphrasing",Yes.,5.,"""Hallucination has emerged as the most vulnerable aspect of contemporary Large Language Models (LLMs)."" and ""Prompts with lower readability, formality, or concreteness pose comprehension challenges for LLMs, similar to those faced by humans."" and ""Recent studies reveal that an LLM often neglects the middle sections of extended prompts, a phenomenon termed as lost in the middle.""",2024-03-27T19:45:09Z
A State-of-the-practice Release-readiness Checklist for Generative AI-based Software Products,Yes.,3.,"""Our systematic review of grey literature identifies common challenges in deploying LLMs, ranging from pre-training and fine-tuning to user experience considerations.""",2024-03-27T19:02:56Z
Measuring Political Bias in Large Language Models: What Is Said and How It Is Said,Yes.,4.,"""However, political bias exists in LLMs and can lead to polarization and other harms in downstream applications.""",2024-03-27T18:22:48Z
Duolando: Follower GPT with Off-Policy Reinforcement Learning for Dance Accompaniment,No.,1.,The abstract focuses on a GPT-based model for dance accompaniment and does not discuss language models or their limitations.,2024-03-27T17:57:02Z
Is Modularity Transferable? A Case Study through the Lens of Knowledge Distillation,Yes.,3.,"""This model-specific setup is a substantial limitation on the very modularity that modular architectures are trying to achieve.""",2024-03-27T17:50:00Z
Projective Methods for Mitigating Gender Bias in Pre-trained Language Models,Yes.,4.,"""We find that projective methods can be effective at both intrinsic bias and downstream bias mitigation, but that the two outcomes are not necessarily correlated. This finding serves as a warning that intrinsic bias test sets, based either on language modeling tasks or next sentence prediction, should not be the only benchmark in developing",2024-03-27T17:49:31Z
Long-form factuality in large language models,Yes.,5.,"""Large language models (LLMs) often generate content that contains factual errors when responding to fact-seeking prompts on open-ended topics.""",2024-03-27T17:48:55Z
CheckEval: Robust Evaluation Framework using Large Language Model via Checklist,Yes.,2.,"""addressing the challenges of ambiguity and inconsistency in current evaluation methods"" and ""CheckEval sets a new standard for the use of LLMs in evaluation, responding to the evolving needs of the field and establishing a clear method for future LLM-based evaluation.""",2024-03-27T17:20:39Z
Understanding the Learning Dynamics of Alignment with Human Feedback,Yes.,3.,"""theoretically understanding how these methods affect model behavior remains an open question"" and ""the optimization is prone to prioritizing certain behaviors with higher preference distinguishability.""",2024-03-27T16:39:28Z
The Invalsi Benchmark: measuring Language Models Mathematical and Language understanding in Italian,Yes.,3.,"""We show that this is a challenging benchmark where current language models are bound by 60% accuracy.""",2024-03-27T15:46:25Z
NL-ITI: Optimizing Probing and Intervention for Improvement of ITI Method,Yes.,5.,"""Large Language Models (LLM) are prone to returning false information. It constitutes one of major challenges in the AI field.""",2024-03-27T15:22:16Z
SDSAT: Accelerating LLM Inference through Speculative Decoding with Semantic Adaptive Tokens,Yes.,1.,"""We propose an acceleration scheme for large language models (LLMs) through Speculative Decoding with Semantic Adaptive Tokens (SDSAT).""",2024-03-27T14:54:27Z
